"id";"itemTime";"RT";"trial.";"value";"access";"observation";"bin0";"bin1";"bin2";"bin3";"bin4";"bin5";"bin6";"bin7";"bin8";"bin9";"bin10"
"83e14e290c0b25b1936143c5291ac30767d0fb53627d2487f89291668a6d24ab";"1,48E+12";239729;10;93;9;3;0;0;0;0.8;0.52;0;0;0;0;0;0
"83e14e290c0b25b1936143c5291ac30767d0fb53627d2487f89291668a6d24ab";"1,48E+12";265121;11;40;4;0;0.66;0.58;0.7;0.71;0.56;0.61;0.31;0;0;0;0
"83e14e290c0b25b1936143c5291ac30767d0fb53627d2487f89291668a6d24ab";"1,48E+12";287416;12;54;5;4;0;0;0;0;0;0.42;0.61;0.79;0.51;0.29;0
"83e14e290c0b25b1936143c5291ac30767d0fb53627d2487f89291668a6d24ab";"1,48E+12";309464;13;96;9;6;0;0;0;0;0;0;0.66;0.67;0;0;0
"37f0b890505fc6be8f508bc75cd3f1381db6b10b5d6301e7bd9a5f77b4b4e1a1";"1,48E+12";63894;1;55;5;5;0;0;0;0;0;0.4;0.5;0.69;0.8;0.81;0.78
"37f0b890505fc6be8f508bc75cd3f1381db6b10b5d6301e7bd9a5f77b4b4e1a1";"1,48E+12";82915;2;11;1;1;0.03;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5
"37f0b890505fc6be8f508bc75cd3f1381db6b10b5d6301e7bd9a5f77b4b4e1a1";"1,48E+12";127993;3;52;5;2;0.03;0.08;0.73;0.5;0.5;0.5;0.26;0.29;0.03;0.03;0.03
"37f0b890505fc6be8f508bc75cd3f1381db6b10b5d6301e7bd9a5f77b4b4e1a1";"1,48E+12";162675;4;20;2;0;0.5;0.5;0.5;0.5;0.18;0.18;0.17;0.19;0.2;0.06;0
"37f0b890505fc6be8f508bc75cd3f1381db6b10b5d6301e7bd9a5f77b4b4e1a1";"1,48E+12";183407;5;42;4;2;0.03;0.06;0.5;0.5;0.5;0.76;0.5;0.5;0.49;0.07;0.01
"37f0b890505fc6be8f508bc75cd3f1381db6b10b5d6301e7bd9a5f77b4b4e1a1";"1,48E+12";210782;6;53;5;3;0.02;0.07;0.06;0.5;0.49;0.5;0.76;0.77;0.5;0.07;0.07
"37f0b890505fc6be8f508bc75cd3f1381db6b10b5d6301e7bd9a5f77b4b4e1a1";"1,48E+12";240588;7;83;8;3;0.02;0.01;0.01;0.78;0.78;0.78;0.26;0.24;0.03;0.04;0.04
"37f0b890505fc6be8f508bc75cd3f1381db6b10b5d6301e7bd9a5f77b4b4e1a1";"1,48E+12";269667;8;10;1;0;0.52;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.04
"37f0b890505fc6be8f508bc75cd3f1381db6b10b5d6301e7bd9a5f77b4b4e1a1";"1,48E+12";296860;9;91;9;1;0.01;0.7;0.73;0.06;0.06;0.01;0;0.03;0.03;0.04;0.05
"37f0b890505fc6be8f508bc75cd3f1381db6b10b5d6301e7bd9a5f77b4b4e1a1";"1,48E+12";324580;10;86;8;6;0.04;0.03;0.03;0.02;0.01;0.04;0.79;0.81;0.78;0.02;0.04
"37f0b890505fc6be8f508bc75cd3f1381db6b10b5d6301e7bd9a5f77b4b4e1a1";"1,48E+12";348182;11;40;4;0;0.73;0.79;0.77;0.5;0.23;0.24;0.26;0.03;0.04;0.04;0.06
"37f0b890505fc6be8f508bc75cd3f1381db6b10b5d6301e7bd9a5f77b4b4e1a1";"1,48E+12";373149;12;107;10;7;0.01;0.04;0.03;0.04;0.04;0.04;0.06;0.97;0.02;0.02;0.02
"37f0b890505fc6be8f508bc75cd3f1381db6b10b5d6301e7bd9a5f77b4b4e1a1";"1,48E+12";414959;13;62;6;2;0.02;0.02;0.5;0.8;0.77;0.81;0.29;0.03;0.04;0.04;0.06
"152a77ecc0c795138c92f0edc18acc4b58b921c0dba3b461a4f93e1b79e02bc0";"1,48E+12";52943;1;61;6;1;0.5;0.5;0.5;0.5;0.5;0.97;0.03;0.05;0.04;0.04;0.03
"152a77ecc0c795138c92f0edc18acc4b58b921c0dba3b461a4f93e1b79e02bc0";"1,48E+12";91793;2;85;8;5;0.5;0.5;0.5;0.97;0.7;0.8;0.03;0.05;0.01;0.03;0.07
"152a77ecc0c795138c92f0edc18acc4b58b921c0dba3b461a4f93e1b79e02bc0";"1,48E+12";140139;3;105;10;5;0;0.05;0.06;0.05;0;0.91;0.03;0.03;0.04;0.05;0.02
"152a77ecc0c795138c92f0edc18acc4b58b921c0dba3b461a4f93e1b79e02bc0";"1,48E+12";158094;4;50;5;0;0.03;0.02;0.06;0.05;0;0.8;0.05;0.03;0.03;0.05;0.03
"152a77ecc0c795138c92f0edc18acc4b58b921c0dba3b461a4f93e1b79e02bc0";"1,48E+12";177203;5;102;10;2;0;0;0.99;0.05;0.05;0.02;0.07;0.03;0.05;0.07;0.07
"152a77ecc0c795138c92f0edc18acc4b58b921c0dba3b461a4f93e1b79e02bc0";"1,48E+12";201224;6;22;2;2;0.04;0.01;0.99;0.68;0.67;0.67;0.03;0.03;0.05;0.05;0.06
"152a77ecc0c795138c92f0edc18acc4b58b921c0dba3b461a4f93e1b79e02bc0";"1,48E+12";237795;7;93;9;3;0;0;0;0.99;0.8;0.41;0.03;0.06;0.07;0.05;0.03
"152a77ecc0c795138c92f0edc18acc4b58b921c0dba3b461a4f93e1b79e02bc0";"1,48E+12";273319;8;64;6;4;0.05;0;0;0;0.99;0.06;0.04;0.06;0.06;0.06;0.04
"152a77ecc0c795138c92f0edc18acc4b58b921c0dba3b461a4f93e1b79e02bc0";"1,48E+12";294093;9;72;7;2;0.05;0.09;0.99;0.76;0.62;0;0.06;0.06;0.06;0.03;0.06
"152a77ecc0c795138c92f0edc18acc4b58b921c0dba3b461a4f93e1b79e02bc0";"1,48E+12";312403;10;104;10;4;0.03;0.02;0.03;0.03;0.99;0.04;0.04;0.05;0.05;0.05;0.05
"152a77ecc0c795138c92f0edc18acc4b58b921c0dba3b461a4f93e1b79e02bc0";"1,48E+12";343167;11;43;4;3;0.03;0.02;0.03;0.99;0.48;0.63;0.06;0.06;0.03;0.03;0.05
"152a77ecc0c795138c92f0edc18acc4b58b921c0dba3b461a4f93e1b79e02bc0";"1,48E+12";371181;12;42;4;2;0.04;0.02;0.95;0.69;0.71;0.02;0.05;0.03;0.03;0.02;0.06
"152a77ecc0c795138c92f0edc18acc4b58b921c0dba3b461a4f93e1b79e02bc0";"1,48E+12";389349;13;82;8;2;0.05;0.08;0.95;0.66;0.28;0.04;0.03;0.04;0.05;0.05;0.05
"f88e54d243d845a8b199f5e39616283a3771cf2d4ea977ccbe686b9eb0519435";"1,48E+12";56467;1;88;8;8;0.5;0.66;0.68;0.33;0.66;0.5;0.67;0.2;0.63;0.37;0.38
"f88e54d243d845a8b199f5e39616283a3771cf2d4ea977ccbe686b9eb0519435";"1,48E+12";80262;2;1010;10;10;0.73;0.5;0.23;0.22;0.68;0.71;0.23;0.5;0.3;0.32;0.82
"f88e54d243d845a8b199f5e39616283a3771cf2d4ea977ccbe686b9eb0519435";"1,48E+12";111166;3;51;5;1;0.75;0.5;0.71;0.34;0.35;0.36;0.28;0.27;0.2;0.15;0.13
"f88e54d243d845a8b199f5e39616283a3771cf2d4ea977ccbe686b9eb0519435";"1,48E+12";134815;4;101;10;1;0.72;0.65;0.5;0.58;0.32;0.25;0.25;0.25;0.22;0.23;0.17
"f88e54d243d845a8b199f5e39616283a3771cf2d4ea977ccbe686b9eb0519435";"1,48E+12";162329;5;20;2;0;0.26;0.25;0.27;0.5;0.58;0.23;0.23;0.15;0.32;0.17;0.15
"f88e54d243d845a8b199f5e39616283a3771cf2d4ea977ccbe686b9eb0519435";"1,48E+12";182322;6;41;4;1;0.66;0.5;0.35;0.63;0.64;0.83;0.61;0.3;0.15;0.12;0.08
"f88e54d243d845a8b199f5e39616283a3771cf2d4ea977ccbe686b9eb0519435";"1,48E+12";213159;7;96;9;6;0.23;0.4;0.5;0.5;0.62;0.68;0.8;0.37;0.23;0.37;0.26
"f88e54d243d845a8b199f5e39616283a3771cf2d4ea977ccbe686b9eb0519435";"1,48E+12";242235;8;44;4;4;0.32;0.76;0.76;0.71;0.85;0.61;0.51;0.37;0.38;0.18;0.09
"f88e54d243d845a8b199f5e39616283a3771cf2d4ea977ccbe686b9eb0519435";"1,48E+12";265851;9;42;4;2;0.75;0.73;0.85;0.83;0.79;0.71;0.7;0.43;0.38;0.27;0.22
"f88e54d243d845a8b199f5e39616283a3771cf2d4ea977ccbe686b9eb0519435";"1,48E+12";288609;10;104;10;4;0.84;0.83;0.83;0.8;0.83;0.78;0.61;0.61;0.5;0.32;0.14
"f88e54d243d845a8b199f5e39616283a3771cf2d4ea977ccbe686b9eb0519435";"1,48E+12";306321;11;102;10;2;0.88;0.93;0.9;0.83;0.68;0.62;0.62;0.29;0.17;0.14;0.01
"f88e54d243d845a8b199f5e39616283a3771cf2d4ea977ccbe686b9eb0519435";"1,48E+12";331873;12;83;8;3;0.88;0.86;0.88;0.9;0.82;0.84;0.72;0.39;0.36;0.26;0.24
"f88e54d243d845a8b199f5e39616283a3771cf2d4ea977ccbe686b9eb0519435";"1,48E+12";351639;13;94;9;4;0.88;0.93;0.86;0.8;0.86;0.85;0.75;0.62;0.4;0.34;0.23
"0dd0e8691222dda48c779683161d1e94b47b2ff292aa0e63f8760b03b75a0f6b";"1,48E+12";68262;1;41;4;1;0;0.23;0.37;0.55;0.44;0.32;0.2;0.08;0;0;0
"0dd0e8691222dda48c779683161d1e94b47b2ff292aa0e63f8760b03b75a0f6b";"1,48E+12";98769;2;73;7;3;0;0;0;0.23;0.45;0.4;0.12;0;0;0.01;0
"0dd0e8691222dda48c779683161d1e94b47b2ff292aa0e63f8760b03b75a0f6b";"1,48E+12";121717;3;43;4;3;0;0;0;0.12;0.22;0.4;0.5;0.33;0.21;0.13;0
"0dd0e8691222dda48c779683161d1e94b47b2ff292aa0e63f8760b03b75a0f6b";"1,48E+12";145045;4;66;6;6;0;0;0;0;0;0;0.13;0.29;0.44;0.53;0.59
"0dd0e8691222dda48c779683161d1e94b47b2ff292aa0e63f8760b03b75a0f6b";"1,48E+12";162797;5;106;10;6;0;0;0;0;0;0;0.99;0;0;0;0
"0dd0e8691222dda48c779683161d1e94b47b2ff292aa0e63f8760b03b75a0f6b";"1,48E+12";187586;6;20;2;0;0.66;0.61;0.56;0.42;0.35;0.26;0.21;0.16;0.1;0;0
"0dd0e8691222dda48c779683161d1e94b47b2ff292aa0e63f8760b03b75a0f6b";"1,48E+12";206265;7;33;3;3;0;0;0;0.1;0.15;0.2;0.26;0.32;0.38;0.47;0.56
"0dd0e8691222dda48c779683161d1e94b47b2ff292aa0e63f8760b03b75a0f6b";"1,48E+12";219330;8;104;10;4;0;0;0;0;0.99;0;0;0;0;0;0
"0dd0e8691222dda48c779683161d1e94b47b2ff292aa0e63f8760b03b75a0f6b";"1,48E+12";237858;9;75;7;5;0;0;0;0;0;0.35;0.52;0.61;0.41;0;0
"0dd0e8691222dda48c779683161d1e94b47b2ff292aa0e63f8760b03b75a0f6b";"1,48E+12";279379;10;81;8;1;0;0.73;0.48;0.14;0;0;0;0;0;0;0
"0dd0e8691222dda48c779683161d1e94b47b2ff292aa0e63f8760b03b75a0f6b";"1,48E+12";292062;11;107;10;7;0;0;0;0;0;0;0;0.99;0;0;0
"0dd0e8691222dda48c779683161d1e94b47b2ff292aa0e63f8760b03b75a0f6b";"1,48E+12";310223;12;98;9;8;0;0;0;0;0;0;0;0;0.49;0.84;0
"0dd0e8691222dda48c779683161d1e94b47b2ff292aa0e63f8760b03b75a0f6b";"1,48E+12";356334;13;10;1;0;0.35;0.47;0.54;0.6;0.62;0.55;0.36;0.19;0.14;0.08;0
"5d73c8b9fbdd7fcddc50fe6630be934a07c1829a243144f263d1868d0c14eee7";"1,48E+12";37424;1;85;8;5;0;0;0.02;0.05;0.01;0.03;0;0;0.7;0.5;0.5
"5d73c8b9fbdd7fcddc50fe6630be934a07c1829a243144f263d1868d0c14eee7";"1,48E+12";63494;2;100;10;0;0.99;0;0;0;0;0;0;0;0;0;0
"5d73c8b9fbdd7fcddc50fe6630be934a07c1829a243144f263d1868d0c14eee7";"1,48E+12";98293;3;42;4;2;0;0;0.83;0.5;0;0;0;0;0;0;0
"5d73c8b9fbdd7fcddc50fe6630be934a07c1829a243144f263d1868d0c14eee7";"1,48E+12";128047;4;33;3;3;0;0;0;0.76;0.5;0.5;0.5;0.5;0;0;0
"5d73c8b9fbdd7fcddc50fe6630be934a07c1829a243144f263d1868d0c14eee7";"1,48E+12";159279;5;93;9;3;0;0;0;0.55;0.56;0;0;0;0.04;0.06;0.03
"5d73c8b9fbdd7fcddc50fe6630be934a07c1829a243144f263d1868d0c14eee7";"1,48E+12";179029;6;92;9;2;0;0;0.5;0.5;0;0;0;0;0;0;0
"5d73c8b9fbdd7fcddc50fe6630be934a07c1829a243144f263d1868d0c14eee7";"1,48E+12";214186;7;80;8;0;0.72;0.56;0.25;0.01;0.05;0.04;0.05;0.04;0.07;0.06;0.06
"5d73c8b9fbdd7fcddc50fe6630be934a07c1829a243144f263d1868d0c14eee7";"1,48E+12";285602;8;86;8;6;0;0;0;0;0;0;0.51;0.48;0.23;0;0
"5d73c8b9fbdd7fcddc50fe6630be934a07c1829a243144f263d1868d0c14eee7";"1,48E+12";336248;9;109;10;9;0;0;0;0;0;0;0;0;0;0.96;0
"5d73c8b9fbdd7fcddc50fe6630be934a07c1829a243144f263d1868d0c14eee7";"1,48E+12";374597;10;95;9;5;0;0;0;0;0;0.54;0.52;0;0;0;0
"5d73c8b9fbdd7fcddc50fe6630be934a07c1829a243144f263d1868d0c14eee7";"1,48E+12";399739;11;105;10;5;0;0.01;0.04;0.06;0.04;0.96;0.03;0.05;0.05;0.06;0.08
"5d73c8b9fbdd7fcddc50fe6630be934a07c1829a243144f263d1868d0c14eee7";"1,48E+12";427531;12;72;7;2;0.06;0.08;0.52;0.68;0.5;0.25;0.03;0.05;0.03;0.06;0.03
"5d73c8b9fbdd7fcddc50fe6630be934a07c1829a243144f263d1868d0c14eee7";"1,48E+12";461139;13;61;6;1;0;0.5;0.71;0.5;0.5;0.26;0;0.06;0.08;0.07;0.07
"1722d2834b448d052a9fe3beda60b2278b63c99d506ae8d7ac1578fdf9ffb3af";"1,48E+12";33874;1;80;8;0;0;0.07;0.82;0.03;0.03;0.04;0.03;0.03;0.03;0.02;0.01
"1722d2834b448d052a9fe3beda60b2278b63c99d506ae8d7ac1578fdf9ffb3af";"1,48E+12";66932;2;41;4;1;0.03;0.2;0.14;0.64;0.77;0.35;0.36;0.37;0.34;0.36;0.38
"1722d2834b448d052a9fe3beda60b2278b63c99d506ae8d7ac1578fdf9ffb3af";"1,48E+12";89407;3;33;3;3;0.07;0.79;0.77;0.67;0.65;0.35;0.37;0.5;0.5;0.5;0.5
"1722d2834b448d052a9fe3beda60b2278b63c99d506ae8d7ac1578fdf9ffb3af";"1,48E+12";139699;4;11;1;1;0.03;0.94;0.64;0.67;0.7;0.65;0.5;0.5;0.73;0.5;0.5
"1722d2834b448d052a9fe3beda60b2278b63c99d506ae8d7ac1578fdf9ffb3af";"1,48E+12";163574;5;40;4;0;0.7;0.3;0.74;0.62;0.74;0.5;0.69;0.59;0.53;0.68;0.64
"1722d2834b448d052a9fe3beda60b2278b63c99d506ae8d7ac1578fdf9ffb3af";"1,48E+12";190750;6;106;10;6;0.03;0.07;0.02;0.06;0.03;0.03;0.98;0.02;0.02;0.06;0.03
"1722d2834b448d052a9fe3beda60b2278b63c99d506ae8d7ac1578fdf9ffb3af";"1,48E+12";219030;7;96;9;6;0.04;0.02;0.01;0.03;0.04;0.07;0.96;0.78;0;0.04;0.06
"1722d2834b448d052a9fe3beda60b2278b63c99d506ae8d7ac1578fdf9ffb3af";"1,48E+12";257278;8;30;3;0;0.79;0.71;0.27;0.92;0.83;0.64;0.74;0.35;0.41;0.79;0.01
"1722d2834b448d052a9fe3beda60b2278b63c99d506ae8d7ac1578fdf9ffb3af";"1,48E+12";278105;9;85;8;5;0.04;0.02;0.02;0.01;0.05;0.91;0.71;0.04;0;0.02;0.01
"1722d2834b448d052a9fe3beda60b2278b63c99d506ae8d7ac1578fdf9ffb3af";"1,48E+12";292560;10;62;6;2;0.06;0.05;0.95;0.04;0.83;0.68;0.29;0.6;0.5;0.5;0.5
"1722d2834b448d052a9fe3beda60b2278b63c99d506ae8d7ac1578fdf9ffb3af";"1,48E+12";319629;11;55;5;5;0.05;0.01;0;0.03;0.04;0.96;0.34;0.01;0.01;0.01;0.01
"1722d2834b448d052a9fe3beda60b2278b63c99d506ae8d7ac1578fdf9ffb3af";"1,48E+12";346445;12;82;8;2;0.01;0;0.96;0.6;0.71;0.04;0.04;0.06;0.06;0.07;0
"1722d2834b448d052a9fe3beda60b2278b63c99d506ae8d7ac1578fdf9ffb3af";"1,48E+12";385145;13;109;10;9;0.04;0.05;0.02;0;0.03;0.02;0.01;0.05;0.99;0.01;0.03
"dac8c9a96853cbe8cf84aa199a73c66bf48694bd4ec3206df943fc744f8ebcdd";"1,48E+12";145715;1;77;7;7;0;0;0;0;0;0;0;0.76;0.69;0.61;0.54
"dac8c9a96853cbe8cf84aa199a73c66bf48694bd4ec3206df943fc744f8ebcdd";"1,48E+12";173299;2;1010;10;10;0;0;0;0;0;0;0;0;0;0;0.99
"dac8c9a96853cbe8cf84aa199a73c66bf48694bd4ec3206df943fc744f8ebcdd";"1,48E+12";229188;3;10;1;0;0.21;0.76;0.7;0.53;0.39;0.29;0.27;0.21;0.19;0.17;0
"dac8c9a96853cbe8cf84aa199a73c66bf48694bd4ec3206df943fc744f8ebcdd";"1,48E+12";297701;4;91;9;1;0;0.79;0.79;0;0;0;0;0;0;0;0
"dac8c9a96853cbe8cf84aa199a73c66bf48694bd4ec3206df943fc744f8ebcdd";"1,48E+12";365356;5;96;9;6;0;0;0;0;0;0;0.8;0.81;0;0;0
"dac8c9a96853cbe8cf84aa199a73c66bf48694bd4ec3206df943fc744f8ebcdd";"1,48E+12";391492;6;104;10;4;0;0;0;0;0.99;0;0;0;0;0;0
"dac8c9a96853cbe8cf84aa199a73c66bf48694bd4ec3206df943fc744f8ebcdd";"1,48E+12";450788;7;83;8;3;0;0;0;0;0.58;0.4;0;0;0;0;0
"dac8c9a96853cbe8cf84aa199a73c66bf48694bd4ec3206df943fc744f8ebcdd";"1,48E+12";470251;8;106;10;6;0;0;0;0;0;0;0.95;0;0;0;0
"dac8c9a96853cbe8cf84aa199a73c66bf48694bd4ec3206df943fc744f8ebcdd";"1,48E+12";511724;9;21;2;1;0;0.13;0.28;0.43;0.56;0.52;0.21;0.21;0.16;0.09;0
"dac8c9a96853cbe8cf84aa199a73c66bf48694bd4ec3206df943fc744f8ebcdd";"1,48E+12";550788;10;85;8;5;0;0;0;0;0;0.59;0.66;0.71;0;0.03;0
"dac8c9a96853cbe8cf84aa199a73c66bf48694bd4ec3206df943fc744f8ebcdd";"1,48E+12";585284;11;52;5;2;0;0;0.23;0.33;0.42;0.38;0.3;0.21;0;0;0
"dac8c9a96853cbe8cf84aa199a73c66bf48694bd4ec3206df943fc744f8ebcdd";"1,48E+12";616316;12;71;7;1;0;0.52;0.63;0.68;0.68;0;0;0;0;0;0
"dac8c9a96853cbe8cf84aa199a73c66bf48694bd4ec3206df943fc744f8ebcdd";"1,48E+12";650956;13;22;2;2;0;0;0.37;0.45;0.59;0.59;0.62;0.58;0.54;0.49;0.48
"302255c1bd27f3aec18b36379f06116fcf7dbd2e022a49fcaa0a2ef6f76a438d";"1,48E+12";73349;1;33;3;3;0;0;0;0.69;0.69;0.69;0.69;0.81;0.19;0.23;0.23
"302255c1bd27f3aec18b36379f06116fcf7dbd2e022a49fcaa0a2ef6f76a438d";"1,48E+12";102249;2;1010;10;10;0;0;0;0;0;0;0.02;0.05;0.03;0;0.99
"302255c1bd27f3aec18b36379f06116fcf7dbd2e022a49fcaa0a2ef6f76a438d";"1,48E+12";292524;3;64;6;4;0;0;0;0;0.67;0.77;0.7;0.7;0.62;0;0
"302255c1bd27f3aec18b36379f06116fcf7dbd2e022a49fcaa0a2ef6f76a438d";"1,48E+12";373119;4;85;8;5;0;0;0;0;0;0.63;0.7;0.6;0;0;0
"302255c1bd27f3aec18b36379f06116fcf7dbd2e022a49fcaa0a2ef6f76a438d";"1,48E+12";446406;5;61;6;1;0;0.7;0.72;0.77;0.64;0.68;0;0;0;0;0
"302255c1bd27f3aec18b36379f06116fcf7dbd2e022a49fcaa0a2ef6f76a438d";"1,48E+12";486709;6;88;8;8;0;0;0;0;0;0;0;0;0.81;0.8;0.69
"302255c1bd27f3aec18b36379f06116fcf7dbd2e022a49fcaa0a2ef6f76a438d";"1,48E+12";526707;7;80;8;0;0.66;0.84;0.64;0;0;0;0;0;0;0;0
"302255c1bd27f3aec18b36379f06116fcf7dbd2e022a49fcaa0a2ef6f76a438d";"1,48E+12";580734;8;81;8;1;0;0.66;0.8;0.72;0;0;0;0;0;0;0
"302255c1bd27f3aec18b36379f06116fcf7dbd2e022a49fcaa0a2ef6f76a438d";"1,48E+12";617381;9;40;4;0;0.56;0.74;0.68;0.65;0.66;0.68;0.69;0;0;0;0
"302255c1bd27f3aec18b36379f06116fcf7dbd2e022a49fcaa0a2ef6f76a438d";"1,48E+12";641777;10;44;4;4;0;0;0;0;0;0.76;0.79;0.69;0.78;0.65;0.39
"302255c1bd27f3aec18b36379f06116fcf7dbd2e022a49fcaa0a2ef6f76a438d";"1,48E+12";667986;11;102;10;2;0;0;0.99;0;0;0;0;0;0;0;0
"302255c1bd27f3aec18b36379f06116fcf7dbd2e022a49fcaa0a2ef6f76a438d";"1,48E+12";698329;12;95;9;5;0;0;0;0;0;0.7;0.83;0;0;0;0
"302255c1bd27f3aec18b36379f06116fcf7dbd2e022a49fcaa0a2ef6f76a438d";"1,48E+12";814774;13;74;7;4;0;0;0;0;0.64;0.57;0.33;0.33;0;0;0
"d249d8e8aa410b51f1336bc224c41355ff3f4f8348aed71239f2e98766cf38e8";"1,48E+12";77916;1;97;9;7;0;0;0;0;0;0;0;0.65;0.78;0;0
"d249d8e8aa410b51f1336bc224c41355ff3f4f8348aed71239f2e98766cf38e8";"1,48E+12";104784;2;96;9;6;0;0;0;0;0;0;0.72;0.91;0;0;0
"d249d8e8aa410b51f1336bc224c41355ff3f4f8348aed71239f2e98766cf38e8";"1,48E+12";144638;3;61;6;1;0;0.49;0.63;0.72;0.77;0.83;0;0;0;0;0
"d249d8e8aa410b51f1336bc224c41355ff3f4f8348aed71239f2e98766cf38e8";"1,48E+12";195914;4;44;4;4;0;0;0;0;0.49;0.82;0.61;0.44;0.38;0.37;0.3
"d249d8e8aa410b51f1336bc224c41355ff3f4f8348aed71239f2e98766cf38e8";"1,48E+12";219920;5;22;2;2;0;0;0.49;0.71;0.69;0.81;0.77;0.77;0.33;0.32;0.27
"d249d8e8aa410b51f1336bc224c41355ff3f4f8348aed71239f2e98766cf38e8";"1,48E+12";248553;6;104;10;4;0;0;0;0;0.98;0;0;0;0;0;0
"d249d8e8aa410b51f1336bc224c41355ff3f4f8348aed71239f2e98766cf38e8";"1,48E+12";278099;7;33;3;3;0;0;0;0.5;0.73;0.72;0.71;0.32;0.33;0.24;0.21
"d249d8e8aa410b51f1336bc224c41355ff3f4f8348aed71239f2e98766cf38e8";"1,48E+12";298299;8;100;10;0;0.99;0;0;0;0.01;0;0;0;0;0;0
"d249d8e8aa410b51f1336bc224c41355ff3f4f8348aed71239f2e98766cf38e8";"1,48E+12";340712;9;98;9;8;0.02;0.03;0;0;0;0;0;0;0.87;0.55;0
"d249d8e8aa410b51f1336bc224c41355ff3f4f8348aed71239f2e98766cf38e8";"1,48E+12";368783;10;11;1;1;0;0.93;0.74;0.72;0.76;0.73;0.48;0.5;0.5;0.5;0.5
"d249d8e8aa410b51f1336bc224c41355ff3f4f8348aed71239f2e98766cf38e8";"1,48E+12";386819;11;99;9;9;0;0;0;0;0;0;0;0;0;0.99;0.52
"d249d8e8aa410b51f1336bc224c41355ff3f4f8348aed71239f2e98766cf38e8";"1,48E+12";423713;12;93;9;3;0;0;0;0.99;0.75;0.01;0.02;0.03;0;0;0
"d249d8e8aa410b51f1336bc224c41355ff3f4f8348aed71239f2e98766cf38e8";"1,48E+12";454302;13;107;10;7;0;0;0;0;0;0;0;0.99;0;0;0
"fcf9798d66306224e3e4ce120bc702b7e8bc781399ec5f0d3b7382e57739bc53";"1,48E+12";90610;1;64;6;4;0.07;0.06;0.03;0.04;0.93;0.79;0.76;0.5;0.28;0.03;0.04
"fcf9798d66306224e3e4ce120bc702b7e8bc781399ec5f0d3b7382e57739bc53";"1,48E+12";133707;2;88;8;8;0.04;0.05;0.05;0.05;0.01;0.05;0.08;0.07;0.79;0.79;0.82
"fcf9798d66306224e3e4ce120bc702b7e8bc781399ec5f0d3b7382e57739bc53";"1,48E+12";184499;3;71;7;1;0.03;0.77;0.76;0.5;0.5;0.01;0.06;0.05;0.04;0.04;0.05
"fcf9798d66306224e3e4ce120bc702b7e8bc781399ec5f0d3b7382e57739bc53";"1,48E+12";240822;4;84;8;4;0.06;0.06;0.04;0.09;0.75;0.79;0.31;0.07;0.06;0.01;0.02
"fcf9798d66306224e3e4ce120bc702b7e8bc781399ec5f0d3b7382e57739bc53";"1,48E+12";287221;5;52;5;2;0.07;0.06;0.5;0.76;0.76;0.5;0.5;0.25;0.04;0.04;0.03
"fcf9798d66306224e3e4ce120bc702b7e8bc781399ec5f0d3b7382e57739bc53";"1,48E+12";316724;6;33;3;3;0.05;0.05;0.1;0.77;0.79;0.81;0.5;0.5;0.5;0.5;0.5
"fcf9798d66306224e3e4ce120bc702b7e8bc781399ec5f0d3b7382e57739bc53";"1,48E+12";344877;7;74;7;4;0.02;0.04;0.07;0.05;0.74;0.77;0.5;0.35;0.04;0.03;0.06
"fcf9798d66306224e3e4ce120bc702b7e8bc781399ec5f0d3b7382e57739bc53";"1,48E+12";380755;8;41;4;1;0.04;0.5;0.79;0.8;0.81;0.5;0.5;0.33;0.06;0.06;0.03
"fcf9798d66306224e3e4ce120bc702b7e8bc781399ec5f0d3b7382e57739bc53";"1,48E+12";424868;9;96;9;6;0.07;0.07;0.07;0.08;0.08;0.09;0.79;0.83;0.01;0.02;0.04
"fcf9798d66306224e3e4ce120bc702b7e8bc781399ec5f0d3b7382e57739bc53";"1,48E+12";469682;10;70;7;0;0.52;0.54;0.5;0.56;0.02;0.06;0.07;0.05;0.04;0.01;0.05
"fcf9798d66306224e3e4ce120bc702b7e8bc781399ec5f0d3b7382e57739bc53";"1,48E+12";520000;11;104;10;4;0.01;0;0;0;0.95;0;0;0;0.02;0.05;0.02
"fcf9798d66306224e3e4ce120bc702b7e8bc781399ec5f0d3b7382e57739bc53";"1,48E+12";557914;12;30;3;0;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.3;0.02;0.02;0.02
"fcf9798d66306224e3e4ce120bc702b7e8bc781399ec5f0d3b7382e57739bc53";"1,48E+12";596638;13;101;10;1;0;0.95;0;0;0;0;0;0;0.01;0.02;0.02
"6f1b1adc8d8198ca1e396d775a64b87b0e69887922bc5285c30ecc66a1b18bd2";"1,48E+12";53590;1;87;8;7;0;0;0;0;0;0;0.04;0.02;0.97;0;0
"6f1b1adc8d8198ca1e396d775a64b87b0e69887922bc5285c30ecc66a1b18bd2";"1,48E+12";80770;2;63;6;3;0.26;0.23;0.27;0.29;0.27;0.23;0.21;0.99;0.24;0.22;0.27
"6f1b1adc8d8198ca1e396d775a64b87b0e69887922bc5285c30ecc66a1b18bd2";"1,48E+12";381512;3;76;7;6;0.31;0.26;0.29;0.21;0.23;0.23;0.26;0.23;0.81;0.28;0.28
