"id";"itemTime";"RT";"trial.";"value";"access";"observation";"bin0";"bin1";"bin2";"bin3";"bin4";"bin5";"bin6";"bin7";"bin8";"bin9";"bin10"
"e760dad1fd0714e17b6017e6ec33224fcdca78038114b743ed7a728c39b0808a";"1,48E+12";556166;11;76;7;6;0;0;0;0;0;0;0.51;0.44;0.4;0.35;0
"e760dad1fd0714e17b6017e6ec33224fcdca78038114b743ed7a728c39b0808a";"1,48E+12";598886;12;92;9;2;0;0;0.5;0.51;0;0;0;0;0;0;0
"e760dad1fd0714e17b6017e6ec33224fcdca78038114b743ed7a728c39b0808a";"1,48E+12";643339;13;63;6;3;0;0;0;0.37;0.5;0.69;0.5;0.3;0;0;0
"40d8c632a3f9a9b4593d1e2ac7b172d773897a4345544c24a6b9dc6ba59704bb";"1,48E+12";24998;1;88;8;8;0;0;0;0;0;0;0;0;0.76;0.49;0.5
"40d8c632a3f9a9b4593d1e2ac7b172d773897a4345544c24a6b9dc6ba59704bb";"1,48E+12";42477;2;44;4;4;0;0;0;0;0.99;0.58;0.5;0.49;0.5;0.5;0.5
"40d8c632a3f9a9b4593d1e2ac7b172d773897a4345544c24a6b9dc6ba59704bb";"1,48E+12";61221;3;33;3;3;0;0;0;0.99;0.72;0.73;0.5;0.5;0.55;0.52;0.5
"40d8c632a3f9a9b4593d1e2ac7b172d773897a4345544c24a6b9dc6ba59704bb";"1,48E+12";81827;4;63;6;3;0;0;0;0.99;0.7;0.59;0.5;0.5;0;0;0
"40d8c632a3f9a9b4593d1e2ac7b172d773897a4345544c24a6b9dc6ba59704bb";"1,48E+12";109948;5;98;9;8;0;0;0;0;0;0;0;0;0.99;0.5;0
"40d8c632a3f9a9b4593d1e2ac7b172d773897a4345544c24a6b9dc6ba59704bb";"1,48E+12";129015;6;95;9;5;0;0;0;0;0;0.99;0.5;0;0;0;0
"40d8c632a3f9a9b4593d1e2ac7b172d773897a4345544c24a6b9dc6ba59704bb";"1,48E+12";146595;7;52;5;2;0;0;0.99;0.5;0.5;0.49;0.5;0.5;0;0;0
"40d8c632a3f9a9b4593d1e2ac7b172d773897a4345544c24a6b9dc6ba59704bb";"1,48E+12";169113;8;10;1;0;0.54;0.5;0.5;0.5;0.5;0.5;0.49;0.5;0.43;0.49;0
"40d8c632a3f9a9b4593d1e2ac7b172d773897a4345544c24a6b9dc6ba59704bb";"1,48E+12";193211;9;60;6;0;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0
"40d8c632a3f9a9b4593d1e2ac7b172d773897a4345544c24a6b9dc6ba59704bb";"1,48E+12";225763;10;86;8;6;0;0;0;0;0;0;0.99;0.5;0.5;0;0
"40d8c632a3f9a9b4593d1e2ac7b172d773897a4345544c24a6b9dc6ba59704bb";"1,48E+12";243311;11;104;10;4;0;0;0;0;0.99;0;0;0;0;0;0
"40d8c632a3f9a9b4593d1e2ac7b172d773897a4345544c24a6b9dc6ba59704bb";"1,48E+12";258221;12;106;10;6;0;0;0;0;0;0;0.99;0;0;0;0
"40d8c632a3f9a9b4593d1e2ac7b172d773897a4345544c24a6b9dc6ba59704bb";"1,48E+12";285479;13;30;3;0;0.5;0.5;0.5;0.51;0;0;0;0;0;0;0
"cc6b1212a997bc7b48971177d41d0012d897a720b7d27994b442e74cd1a56d38";"1,48E+12";61547;1;50;5;0;0.22;0.2;0.21;0.7;0.2;0.2;0;0;0;0;0
"cc6b1212a997bc7b48971177d41d0012d897a720b7d27994b442e74cd1a56d38";"1,48E+12";97207;2;98;9;8;0.73;0.49;0;0;0;0;0;0;0;0;0
"cc6b1212a997bc7b48971177d41d0012d897a720b7d27994b442e74cd1a56d38";"1,48E+12";138554;3;63;6;3;0.73;0.72;0.68;0.47;0.5;0;0;0.05;0.04;0.03;0.03
"cc6b1212a997bc7b48971177d41d0012d897a720b7d27994b442e74cd1a56d38";"1,48E+12";165427;4;73;7;3;0.75;0.76;0.74;0.5;0.04;0.07;0.04;0.02;0.03;0.05;0.02
"cc6b1212a997bc7b48971177d41d0012d897a720b7d27994b442e74cd1a56d38";"1,48E+12";198159;5;102;10;2;0.95;0.04;0;0;0;0;0;0;0.03;0.03;0.03
"cc6b1212a997bc7b48971177d41d0012d897a720b7d27994b442e74cd1a56d38";"1,48E+12";228018;6;107;10;7;0.99;0;0;0;0;0;0;0;0;0;0
"cc6b1212a997bc7b48971177d41d0012d897a720b7d27994b442e74cd1a56d38";"1,48E+12";279541;7;21;2;1;0.24;0.23;0.78;0.74;0.72;0.74;0.79;0.18;0.15;0;0
"cc6b1212a997bc7b48971177d41d0012d897a720b7d27994b442e74cd1a56d38";"1,48E+12";312787;8;95;9;5;0.5;0.5;0.01;0.05;0.04;0.04;0;0.04;0.02;0.04;0.06
"cc6b1212a997bc7b48971177d41d0012d897a720b7d27994b442e74cd1a56d38";"1,48E+12";343365;9;52;5;2;0.28;0.26;0.29;0.99;0.25;0.26;0.03;0.02;0.01;0.04;0.01
"cc6b1212a997bc7b48971177d41d0012d897a720b7d27994b442e74cd1a56d38";"1,48E+12";370737;10;75;7;5;0.96;0.5;0.5;0.5;0.03;0.03;0.02;0.04;0.07;0.06;0.05
"cc6b1212a997bc7b48971177d41d0012d897a720b7d27994b442e74cd1a56d38";"1,48E+12";399085;11;100;10;0;0.97;0.01;0.01;0.05;0.05;0.03;0.04;0.04;0.04;0.03;0.04
"cc6b1212a997bc7b48971177d41d0012d897a720b7d27994b442e74cd1a56d38";"1,48E+12";424975;12;11;1;1;0.5;0.49;0.5;0.5;0.98;0.5;0.5;0.5;0.5;0.5;0.03
"cc6b1212a997bc7b48971177d41d0012d897a720b7d27994b442e74cd1a56d38";"1,48E+12";454947;13;10;1;0;0.5;0.49;0.5;0.5;0.49;0.77;0.5;0.49;0.5;0.42;0.03
"17617dd21dc54494255d71967d9e4dbe0479550a84a0042c25bd23c90f92207b";"1,48E+12";40878;1;81;8;1;0;0.69;0.5;0.27;0;0;0;0;0;0;0
"17617dd21dc54494255d71967d9e4dbe0479550a84a0042c25bd23c90f92207b";"1,48E+12";120380;2;84;8;4;0.03;0.03;0.03;0;0.48;0.69;0.22;0;0;0;0
"17617dd21dc54494255d71967d9e4dbe0479550a84a0042c25bd23c90f92207b";"1,48E+12";142192;3;106;10;6;0.04;0.03;0.04;0.06;0.03;0.04;0.97;0.03;0.04;0.02;0.02
"17617dd21dc54494255d71967d9e4dbe0479550a84a0042c25bd23c90f92207b";"1,48E+12";195013;4;60;6;0;0.68;0.5;0.33;0.2;0.1;0.02;0;0;0;0;0
"17617dd21dc54494255d71967d9e4dbe0479550a84a0042c25bd23c90f92207b";"1,48E+12";231206;5;44;4;4;0.02;0.02;0.01;0.02;0.31;0.35;0.54;0.66;0.53;0.28;0.04
"17617dd21dc54494255d71967d9e4dbe0479550a84a0042c25bd23c90f92207b";"1,48E+12";258533;6;105;10;5;0.04;0.01;0.02;0.02;0.02;0.96;0;0.01;0.02;0.01;0.01
"17617dd21dc54494255d71967d9e4dbe0479550a84a0042c25bd23c90f92207b";"1,48E+12";279723;7;108;10;8;0.02;0.01;0;0.03;0.02;0.02;0.01;0.02;0.98;0.02;0
"17617dd21dc54494255d71967d9e4dbe0479550a84a0042c25bd23c90f92207b";"1,48E+12";317382;8;53;5;3;0;0;0;0.21;0.5;0.64;0.54;0.33;0.21;0.02;0.02
"17617dd21dc54494255d71967d9e4dbe0479550a84a0042c25bd23c90f92207b";"1,48E+12";351170;9;10;1;0;0.22;0.22;0.25;0.33;0.33;0.32;0.35;0.29;0.2;0.11;0.03
"17617dd21dc54494255d71967d9e4dbe0479550a84a0042c25bd23c90f92207b";"1,48E+12";375489;10;102;10;2;0.01;0.02;0.98;0.01;0.02;0.02;0.03;0.01;0.01;0.02;0.02
"17617dd21dc54494255d71967d9e4dbe0479550a84a0042c25bd23c90f92207b";"1,48E+12";410944;11;96;9;6;0.02;0.03;0.02;0.01;0.02;0.01;0.73;0.5;0.03;0.02;0.02
"17617dd21dc54494255d71967d9e4dbe0479550a84a0042c25bd23c90f92207b";"1,48E+12";432634;12;92;9;2;0;0.04;0.76;0.5;0.02;0.02;0.01;0.01;0;0;0.01
"17617dd21dc54494255d71967d9e4dbe0479550a84a0042c25bd23c90f92207b";"1,48E+12";472358;13;76;7;6;0.03;0.03;0;0.02;0.02;0.03;0.49;0.77;0.62;0.28;0.02
"8967f76d91bd8b891141b5157ded39332bd581a916a6529ea12506eeb98ece02";"1,48E+12";45915;1;98;9;8;0;0;0;0;0;0;0;0;0.48;0.52;0
"8967f76d91bd8b891141b5157ded39332bd581a916a6529ea12506eeb98ece02";"1,48E+12";67616;2;91;9;1;0;0.78;0.34;0;0;0;0;0;0;0;0
"8967f76d91bd8b891141b5157ded39332bd581a916a6529ea12506eeb98ece02";"1,48E+12";109914;3;51;5;1;0;0.19;0.35;0.21;0.12;0.08;0.06;0;0;0;0
"8967f76d91bd8b891141b5157ded39332bd581a916a6529ea12506eeb98ece02";"1,48E+12";135436;4;87;8;7;0;0;0;0;0;0;0;0.31;0.73;0.7;0.01
"8967f76d91bd8b891141b5157ded39332bd581a916a6529ea12506eeb98ece02";"1,48E+12";175927;5;61;6;1;0;0.24;0.2;0.1;0.09;0.08;0.06;0;0;0;0
"8967f76d91bd8b891141b5157ded39332bd581a916a6529ea12506eeb98ece02";"1,48E+12";198841;6;97;9;7;0;0;0;0;0;0;0;0.49;0.74;0;0
"8967f76d91bd8b891141b5157ded39332bd581a916a6529ea12506eeb98ece02";"1,48E+12";237631;7;76;7;6;0;0;0;0;0;0;0.62;0.69;0.61;0.49;0
"8967f76d91bd8b891141b5157ded39332bd581a916a6529ea12506eeb98ece02";"1,48E+12";254290;8;101;10;1;0;0;0;0;0;0;0;0;0;0.99;0
"8967f76d91bd8b891141b5157ded39332bd581a916a6529ea12506eeb98ece02";"1,48E+12";290258;9;95;9;5;0;0;0;0;0;0.44;0.52;0;0;0;0
"8967f76d91bd8b891141b5157ded39332bd581a916a6529ea12506eeb98ece02";"1,48E+12";306812;10;90;9;0;0;0.23;0;0;0;0;0;0;0;0;0
"8967f76d91bd8b891141b5157ded39332bd581a916a6529ea12506eeb98ece02";"1,48E+12";332214;11;44;4;4;0;0;0;0;0.19;0.28;0.36;0.41;0.31;0.22;0.1
"8967f76d91bd8b891141b5157ded39332bd581a916a6529ea12506eeb98ece02";"1,48E+12";353365;12;33;3;3;0;0;0;0.17;0.29;0.44;0.54;0.66;0.52;0.4;0.27
"8967f76d91bd8b891141b5157ded39332bd581a916a6529ea12506eeb98ece02";"1,48E+12";371547;13;88;8;8;0;0;0;0;0;0;0;0;0.28;0.73;0.49
"84eb43e84ab2f7363f2896356d963b076ecb92baf57fa0b30ca1f6cd0468fc95";"1,48E+12";45576;1;61;6;1;0.02;0.25;0.26;0.74;0.74;0.73;0;0;0;0;0
"84eb43e84ab2f7363f2896356d963b076ecb92baf57fa0b30ca1f6cd0468fc95";"1,48E+12";110216;2;104;10;4;0;0;0;0;0.99;0;0;0;0;0;0
"84eb43e84ab2f7363f2896356d963b076ecb92baf57fa0b30ca1f6cd0468fc95";"1,48E+12";135703;3;65;6;5;0;0;0;0;0;0;0.66;0.66;0.67;0.66;0
"84eb43e84ab2f7363f2896356d963b076ecb92baf57fa0b30ca1f6cd0468fc95";"1,48E+12";165599;4;63;6;3;0;0;0;0.7;0.7;0.69;0.68;0.68;0;0;0
"84eb43e84ab2f7363f2896356d963b076ecb92baf57fa0b30ca1f6cd0468fc95";"1,48E+12";209863;5;105;10;5;0;0;0;0;0;0.99;0;0;0;0;0
"84eb43e84ab2f7363f2896356d963b076ecb92baf57fa0b30ca1f6cd0468fc95";"1,48E+12";238166;6;43;4;3;0;0;0;0.72;0.73;0.73;0.74;0.78;0.76;0.75;0
"84eb43e84ab2f7363f2896356d963b076ecb92baf57fa0b30ca1f6cd0468fc95";"1,48E+12";266998;7;52;5;2;0;0;0.75;0.76;0.76;0.74;0.72;0.72;0;0;0
"84eb43e84ab2f7363f2896356d963b076ecb92baf57fa0b30ca1f6cd0468fc95";"1,48E+12";289806;8;73;7;3;0;0;0;0.7;0.7;0.72;0.73;0;0;0;0
"84eb43e84ab2f7363f2896356d963b076ecb92baf57fa0b30ca1f6cd0468fc95";"1,48E+12";321246;9;97;9;7;0;0;0;0;0;0;0;0.77;0.77;0;0
"84eb43e84ab2f7363f2896356d963b076ecb92baf57fa0b30ca1f6cd0468fc95";"1,48E+12";343838;10;93;9;3;0;0;0;0.74;0.75;0;0;0;0;0;0
"84eb43e84ab2f7363f2896356d963b076ecb92baf57fa0b30ca1f6cd0468fc95";"1,48E+12";367798;11;96;9;6;0;0;0;0;0;0;0.72;0.72;0;0;0
"84eb43e84ab2f7363f2896356d963b076ecb92baf57fa0b30ca1f6cd0468fc95";"1,48E+12";399766;12;20;2;0;0.74;0.73;0.77;0.74;0.79;0.76;0.79;0.8;0.77;0;0
"84eb43e84ab2f7363f2896356d963b076ecb92baf57fa0b30ca1f6cd0468fc95";"1,48E+12";423975;13;77;7;7;0;0;0;0;0;0;0;0.74;0.73;0.73;0.74
"2dc87445fd80585f4d0a9237cc80c02929000f210c111d8c7c29e0cc06adfbd5";"1,48E+12";98136;1;42;4;2;0.02;0.02;0.26;0.29;0.74;0.72;0.54;0.5;0.5;0.25;0.23
"2dc87445fd80585f4d0a9237cc80c02929000f210c111d8c7c29e0cc06adfbd5";"1,48E+12";147486;2;1010;10;10;0.02;0.02;0.02;0.02;0.03;0.05;0.05;0.05;0.93;0.76;0.72
"2dc87445fd80585f4d0a9237cc80c02929000f210c111d8c7c29e0cc06adfbd5";"1,48E+12";170935;3;72;7;2;0.04;0.28;0.27;0.23;0.76;0.76;0.78;0.5;0.5;0.5;0.49
"2dc87445fd80585f4d0a9237cc80c02929000f210c111d8c7c29e0cc06adfbd5";"1,48E+12";213935;4;21;2;1;0.03;0.29;0.28;0.21;0.73;0.73;0.76;0.71;0.22;0.24;0.19
"2dc87445fd80585f4d0a9237cc80c02929000f210c111d8c7c29e0cc06adfbd5";"1,48E+12";248788;5;87;8;7;0.05;0.07;0.07;0.05;0.02;0.02;0.05;0.74;0.75;0.5;0.5
"2dc87445fd80585f4d0a9237cc80c02929000f210c111d8c7c29e0cc06adfbd5";"1,48E+12";287755;6;106;10;6;0.02;0.01;0.04;0;0.01;0;0.74;0.78;0.5;0.5;0.5
"2dc87445fd80585f4d0a9237cc80c02929000f210c111d8c7c29e0cc06adfbd5";"1,48E+12";328719;7;75;7;5;0;0.05;0.02;0.04;0.02;0.54;0.78;0.78;0.53;0.5;0.5
"2dc87445fd80585f4d0a9237cc80c02929000f210c111d8c7c29e0cc06adfbd5";"1,48E+12";395719;8;92;9;2;0.05;0.01;0.78;0.8;0.04;0.04;0.04;0.1;0.07;0.04;0.05
"2dc87445fd80585f4d0a9237cc80c02929000f210c111d8c7c29e0cc06adfbd5";"1,48E+12";427447;9;93;9;3;0.04;0.04;0.05;0.82;0.75;0.07;0.05;0.04;0.01;0.03;0.06
"2dc87445fd80585f4d0a9237cc80c02929000f210c111d8c7c29e0cc06adfbd5";"1,48E+12";462400;10;43;4;3;0.02;0.03;0.07;0.5;0.78;0.76;0.8;0.75;0.76;0.06;0.05
"2dc87445fd80585f4d0a9237cc80c02929000f210c111d8c7c29e0cc06adfbd5";"1,48E+12";487691;11;65;6;5;0;0.05;0.07;0.05;0.03;0.79;0.78;0.8;0.5;0.5;0.5
"2dc87445fd80585f4d0a9237cc80c02929000f210c111d8c7c29e0cc06adfbd5";"1,48E+12";538111;12;60;6;0;0.03;0.5;0.5;0.73;0.5;0.02;0.03;0.02;0.02;0.02;0.01
"2dc87445fd80585f4d0a9237cc80c02929000f210c111d8c7c29e0cc06adfbd5";"1,48E+12";577887;13;85;8;5;0.08;0.08;0.08;0.06;0.03;0.71;0.73;0.48;0.04;0.05;0.05
"fbe22519ecfe986292dfa829a49bcbc65d49fc478059e3df00abf6610abe83ef";"1,48E+12";29242;1;102;10;2;0;0;0.54;0.76;0.83;0.83;0.93;0.18;0.17;0.15;0.16
"fbe22519ecfe986292dfa829a49bcbc65d49fc478059e3df00abf6610abe83ef";"1,48E+12";48931;2;91;9;1;0;0.19;0.2;0.17;0.16;0.33;0.41;0.62;0.24;0.2;0.15
"fbe22519ecfe986292dfa829a49bcbc65d49fc478059e3df00abf6610abe83ef";"1,48E+12";66227;3;51;5;1;0;0.17;0.13;0.31;0.44;0.52;0.61;0.66;0.76;0.52;0.26
"fbe22519ecfe986292dfa829a49bcbc65d49fc478059e3df00abf6610abe83ef";"1,48E+12";83403;4;41;4;1;0;0.19;0.3;0.4;0.4;0.6;0.63;0.69;0.49;0.23;0.13
"fbe22519ecfe986292dfa829a49bcbc65d49fc478059e3df00abf6610abe83ef";"1,48E+12";98342;5;94;9;4;0;0;0.03;0;0;0.09;0.24;0.38;0.65;0.33;0.03
"fbe22519ecfe986292dfa829a49bcbc65d49fc478059e3df00abf6610abe83ef";"1,48E+12";122076;6;72;7;2;0;0;0.09;0.2;0.3;0.45;0.62;0.45;0;0;0
"fbe22519ecfe986292dfa829a49bcbc65d49fc478059e3df00abf6610abe83ef";"1,48E+12";145267;7;82;8;2;0;0;0.09;0.2;0.31;0;0;0;0;0;0
"fbe22519ecfe986292dfa829a49bcbc65d49fc478059e3df00abf6610abe83ef";"1,48E+12";159514;8;106;10;6;0;0;0;0;0;0;0.99;0;0;0;0
"fbe22519ecfe986292dfa829a49bcbc65d49fc478059e3df00abf6610abe83ef";"1,48E+12";180229;9;95;9;5;0;0;0;0;0;0.54;0.37;0;0;0;0
"fbe22519ecfe986292dfa829a49bcbc65d49fc478059e3df00abf6610abe83ef";"1,48E+12";194922;10;101;10;1;0;0.99;0;0;0;0;0;0;0;0;0
"fbe22519ecfe986292dfa829a49bcbc65d49fc478059e3df00abf6610abe83ef";"1,48E+12";218382;11;87;8;7;0;0;0;0;0;0;0;0.99;0.72;0.35;0
"fbe22519ecfe986292dfa829a49bcbc65d49fc478059e3df00abf6610abe83ef";"1,48E+12";231835;12;103;10;3;0;0;0;0.99;0;0;0;0;0;0;0
"fbe22519ecfe986292dfa829a49bcbc65d49fc478059e3df00abf6610abe83ef";"1,48E+12";256502;13;42;4;2;0;0;0.26;0.47;0.63;0.44;0.34;0.26;0.14;0;0
"20c15d904af11ecbd14f96750190edfa393433d4fd80e964b4a191751f554e79";"1,48E+12";39465;1;1010;10;10;0.04;0.04;0;0.03;0.06;0.05;0.04;0.05;0.04;0.04;0.99
"20c15d904af11ecbd14f96750190edfa393433d4fd80e964b4a191751f554e79";"1,48E+12";68597;2;90;9;0;0;0.03;0.01;0.02;0.03;0.04;0.04;0.02;0.01;0.99;0.02
"20c15d904af11ecbd14f96750190edfa393433d4fd80e964b4a191751f554e79";"1,48E+12";154566;3;32;3;2;0.03;0.04;0.04;0.01;0.03;0.01;0.82;0.07;0.04;0.04;0.04
"20c15d904af11ecbd14f96750190edfa393433d4fd80e964b4a191751f554e79";"1,48E+12";236497;4;92;9;2;0.06;0.03;0.91;0;0;0.04;0.02;0.03;0.02;0.02;0.03
"20c15d904af11ecbd14f96750190edfa393433d4fd80e964b4a191751f554e79";"1,48E+12";265697;5;96;9;6;0.04;0.02;0.02;0.04;0.03;0.02;0.03;0.99;0.06;0.03;0.03
"20c15d904af11ecbd14f96750190edfa393433d4fd80e964b4a191751f554e79";"1,48E+12";297931;6;84;8;4;0.04;0.02;0.03;0.02;0.01;0.97;0.03;0;0.02;0.01;0.01
"20c15d904af11ecbd14f96750190edfa393433d4fd80e964b4a191751f554e79";"1,48E+12";335509;7;93;9;3;0.06;0.03;0.02;0.01;0.99;0.01;0.04;0.01;0.01;0.03;0.03
"20c15d904af11ecbd14f96750190edfa393433d4fd80e964b4a191751f554e79";"1,48E+12";370008;8;73;7;3;0.03;0.06;0.04;0.02;0.04;0.94;0.03;0.03;0.04;0.02;0.01
"20c15d904af11ecbd14f96750190edfa393433d4fd80e964b4a191751f554e79";"1,48E+12";401250;9;62;6;2;0.03;0.01;0.06;0.94;0.04;0.03;0.01;0.02;0.03;0;0.02
"20c15d904af11ecbd14f96750190edfa393433d4fd80e964b4a191751f554e79";"1,48E+12";436893;10;98;9;8;0.02;0.01;0.01;0.02;0.04;0.01;0.02;0.02;0.03;0.98;0.03
"20c15d904af11ecbd14f96750190edfa393433d4fd80e964b4a191751f554e79";"1,48E+12";463213;11;54;5;4;0.01;0.03;0.02;0.01;0.04;0.95;0.06;0.04;0.03;0.02;0.01
"20c15d904af11ecbd14f96750190edfa393433d4fd80e964b4a191751f554e79";"1,48E+12";523270;12;11;1;1;0.05;0.07;0.04;0.06;0.04;0.96;0.05;0.03;0.03;0.03;0.03
"20c15d904af11ecbd14f96750190edfa393433d4fd80e964b4a191751f554e79";"1,48E+12";549637;13;74;7;4;0.04;0.05;0.03;0.03;0.04;0.08;0.99;0.03;0.03;0.05;0.04
"2988101662171f386b2db8898c4b233a173498ca428d5cb4e2e6d8f8ea2e49f2";"1,48E+12";102541;1;102;10;2;0.04;0.65;0.92;0.71;0.68;0.63;0.5;0.25;0.26;0.22;0.22
"2988101662171f386b2db8898c4b233a173498ca428d5cb4e2e6d8f8ea2e49f2";"1,48E+12";194076;2;84;8;4;0.25;0.93;0.99;0.99;0.96;0.7;0.67;0.67;0;0.06;0
"2988101662171f386b2db8898c4b233a173498ca428d5cb4e2e6d8f8ea2e49f2";"1,48E+12";244381;3;61;6;1;0.11;0.93;0.95;0.92;0.73;0.73;0.72;0.27;0.29;0.06;0.04
"2988101662171f386b2db8898c4b233a173498ca428d5cb4e2e6d8f8ea2e49f2";"1,48E+12";303334;4;50;5;0;0.08;0.94;0.99;0.95;0.74;0.5;0.5;0.27;0.04;0.05;0.04
"2988101662171f386b2db8898c4b233a173498ca428d5cb4e2e6d8f8ea2e49f2";"1,48E+12";378774;5;60;6;0;0.29;0.97;0.93;0.74;0.71;0.04;0.01;0.01;0.06;0.06;0.05
"2988101662171f386b2db8898c4b233a173498ca428d5cb4e2e6d8f8ea2e49f2";"1,48E+12";440180;6;108;10;8;0.29;0.74;0.75;0.75;0.73;0.74;0.7;0.06;0;0.06;0.04
"2988101662171f386b2db8898c4b233a173498ca428d5cb4e2e6d8f8ea2e49f2";"1,48E+12";477676;7;64;6;4;0.28;0.98;0.95;0.95;0.31;0.27;0.03;0.03;0.06;0.07;0.06
"2988101662171f386b2db8898c4b233a173498ca428d5cb4e2e6d8f8ea2e49f2";"1,48E+12";513303;8;109;10;9;0.77;0.76;0.04;0.06;0.07;0.07;0.07;0.07;0.03;0.03;0.04
"2988101662171f386b2db8898c4b233a173498ca428d5cb4e2e6d8f8ea2e49f2";"1,48E+12";556070;9;81;8;1;0.27;0.92;0.95;0.99;0.68;0.29;0.26;0.02;0.04;0.01;0.01
"2988101662171f386b2db8898c4b233a173498ca428d5cb4e2e6d8f8ea2e49f2";"1,48E+12";602484;10;83;8;3;0.27;0.94;0.94;0.63;0.5;0.06;0.04;0.06;0.08;0.04;0.03
"2988101662171f386b2db8898c4b233a173498ca428d5cb4e2e6d8f8ea2e49f2";"1,48E+12";647062;11;70;7;0;0.21;0.93;0.93;0.5;0.5;0.24;0.28;0.02;0.03;0;0.04
"2988101662171f386b2db8898c4b233a173498ca428d5cb4e2e6d8f8ea2e49f2";"1,48E+12";696998;12;21;2;1;0.31;0.99;0.92;0.94;0.68;0.7;0.12;0.08;0.03;0.03;0.04
"2988101662171f386b2db8898c4b233a173498ca428d5cb4e2e6d8f8ea2e49f2";"1,48E+12";746469;13;109;10;9;0.25;0.93;0.24;0.23;0.25;0.03;0.06;0.06;0.03;0.06;0.08
"e0aedb859b1173d368eabd7601aad5996c121f549cdff58a4a9ff43150c7f4c0";"1,48E+12";28441;1;75;7;5;0;0;0;0;0;0.24;0.34;0.4;0.53;0;0
"e0aedb859b1173d368eabd7601aad5996c121f549cdff58a4a9ff43150c7f4c0";"1,48E+12";74855;2;76;7;6;0;0;0;0;0;0;0.2;0.49;0.55;0.59;0
"e0aedb859b1173d368eabd7601aad5996c121f549cdff58a4a9ff43150c7f4c0";"1,48E+12";86512;3;103;10;3;0.01;0;0;0.99;0;0;0;0;0;0.08;0
"e0aedb859b1173d368eabd7601aad5996c121f549cdff58a4a9ff43150c7f4c0";"1,48E+12";109888;4;73;7;3;0.1;0;0;0.7;0.67;0.72;0.29;0;0;0.04;0.01
"e0aedb859b1173d368eabd7601aad5996c121f549cdff58a4a9ff43150c7f4c0";"1,48E+12";137192;5;64;6;4;0;0;0;0;0.38;0.66;0.72;0.62;0.39;0;0
"e0aedb859b1173d368eabd7601aad5996c121f549cdff58a4a9ff43150c7f4c0";"1,48E+12";163032;6;97;9;7;0;0;0;0.01;0;0.06;0.07;0.5;0.52;0;0
"e0aedb859b1173d368eabd7601aad5996c121f549cdff58a4a9ff43150c7f4c0";"1,48E+12";214688;7;43;4;3;0;0;0;0.52;0.64;0.63;0.72;0.79;0.73;0.69;0
"e0aedb859b1173d368eabd7601aad5996c121f549cdff58a4a9ff43150c7f4c0";"1,48E+12";227303;8;62;6;2;0;0;0.28;0.49;0.63;0.62;0.45;0;0;0;0
"e0aedb859b1173d368eabd7601aad5996c121f549cdff58a4a9ff43150c7f4c0";"1,48E+12";242290;9;21;2;1;0;0.28;0.37;0.38;0.44;0.49;0.37;0.35;0.31;0.24;0
"e0aedb859b1173d368eabd7601aad5996c121f549cdff58a4a9ff43150c7f4c0";"1,48E+12";261431;10;53;5;3;0;0;0;0.31;0.45;0.52;0.44;0.41;0.37;0;0
"e0aedb859b1173d368eabd7601aad5996c121f549cdff58a4a9ff43150c7f4c0";"1,48E+12";276047;11;44;4;4;0;0;0;0;0.21;0.4;0.46;0.62;0.69;0.76;0.52
"e0aedb859b1173d368eabd7601aad5996c121f549cdff58a4a9ff43150c7f4c0";"1,48E+12";289391;12;77;7;7;0;0;0.01;0.07;0.05;0.06;0.06;0.5;0.64;0.72;0.74
"e0aedb859b1173d368eabd7601aad5996c121f549cdff58a4a9ff43150c7f4c0";"1,48E+12";304263;13;82;8;2;0;0;0.5;0.5;0.5;0.04;0.03;0;0;0;0
"b585059b5b9dadd37a571de9e12415687ff6bfc607562df0fbe8408688e4e3a2";"1,48E+12";39359;1;82;8;2;0.03;0.27;0.81;0.03;0.07;0.05;0;0;0;0;0
"b585059b5b9dadd37a571de9e12415687ff6bfc607562df0fbe8408688e4e3a2";"1,48E+12";62349;2;106;10;6;0.99;0;0;0;0;0;0;0;0;0;0
"b585059b5b9dadd37a571de9e12415687ff6bfc607562df0fbe8408688e4e3a2";"1,48E+12";105900;3;65;6;5;0.05;0.73;0.73;0.22;0.21;0;0;0;0;0;0
"b585059b5b9dadd37a571de9e12415687ff6bfc607562df0fbe8408688e4e3a2";"1,48E+12";140414;4;62;6;2;0.06;0.06;0.24;0.19;0.74;0.17;0;0;0;0;0
"b585059b5b9dadd37a571de9e12415687ff6bfc607562df0fbe8408688e4e3a2";"1,48E+12";182349;5;73;7;3;0.01;0;0.05;0.22;0.61;0.59;0.21;0.14;0.03;0.02;0.07
"b585059b5b9dadd37a571de9e12415687ff6bfc607562df0fbe8408688e4e3a2";"1,48E+12";213282;6;77;7;7;0.05;0.05;0.02;0;0;0;0;0.66;0.64;0.68;0.71
"b585059b5b9dadd37a571de9e12415687ff6bfc607562df0fbe8408688e4e3a2";"1,48E+12";239319;7;96;9;6;0.08;0.09;0.08;0.09;0.06;0.05;0.66;0.25;0.31;0;0
"b585059b5b9dadd37a571de9e12415687ff6bfc607562df0fbe8408688e4e3a2";"1,48E+12";271882;8;50;5;0;0.69;0.75;0.65;0.64;0.66;0.69;0.05;0.04;0.01;0.02;0.03
