"id","trial","condition","acc","obs","bin0","bin1","bin2","bin3","bin4","bin5","bin6","bin7","bin8","bin9","bin10"
"b0dc83b2de12421c713d17119659df324e6930bc77d18faee11ce172b5fc9d4b",7,84,8,4,0.01,0.01,0.03,0.02,0.23,0.61,0.24,0.02,0.03,0.03,0.02
"b0dc83b2de12421c713d17119659df324e6930bc77d18faee11ce172b5fc9d4b",8,60,6,0,0.26,0.45,0.67,0.46,0.25,0,0.01,0,0,0.02,0.02
"b0dc83b2de12421c713d17119659df324e6930bc77d18faee11ce172b5fc9d4b",9,102,10,2,0.01,0.01,0.95,0.01,0,0,0,0.02,0.01,0.01,0.03
"b0dc83b2de12421c713d17119659df324e6930bc77d18faee11ce172b5fc9d4b",10,81,8,1,0,0.37,0.7,0.39,0.01,0,0,0,0,0,0
"b0dc83b2de12421c713d17119659df324e6930bc77d18faee11ce172b5fc9d4b",11,88,8,8,0.02,0.03,0.02,0.01,0.02,0,0.02,0,0.44,0.43,0.24
"b0dc83b2de12421c713d17119659df324e6930bc77d18faee11ce172b5fc9d4b",12,63,6,3,0,0,0,0.24,0.65,0.74,0.42,0.23,0.02,0.01,0.03
"b0dc83b2de12421c713d17119659df324e6930bc77d18faee11ce172b5fc9d4b",13,96,9,6,0,0,0.03,0,0,0,0.64,0.65,0.03,0.03,0.02
"e760dad1fd0714e17b6017e6ec33224fcdca78038114b743ed7a728c39b0808a",1,43,4,3,0,0,0,0.15,0.29,0.45,0.58,0.63,0.27,0.15,0
"e760dad1fd0714e17b6017e6ec33224fcdca78038114b743ed7a728c39b0808a",2,101,10,1,0,0.99,0,0,0,0,0,0,0,0,0
"e760dad1fd0714e17b6017e6ec33224fcdca78038114b743ed7a728c39b0808a",3,81,8,1,0,0.19,0.45,0.46,0,0,0,0,0,0,0
"e760dad1fd0714e17b6017e6ec33224fcdca78038114b743ed7a728c39b0808a",4,31,3,1,0,0.15,0.33,0.44,0.68,0.51,0.45,0.21,0.13,0,0
"e760dad1fd0714e17b6017e6ec33224fcdca78038114b743ed7a728c39b0808a",5,87,8,7,0,0,0,0,0,0,0,0.67,0.53,0.3,0
"e760dad1fd0714e17b6017e6ec33224fcdca78038114b743ed7a728c39b0808a",6,65,6,5,0,0,0,0,0,0.47,0.56,0.44,0.3,0.18,0
"e760dad1fd0714e17b6017e6ec33224fcdca78038114b743ed7a728c39b0808a",7,64,6,4,0,0,0,0,0.53,0.59,0.66,0.35,0.26,0,0
"e760dad1fd0714e17b6017e6ec33224fcdca78038114b743ed7a728c39b0808a",8,40,4,0,0.19,0.27,0.32,0.35,0.36,0.31,0.26,0,0,0,0
"e760dad1fd0714e17b6017e6ec33224fcdca78038114b743ed7a728c39b0808a",9,1010,10,10,0,0,0,0,0,0,0,0,0,0,0.99
"e760dad1fd0714e17b6017e6ec33224fcdca78038114b743ed7a728c39b0808a",10,11,1,1,0,0.23,0.35,0.44,0.52,0.71,0.56,0.48,0.42,0.34,0.22
"e760dad1fd0714e17b6017e6ec33224fcdca78038114b743ed7a728c39b0808a",11,76,7,6,0,0,0,0,0,0,0.51,0.44,0.4,0.35,0
"e760dad1fd0714e17b6017e6ec33224fcdca78038114b743ed7a728c39b0808a",12,92,9,2,0,0,0.5,0.51,0,0,0,0,0,0,0
"e760dad1fd0714e17b6017e6ec33224fcdca78038114b743ed7a728c39b0808a",13,63,6,3,0,0,0,0.37,0.5,0.69,0.5,0.3,0,0,0
"40d8c632a3f9a9b4593d1e2ac7b172d773897a4345544c24a6b9dc6ba59704bb",1,88,8,8,0,0,0,0,0,0,0,0,0.76,0.49,0.5
"40d8c632a3f9a9b4593d1e2ac7b172d773897a4345544c24a6b9dc6ba59704bb",2,44,4,4,0,0,0,0,0.99,0.58,0.5,0.49,0.5,0.5,0.5
"40d8c632a3f9a9b4593d1e2ac7b172d773897a4345544c24a6b9dc6ba59704bb",3,33,3,3,0,0,0,0.99,0.72,0.73,0.5,0.5,0.55,0.52,0.5
"40d8c632a3f9a9b4593d1e2ac7b172d773897a4345544c24a6b9dc6ba59704bb",4,63,6,3,0,0,0,0.99,0.7,0.59,0.5,0.5,0,0,0
"40d8c632a3f9a9b4593d1e2ac7b172d773897a4345544c24a6b9dc6ba59704bb",5,98,9,8,0,0,0,0,0,0,0,0,0.99,0.5,0
"40d8c632a3f9a9b4593d1e2ac7b172d773897a4345544c24a6b9dc6ba59704bb",6,95,9,5,0,0,0,0,0,0.99,0.5,0,0,0,0
"40d8c632a3f9a9b4593d1e2ac7b172d773897a4345544c24a6b9dc6ba59704bb",7,52,5,2,0,0,0.99,0.5,0.5,0.49,0.5,0.5,0,0,0
"40d8c632a3f9a9b4593d1e2ac7b172d773897a4345544c24a6b9dc6ba59704bb",8,10,1,0,0.54,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.43,0.49,0
"40d8c632a3f9a9b4593d1e2ac7b172d773897a4345544c24a6b9dc6ba59704bb",9,60,6,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0
"40d8c632a3f9a9b4593d1e2ac7b172d773897a4345544c24a6b9dc6ba59704bb",10,86,8,6,0,0,0,0,0,0,0.99,0.5,0.5,0,0
"40d8c632a3f9a9b4593d1e2ac7b172d773897a4345544c24a6b9dc6ba59704bb",11,104,10,4,0,0,0,0,0.99,0,0,0,0,0,0
"40d8c632a3f9a9b4593d1e2ac7b172d773897a4345544c24a6b9dc6ba59704bb",12,106,10,6,0,0,0,0,0,0,0.99,0,0,0,0
"40d8c632a3f9a9b4593d1e2ac7b172d773897a4345544c24a6b9dc6ba59704bb",13,30,3,0,0.5,0.5,0.5,0.51,0,0,0,0,0,0,0
"cc6b1212a997bc7b48971177d41d0012d897a720b7d27994b442e74cd1a56d38",1,50,5,0,0.22,0.2,0.21,0.7,0.2,0.2,0,0,0,0,0
"cc6b1212a997bc7b48971177d41d0012d897a720b7d27994b442e74cd1a56d38",2,98,9,8,0.73,0.49,0,0,0,0,0,0,0,0,0
"cc6b1212a997bc7b48971177d41d0012d897a720b7d27994b442e74cd1a56d38",3,63,6,3,0.73,0.72,0.68,0.47,0.5,0,0,0.05,0.04,0.03,0.03
"cc6b1212a997bc7b48971177d41d0012d897a720b7d27994b442e74cd1a56d38",4,73,7,3,0.75,0.76,0.74,0.5,0.04,0.07,0.04,0.02,0.03,0.05,0.02
"cc6b1212a997bc7b48971177d41d0012d897a720b7d27994b442e74cd1a56d38",5,102,10,2,0.95,0.04,0,0,0,0,0,0,0.03,0.03,0.03
"cc6b1212a997bc7b48971177d41d0012d897a720b7d27994b442e74cd1a56d38",6,107,10,7,0.99,0,0,0,0,0,0,0,0,0,0
"cc6b1212a997bc7b48971177d41d0012d897a720b7d27994b442e74cd1a56d38",7,21,2,1,0.24,0.23,0.78,0.74,0.72,0.74,0.79,0.18,0.15,0,0
"cc6b1212a997bc7b48971177d41d0012d897a720b7d27994b442e74cd1a56d38",8,95,9,5,0.5,0.5,0.01,0.05,0.04,0.04,0,0.04,0.02,0.04,0.06
"cc6b1212a997bc7b48971177d41d0012d897a720b7d27994b442e74cd1a56d38",9,52,5,2,0.28,0.26,0.29,0.99,0.25,0.26,0.03,0.02,0.01,0.04,0.01
"cc6b1212a997bc7b48971177d41d0012d897a720b7d27994b442e74cd1a56d38",10,75,7,5,0.96,0.5,0.5,0.5,0.03,0.03,0.02,0.04,0.07,0.06,0.05
"cc6b1212a997bc7b48971177d41d0012d897a720b7d27994b442e74cd1a56d38",11,100,10,0,0.97,0.01,0.01,0.05,0.05,0.03,0.04,0.04,0.04,0.03,0.04
"cc6b1212a997bc7b48971177d41d0012d897a720b7d27994b442e74cd1a56d38",12,11,1,1,0.5,0.49,0.5,0.5,0.98,0.5,0.5,0.5,0.5,0.5,0.03
"cc6b1212a997bc7b48971177d41d0012d897a720b7d27994b442e74cd1a56d38",13,10,1,0,0.5,0.49,0.5,0.5,0.49,0.77,0.5,0.49,0.5,0.42,0.03
"17617dd21dc54494255d71967d9e4dbe0479550a84a0042c25bd23c90f92207b",1,81,8,1,0,0.69,0.5,0.27,0,0,0,0,0,0,0
"17617dd21dc54494255d71967d9e4dbe0479550a84a0042c25bd23c90f92207b",2,84,8,4,0.03,0.03,0.03,0,0.48,0.69,0.22,0,0,0,0
"17617dd21dc54494255d71967d9e4dbe0479550a84a0042c25bd23c90f92207b",3,106,10,6,0.04,0.03,0.04,0.06,0.03,0.04,0.97,0.03,0.04,0.02,0.02
"17617dd21dc54494255d71967d9e4dbe0479550a84a0042c25bd23c90f92207b",4,60,6,0,0.68,0.5,0.33,0.2,0.1,0.02,0,0,0,0,0
"17617dd21dc54494255d71967d9e4dbe0479550a84a0042c25bd23c90f92207b",5,44,4,4,0.02,0.02,0.01,0.02,0.31,0.35,0.54,0.66,0.53,0.28,0.04
"17617dd21dc54494255d71967d9e4dbe0479550a84a0042c25bd23c90f92207b",6,105,10,5,0.04,0.01,0.02,0.02,0.02,0.96,0,0.01,0.02,0.01,0.01
"17617dd21dc54494255d71967d9e4dbe0479550a84a0042c25bd23c90f92207b",7,108,10,8,0.02,0.01,0,0.03,0.02,0.02,0.01,0.02,0.98,0.02,0
"17617dd21dc54494255d71967d9e4dbe0479550a84a0042c25bd23c90f92207b",8,53,5,3,0,0,0,0.21,0.5,0.64,0.54,0.33,0.21,0.02,0.02
"17617dd21dc54494255d71967d9e4dbe0479550a84a0042c25bd23c90f92207b",9,10,1,0,0.22,0.22,0.25,0.33,0.33,0.32,0.35,0.29,0.2,0.11,0.03
"17617dd21dc54494255d71967d9e4dbe0479550a84a0042c25bd23c90f92207b",10,102,10,2,0.01,0.02,0.98,0.01,0.02,0.02,0.03,0.01,0.01,0.02,0.02
"17617dd21dc54494255d71967d9e4dbe0479550a84a0042c25bd23c90f92207b",11,96,9,6,0.02,0.03,0.02,0.01,0.02,0.01,0.73,0.5,0.03,0.02,0.02
"17617dd21dc54494255d71967d9e4dbe0479550a84a0042c25bd23c90f92207b",12,92,9,2,0,0.04,0.76,0.5,0.02,0.02,0.01,0.01,0,0,0.01
"17617dd21dc54494255d71967d9e4dbe0479550a84a0042c25bd23c90f92207b",13,76,7,6,0.03,0.03,0,0.02,0.02,0.03,0.49,0.77,0.62,0.28,0.02
"8967f76d91bd8b891141b5157ded39332bd581a916a6529ea12506eeb98ece02",1,98,9,8,0,0,0,0,0,0,0,0,0.48,0.52,0
"8967f76d91bd8b891141b5157ded39332bd581a916a6529ea12506eeb98ece02",2,91,9,1,0,0.78,0.34,0,0,0,0,0,0,0,0
"8967f76d91bd8b891141b5157ded39332bd581a916a6529ea12506eeb98ece02",3,51,5,1,0,0.19,0.35,0.21,0.12,0.08,0.06,0,0,0,0
"8967f76d91bd8b891141b5157ded39332bd581a916a6529ea12506eeb98ece02",4,87,8,7,0,0,0,0,0,0,0,0.31,0.73,0.7,0.01
"8967f76d91bd8b891141b5157ded39332bd581a916a6529ea12506eeb98ece02",5,61,6,1,0,0.24,0.2,0.1,0.09,0.08,0.06,0,0,0,0
"8967f76d91bd8b891141b5157ded39332bd581a916a6529ea12506eeb98ece02",6,97,9,7,0,0,0,0,0,0,0,0.49,0.74,0,0
"8967f76d91bd8b891141b5157ded39332bd581a916a6529ea12506eeb98ece02",7,76,7,6,0,0,0,0,0,0,0.62,0.69,0.61,0.49,0
"8967f76d91bd8b891141b5157ded39332bd581a916a6529ea12506eeb98ece02",8,101,10,1,0,0,0,0,0,0,0,0,0,0.99,0
"8967f76d91bd8b891141b5157ded39332bd581a916a6529ea12506eeb98ece02",9,95,9,5,0,0,0,0,0,0.44,0.52,0,0,0,0
"8967f76d91bd8b891141b5157ded39332bd581a916a6529ea12506eeb98ece02",10,90,9,0,0,0.23,0,0,0,0,0,0,0,0,0
"8967f76d91bd8b891141b5157ded39332bd581a916a6529ea12506eeb98ece02",11,44,4,4,0,0,0,0,0.19,0.28,0.36,0.41,0.31,0.22,0.1
"8967f76d91bd8b891141b5157ded39332bd581a916a6529ea12506eeb98ece02",12,33,3,3,0,0,0,0.17,0.29,0.44,0.54,0.66,0.52,0.4,0.27
"8967f76d91bd8b891141b5157ded39332bd581a916a6529ea12506eeb98ece02",13,88,8,8,0,0,0,0,0,0,0,0,0.28,0.73,0.49
"84eb43e84ab2f7363f2896356d963b076ecb92baf57fa0b30ca1f6cd0468fc95",1,61,6,1,0.02,0.25,0.26,0.74,0.74,0.73,0,0,0,0,0
"84eb43e84ab2f7363f2896356d963b076ecb92baf57fa0b30ca1f6cd0468fc95",2,104,10,4,0,0,0,0,0.99,0,0,0,0,0,0
"84eb43e84ab2f7363f2896356d963b076ecb92baf57fa0b30ca1f6cd0468fc95",3,65,6,5,0,0,0,0,0,0,0.66,0.66,0.67,0.66,0
"84eb43e84ab2f7363f2896356d963b076ecb92baf57fa0b30ca1f6cd0468fc95",4,63,6,3,0,0,0,0.7,0.7,0.69,0.68,0.68,0,0,0
"84eb43e84ab2f7363f2896356d963b076ecb92baf57fa0b30ca1f6cd0468fc95",5,105,10,5,0,0,0,0,0,0.99,0,0,0,0,0
"84eb43e84ab2f7363f2896356d963b076ecb92baf57fa0b30ca1f6cd0468fc95",6,43,4,3,0,0,0,0.72,0.73,0.73,0.74,0.78,0.76,0.75,0
"84eb43e84ab2f7363f2896356d963b076ecb92baf57fa0b30ca1f6cd0468fc95",7,52,5,2,0,0,0.75,0.76,0.76,0.74,0.72,0.72,0,0,0
"84eb43e84ab2f7363f2896356d963b076ecb92baf57fa0b30ca1f6cd0468fc95",8,73,7,3,0,0,0,0.7,0.7,0.72,0.73,0,0,0,0
"84eb43e84ab2f7363f2896356d963b076ecb92baf57fa0b30ca1f6cd0468fc95",9,97,9,7,0,0,0,0,0,0,0,0.77,0.77,0,0
"84eb43e84ab2f7363f2896356d963b076ecb92baf57fa0b30ca1f6cd0468fc95",10,93,9,3,0,0,0,0.74,0.75,0,0,0,0,0,0
"84eb43e84ab2f7363f2896356d963b076ecb92baf57fa0b30ca1f6cd0468fc95",11,96,9,6,0,0,0,0,0,0,0.72,0.72,0,0,0
"84eb43e84ab2f7363f2896356d963b076ecb92baf57fa0b30ca1f6cd0468fc95",12,20,2,0,0.74,0.73,0.77,0.74,0.79,0.76,0.79,0.8,0.77,0,0
"84eb43e84ab2f7363f2896356d963b076ecb92baf57fa0b30ca1f6cd0468fc95",13,77,7,7,0,0,0,0,0,0,0,0.74,0.73,0.73,0.74
"2dc87445fd80585f4d0a9237cc80c02929000f210c111d8c7c29e0cc06adfbd5",1,42,4,2,0.02,0.02,0.26,0.29,0.74,0.72,0.54,0.5,0.5,0.25,0.23
"2dc87445fd80585f4d0a9237cc80c02929000f210c111d8c7c29e0cc06adfbd5",2,1010,10,10,0.02,0.02,0.02,0.02,0.03,0.05,0.05,0.05,0.93,0.76,0.72
"2dc87445fd80585f4d0a9237cc80c02929000f210c111d8c7c29e0cc06adfbd5",3,72,7,2,0.04,0.28,0.27,0.23,0.76,0.76,0.78,0.5,0.5,0.5,0.49
"2dc87445fd80585f4d0a9237cc80c02929000f210c111d8c7c29e0cc06adfbd5",4,21,2,1,0.03,0.29,0.28,0.21,0.73,0.73,0.76,0.71,0.22,0.24,0.19
"2dc87445fd80585f4d0a9237cc80c02929000f210c111d8c7c29e0cc06adfbd5",5,87,8,7,0.05,0.07,0.07,0.05,0.02,0.02,0.05,0.74,0.75,0.5,0.5
"2dc87445fd80585f4d0a9237cc80c02929000f210c111d8c7c29e0cc06adfbd5",6,106,10,6,0.02,0.01,0.04,0,0.01,0,0.74,0.78,0.5,0.5,0.5
"2dc87445fd80585f4d0a9237cc80c02929000f210c111d8c7c29e0cc06adfbd5",7,75,7,5,0,0.05,0.02,0.04,0.02,0.54,0.78,0.78,0.53,0.5,0.5
"2dc87445fd80585f4d0a9237cc80c02929000f210c111d8c7c29e0cc06adfbd5",8,92,9,2,0.05,0.01,0.78,0.8,0.04,0.04,0.04,0.1,0.07,0.04,0.05
"2dc87445fd80585f4d0a9237cc80c02929000f210c111d8c7c29e0cc06adfbd5",9,93,9,3,0.04,0.04,0.05,0.82,0.75,0.07,0.05,0.04,0.01,0.03,0.06
"2dc87445fd80585f4d0a9237cc80c02929000f210c111d8c7c29e0cc06adfbd5",10,43,4,3,0.02,0.03,0.07,0.5,0.78,0.76,0.8,0.75,0.76,0.06,0.05
"2dc87445fd80585f4d0a9237cc80c02929000f210c111d8c7c29e0cc06adfbd5",11,65,6,5,0,0.05,0.07,0.05,0.03,0.79,0.78,0.8,0.5,0.5,0.5
"2dc87445fd80585f4d0a9237cc80c02929000f210c111d8c7c29e0cc06adfbd5",12,60,6,0,0.03,0.5,0.5,0.73,0.5,0.02,0.03,0.02,0.02,0.02,0.01
"2dc87445fd80585f4d0a9237cc80c02929000f210c111d8c7c29e0cc06adfbd5",13,85,8,5,0.08,0.08,0.08,0.06,0.03,0.71,0.73,0.48,0.04,0.05,0.05
"fbe22519ecfe986292dfa829a49bcbc65d49fc478059e3df00abf6610abe83ef",1,102,10,2,0,0,0.54,0.76,0.83,0.83,0.93,0.18,0.17,0.15,0.16
"fbe22519ecfe986292dfa829a49bcbc65d49fc478059e3df00abf6610abe83ef",2,91,9,1,0,0.19,0.2,0.17,0.16,0.33,0.41,0.62,0.24,0.2,0.15
"fbe22519ecfe986292dfa829a49bcbc65d49fc478059e3df00abf6610abe83ef",3,51,5,1,0,0.17,0.13,0.31,0.44,0.52,0.61,0.66,0.76,0.52,0.26
"fbe22519ecfe986292dfa829a49bcbc65d49fc478059e3df00abf6610abe83ef",4,41,4,1,0,0.19,0.3,0.4,0.4,0.6,0.63,0.69,0.49,0.23,0.13
"fbe22519ecfe986292dfa829a49bcbc65d49fc478059e3df00abf6610abe83ef",5,94,9,4,0,0,0.03,0,0,0.09,0.24,0.38,0.65,0.33,0.03
"fbe22519ecfe986292dfa829a49bcbc65d49fc478059e3df00abf6610abe83ef",6,72,7,2,0,0,0.09,0.2,0.3,0.45,0.62,0.45,0,0,0
"fbe22519ecfe986292dfa829a49bcbc65d49fc478059e3df00abf6610abe83ef",7,82,8,2,0,0,0.09,0.2,0.31,0,0,0,0,0,0
"fbe22519ecfe986292dfa829a49bcbc65d49fc478059e3df00abf6610abe83ef",8,106,10,6,0,0,0,0,0,0,0.99,0,0,0,0
"fbe22519ecfe986292dfa829a49bcbc65d49fc478059e3df00abf6610abe83ef",9,95,9,5,0,0,0,0,0,0.54,0.37,0,0,0,0
"fbe22519ecfe986292dfa829a49bcbc65d49fc478059e3df00abf6610abe83ef",10,101,10,1,0,0.99,0,0,0,0,0,0,0,0,0
"fbe22519ecfe986292dfa829a49bcbc65d49fc478059e3df00abf6610abe83ef",11,87,8,7,0,0,0,0,0,0,0,0.99,0.72,0.35,0
"fbe22519ecfe986292dfa829a49bcbc65d49fc478059e3df00abf6610abe83ef",12,103,10,3,0,0,0,0.99,0,0,0,0,0,0,0
"fbe22519ecfe986292dfa829a49bcbc65d49fc478059e3df00abf6610abe83ef",13,42,4,2,0,0,0.26,0.47,0.63,0.44,0.34,0.26,0.14,0,0
"20c15d904af11ecbd14f96750190edfa393433d4fd80e964b4a191751f554e79",1,1010,10,10,0.04,0.04,0,0.03,0.06,0.05,0.04,0.05,0.04,0.04,0.99
"20c15d904af11ecbd14f96750190edfa393433d4fd80e964b4a191751f554e79",2,90,9,0,0,0.03,0.01,0.02,0.03,0.04,0.04,0.02,0.01,0.99,0.02
"20c15d904af11ecbd14f96750190edfa393433d4fd80e964b4a191751f554e79",3,32,3,2,0.03,0.04,0.04,0.01,0.03,0.01,0.82,0.07,0.04,0.04,0.04
"20c15d904af11ecbd14f96750190edfa393433d4fd80e964b4a191751f554e79",4,92,9,2,0.06,0.03,0.91,0,0,0.04,0.02,0.03,0.02,0.02,0.03
"20c15d904af11ecbd14f96750190edfa393433d4fd80e964b4a191751f554e79",5,96,9,6,0.04,0.02,0.02,0.04,0.03,0.02,0.03,0.99,0.06,0.03,0.03
"20c15d904af11ecbd14f96750190edfa393433d4fd80e964b4a191751f554e79",6,84,8,4,0.04,0.02,0.03,0.02,0.01,0.97,0.03,0,0.02,0.01,0.01
"20c15d904af11ecbd14f96750190edfa393433d4fd80e964b4a191751f554e79",7,93,9,3,0.06,0.03,0.02,0.01,0.99,0.01,0.04,0.01,0.01,0.03,0.03
"20c15d904af11ecbd14f96750190edfa393433d4fd80e964b4a191751f554e79",8,73,7,3,0.03,0.06,0.04,0.02,0.04,0.94,0.03,0.03,0.04,0.02,0.01
"20c15d904af11ecbd14f96750190edfa393433d4fd80e964b4a191751f554e79",9,62,6,2,0.03,0.01,0.06,0.94,0.04,0.03,0.01,0.02,0.03,0,0.02
"20c15d904af11ecbd14f96750190edfa393433d4fd80e964b4a191751f554e79",10,98,9,8,0.02,0.01,0.01,0.02,0.04,0.01,0.02,0.02,0.03,0.98,0.03
"20c15d904af11ecbd14f96750190edfa393433d4fd80e964b4a191751f554e79",11,54,5,4,0.01,0.03,0.02,0.01,0.04,0.95,0.06,0.04,0.03,0.02,0.01
"20c15d904af11ecbd14f96750190edfa393433d4fd80e964b4a191751f554e79",12,11,1,1,0.05,0.07,0.04,0.06,0.04,0.96,0.05,0.03,0.03,0.03,0.03
"20c15d904af11ecbd14f96750190edfa393433d4fd80e964b4a191751f554e79",13,74,7,4,0.04,0.05,0.03,0.03,0.04,0.08,0.99,0.03,0.03,0.05,0.04
"2988101662171f386b2db8898c4b233a173498ca428d5cb4e2e6d8f8ea2e49f2",1,102,10,2,0.04,0.65,0.92,0.71,0.68,0.63,0.5,0.25,0.26,0.22,0.22
"2988101662171f386b2db8898c4b233a173498ca428d5cb4e2e6d8f8ea2e49f2",2,84,8,4,0.25,0.93,0.99,0.99,0.96,0.7,0.67,0.67,0,0.06,0
"2988101662171f386b2db8898c4b233a173498ca428d5cb4e2e6d8f8ea2e49f2",3,61,6,1,0.11,0.93,0.95,0.92,0.73,0.73,0.72,0.27,0.29,0.06,0.04
"2988101662171f386b2db8898c4b233a173498ca428d5cb4e2e6d8f8ea2e49f2",4,50,5,0,0.08,0.94,0.99,0.95,0.74,0.5,0.5,0.27,0.04,0.05,0.04
"2988101662171f386b2db8898c4b233a173498ca428d5cb4e2e6d8f8ea2e49f2",5,60,6,0,0.29,0.97,0.93,0.74,0.71,0.04,0.01,0.01,0.06,0.06,0.05
"2988101662171f386b2db8898c4b233a173498ca428d5cb4e2e6d8f8ea2e49f2",6,108,10,8,0.29,0.74,0.75,0.75,0.73,0.74,0.7,0.06,0,0.06,0.04
"2988101662171f386b2db8898c4b233a173498ca428d5cb4e2e6d8f8ea2e49f2",7,64,6,4,0.28,0.98,0.95,0.95,0.31,0.27,0.03,0.03,0.06,0.07,0.06
"2988101662171f386b2db8898c4b233a173498ca428d5cb4e2e6d8f8ea2e49f2",8,109,10,9,0.77,0.76,0.04,0.06,0.07,0.07,0.07,0.07,0.03,0.03,0.04
"2988101662171f386b2db8898c4b233a173498ca428d5cb4e2e6d8f8ea2e49f2",9,81,8,1,0.27,0.92,0.95,0.99,0.68,0.29,0.26,0.02,0.04,0.01,0.01
"2988101662171f386b2db8898c4b233a173498ca428d5cb4e2e6d8f8ea2e49f2",10,83,8,3,0.27,0.94,0.94,0.63,0.5,0.06,0.04,0.06,0.08,0.04,0.03
"2988101662171f386b2db8898c4b233a173498ca428d5cb4e2e6d8f8ea2e49f2",11,70,7,0,0.21,0.93,0.93,0.5,0.5,0.24,0.28,0.02,0.03,0,0.04
"2988101662171f386b2db8898c4b233a173498ca428d5cb4e2e6d8f8ea2e49f2",12,21,2,1,0.31,0.99,0.92,0.94,0.68,0.7,0.12,0.08,0.03,0.03,0.04
"2988101662171f386b2db8898c4b233a173498ca428d5cb4e2e6d8f8ea2e49f2",13,109,10,9,0.25,0.93,0.24,0.23,0.25,0.03,0.06,0.06,0.03,0.06,0.08
"e0aedb859b1173d368eabd7601aad5996c121f549cdff58a4a9ff43150c7f4c0",1,75,7,5,0,0,0,0,0,0.24,0.34,0.4,0.53,0,0
"e0aedb859b1173d368eabd7601aad5996c121f549cdff58a4a9ff43150c7f4c0",2,76,7,6,0,0,0,0,0,0,0.2,0.49,0.55,0.59,0
"e0aedb859b1173d368eabd7601aad5996c121f549cdff58a4a9ff43150c7f4c0",3,103,10,3,0.01,0,0,0.99,0,0,0,0,0,0.08,0
"e0aedb859b1173d368eabd7601aad5996c121f549cdff58a4a9ff43150c7f4c0",4,73,7,3,0.1,0,0,0.7,0.67,0.72,0.29,0,0,0.04,0.01
"e0aedb859b1173d368eabd7601aad5996c121f549cdff58a4a9ff43150c7f4c0",5,64,6,4,0,0,0,0,0.38,0.66,0.72,0.62,0.39,0,0
"e0aedb859b1173d368eabd7601aad5996c121f549cdff58a4a9ff43150c7f4c0",6,97,9,7,0,0,0,0.01,0,0.06,0.07,0.5,0.52,0,0
"e0aedb859b1173d368eabd7601aad5996c121f549cdff58a4a9ff43150c7f4c0",7,43,4,3,0,0,0,0.52,0.64,0.63,0.72,0.79,0.73,0.69,0
"e0aedb859b1173d368eabd7601aad5996c121f549cdff58a4a9ff43150c7f4c0",8,62,6,2,0,0,0.28,0.49,0.63,0.62,0.45,0,0,0,0
"e0aedb859b1173d368eabd7601aad5996c121f549cdff58a4a9ff43150c7f4c0",9,21,2,1,0,0.28,0.37,0.38,0.44,0.49,0.37,0.35,0.31,0.24,0
"e0aedb859b1173d368eabd7601aad5996c121f549cdff58a4a9ff43150c7f4c0",10,53,5,3,0,0,0,0.31,0.45,0.52,0.44,0.41,0.37,0,0
"e0aedb859b1173d368eabd7601aad5996c121f549cdff58a4a9ff43150c7f4c0",11,44,4,4,0,0,0,0,0.21,0.4,0.46,0.62,0.69,0.76,0.52
"e0aedb859b1173d368eabd7601aad5996c121f549cdff58a4a9ff43150c7f4c0",12,77,7,7,0,0,0.01,0.07,0.05,0.06,0.06,0.5,0.64,0.72,0.74
"e0aedb859b1173d368eabd7601aad5996c121f549cdff58a4a9ff43150c7f4c0",13,82,8,2,0,0,0.5,0.5,0.5,0.04,0.03,0,0,0,0
"b585059b5b9dadd37a571de9e12415687ff6bfc607562df0fbe8408688e4e3a2",1,82,8,2,0.03,0.27,0.81,0.03,0.07,0.05,0,0,0,0,0
"b585059b5b9dadd37a571de9e12415687ff6bfc607562df0fbe8408688e4e3a2",2,106,10,6,0.99,0,0,0,0,0,0,0,0,0,0
"b585059b5b9dadd37a571de9e12415687ff6bfc607562df0fbe8408688e4e3a2",3,65,6,5,0.05,0.73,0.73,0.22,0.21,0,0,0,0,0,0
"b585059b5b9dadd37a571de9e12415687ff6bfc607562df0fbe8408688e4e3a2",4,62,6,2,0.06,0.06,0.24,0.19,0.74,0.17,0,0,0,0,0
"b585059b5b9dadd37a571de9e12415687ff6bfc607562df0fbe8408688e4e3a2",5,73,7,3,0.01,0,0.05,0.22,0.61,0.59,0.21,0.14,0.03,0.02,0.07
"b585059b5b9dadd37a571de9e12415687ff6bfc607562df0fbe8408688e4e3a2",6,77,7,7,0.05,0.05,0.02,0,0,0,0,0.66,0.64,0.68,0.71
"b585059b5b9dadd37a571de9e12415687ff6bfc607562df0fbe8408688e4e3a2",7,96,9,6,0.08,0.09,0.08,0.09,0.06,0.05,0.66,0.25,0.31,0,0
"b585059b5b9dadd37a571de9e12415687ff6bfc607562df0fbe8408688e4e3a2",8,50,5,0,0.69,0.75,0.65,0.64,0.66,0.69,0.05,0.04,0.01,0.02,0.03
"b585059b5b9dadd37a571de9e12415687ff6bfc607562df0fbe8408688e4e3a2",9,41,4,1,0.06,0.64,0.58,0.62,0.67,0.67,0.6,0.02,0.03,0.03,0.04
