"value","bin","mean","sd","sem"
54,4,0.113894412386378,0.0664581681770323,0.000658001665119132
54,5,0.196709130333626,0.151857471127824,0.00150353931809726
54,6,0.167473317404222,0.0719972801090562,0.000712844357515408
54,7,0.15203801574239,0.0812977389056571,0.000804928107976803
54,8,0.116740475269908,0.055315334058112,0.000547676574832792
54,9,0.0935671449053669,0.049694700302102,0.000492026735664377
54,10,0.022679329963705,0.0326212380115752,0.000322982554570052
55,0,0.0229645666445213,0.0327146507038016,0.000323907432710907
55,1,0.0374906617723652,0.0599127322492863,0.000593195368804814
55,2,0.0331235314335804,0.0592870611942425,0.000587000605883589
55,3,0.0362239254992193,0.0584927892369917,0.000579136527098928
55,4,0.0349421421179328,0.0581735838500332,0.000575976077723101
55,5,0.208459580488901,0.162261948775692,0.00160655394827418
55,6,0.16485771594136,0.0728860297372136,0.000721643858784293
55,7,0.140922612399778,0.0721337543955243,0.000714195588074498
55,8,0.121869752371051,0.0621535666160263,0.000615381847683429
55,9,0.101528270540193,0.0760716790375321,0.000753184940965664
55,10,0.0976172407910978,0.0745965496430165,0.000738579699435807
60,0,0.176229172202257,0.100685353241043,0.00099688468555488
60,1,0.220144707842474,0.048267258841738,0.000477893651898396
60,2,0.210570045679563,0.0594690837232917,0.000588802809141502
60,3,0.186487738204237,0.0549208909600844,0.000543771197624598
60,4,0.1475696216923,0.0659831774274849,0.000653298786410741
60,5,0.0128796962548616,0.0230673774434584,0.000228389875677806
60,6,0.0128420428986995,0.0285145602413598,0.000282322378627325
60,7,0.0101041236243366,0.0190808528611555,0.000188919335258966
60,8,0.00749093879048039,0.0154532642751275,0.00015300261658542
60,9,0.00867122217305125,0.0196225843219972,0.000194283013089081
60,10,0.0070106906377401,0.0201052776461651,0.000199062154912525
61,0,0.0387623036819956,0.0629992715010943,0.000623755163377171
61,1,0.170286383900876,0.0863659562970816,0.000855108478188927
61,2,0.16797845229074,0.0679824671651439,0.000673093734308355
61,3,0.172769836127254,0.0581430609398613,0.000575673870691696
61,4,0.151987526804945,0.060419325601735,0.000598211144571634
61,5,0.136990330640146,0.0791328116689186,0.000783493184840778
61,6,0.0446379833372919,0.06142107318737,0.000608129437498713
61,7,0.0329754134013955,0.0450339933994288,0.000445881122766621
61,8,0.0261564987492642,0.0327604288487091,0.000324360681670387
61,9,0.0271570137201462,0.037924843623168,0.000375493501219485
61,10,0.030298257345945,0.0476893025395495,0.000472171312272767
62,0,0.0234784543437153,0.0473087009131579,0.000468402979338197
62,1,0.0340640729314106,0.0715537101240612,0.000708452575485755
62,2,0.159043315119225,0.0673344826579075,0.000666678046117896
62,3,0.219115600812014,0.210418322813573,0.00208334973082746
62,4,0.220201940068337,0.114154631267689,0.00113024387393751
62,5,0.157123848112798,0.0822078711567295,0.000813939318383461
62,6,0.107932112724684,0.0747691146950398,0.000740288264307324
62,7,0.0235338185759345,0.0446085202746539,0.000441668517570831
62,8,0.0181358170767975,0.0319923356742475,0.000316755798754926
62,9,0.0242316325693425,0.0518249626922768,0.00051311844249779
62,10,0.0131393876657415,0.029661429875785,0.000293677523522624
63,0,0.0418181841272956,0.0692177828776931,0.000685324582947457
63,1,0.0560857050439342,0.0824480733832751,0.000816317558250249
63,2,0.0756123298000913,0.0984304887668889,0.000974559294721672
63,3,0.166824497019239,0.0863918881553154,0.000855365229260548
63,4,0.173239033989724,0.0729243018922819,0.000722022791012692
63,5,0.167367870809309,0.112390175510956,0.00111277401495996
63,6,0.132216834840998,0.0792772688729049,0.000784923454187177
63,7,0.112438656783064,0.0791578663715857,0.000783741251203819
63,8,0.031119706612397,0.056871089815262,0.000563080097180812
63,9,0.0194853100749594,0.0465470334741461,0.000460861717565803
63,10,0.0237918708989874,0.0518735043103057,0.000513599052577284
64,0,0.0444067251316023,0.0821651293539349,0.000813516132217177
64,1,0.0495021583363788,0.0841763586662547,0.000833429293725294
64,2,0.047039860742214,0.0754108652495554,0.000746642230193618
64,3,0.0450088362355656,0.0705508616083435,0.000698523382260827
64,4,0.184064710097495,0.118950295356671,0.0011777256966007
64,5,0.171903522380777,0.0918007556258442,0.000908918372533111
64,6,0.168158397102823,0.0970371635671205,0.000960763995714064
64,7,0.134546147563235,0.0766387317593981,0.000758799324350476
64,8,0.116704807662628,0.0615719790283355,0.000609623554735995
64,9,0.0215905194405897,0.037629818912779,0.000372572464482961
64,10,0.0170743153066907,0.0313486067982057,0.000310382245526789
65,0,0.0146815519751769,0.0363375034665321,0.000359777262044872
65,1,0.0480357432779396,0.0918584820750987,0.00090948992153563
65,2,0.0499919738442031,0.0940709916579284,0.000931395957009192
65,3,0.038163360560996,0.0641232486661433,0.000634883650159835
65,4,0.0365188255910729,0.0584189306546101,0.000578405254006041
65,5,0.131427605810787,0.0840571375590192,0.000832248886722962
65,6,0.176856628930001,0.0775960855054355,0.000768278074311242
65,7,0.190582850032255,0.100617595649995,0.000996213818316779
65,8,0.158993788107105,0.103477749071915,0.00102453216902886
65,9,0.124472172138722,0.0858497836549155,0.00084999785796946
65,10,0.0302754997317429,0.0525790487491036,0.000520584641080233
66,0,0.0214394729040356,0.0421925420938904,0.000417747941523668
66,1,0.039119168249846,0.0603150775518951,0.000597178985662328
66,2,0.0428489213145895,0.0635862184010343,0.000629566518822122
66,3,0.049971200791414,0.072208390907883,0.000714934563444386
66,4,0.0427460903421578,0.0710599799501618,0.000703564157922394
66,5,0.0415046778874818,0.0580105059280286,0.000574361444831966
66,6,0.187946916762882,0.139518205636717,0.00138136837264076
66,7,0.158841243062679,0.0822037590695717,0.000813898604649225
66,8,0.158136278930569,0.079499434179233,0.000787123110685475
66,9,0.140484607061262,0.0860682805958599,0.000852161194018415
66,10,0.116961422693084,0.0829007137329274,0.000820799145870568
70,0,0.184601284724095,0.115020659354969,0.00113881840945514
70,1,0.240901948338273,0.100001395724135,0.000990112828951827
70,2,0.206293095901052,0.0644776743665769,0.000638392815510662
70,3,0.17529827593049,0.0939370024902828,0.000930069331586959
70,4,0.0376324553901974,0.0494224054627317,0.000489330747155759
70,5,0.0276816492491548,0.0310001477399656,0.000306932155841244
70,6,0.0244549393846065,0.0297221550648258,0.000294278763018077
70,7,0.023085818382331,0.0341197638065881,0.000337819443629585
70,8,0.0275606927433801,0.038847815304297,0.00038463183469601
70,9,0.0286113061191618,0.043361864081924,0.000429325386949742
70,10,0.0238785338372579,0.0290251297284781,0.00028737752206414
71,0,0.0330815216306191,0.0684761097741872,0.000677981284892942
71,1,0.25997502213205,0.169339381435813,0.00167662753896844
71,2,0.241857394930618,0.0975509488228701,0.000965850978444258
71,3,0.200164730121236,0.108848793826355,0.00107771082996391
71,4,0.121063065546305,0.105839265605635,0.00104791352084787
71,5,0.0274201492052276,0.0508422424443531,0.000503388539053001
71,6,0.0296331328529763,0.0474716010801198,0.000470015852278414
71,7,0.0302854115228446,0.059491457913922,0.000589024335781406
71,8,0.0221620978983238,0.0402357811785448,0.000398374071074701
71,9,0.019883449001755,0.0372053680594083,0.000368369980786221
71,10,0.0144740251580448,0.0232863758529268,0.000230558176761652
72,0,0.0175764806909256,0.0313806659420849,0.00031069966279292
72,1,0.0526459449184526,0.106425830900638,0.00105372109802612
72,2,0.200085840029796,0.109438208610145,0.00108354661990242
72,3,0.231139398055716,0.120427144647217,0.00119234796680413
72,4,0.18388429650715,0.083286218679568,0.000824616026530376
72,5,0.129784937668076,0.074954757311811,0.00074212631001793
72,6,0.0634804696764895,0.0869110720746636,0.00086050566410558
72,7,0.0478120530900926,0.0652110799121036,0.000645654256555481
72,8,0.0311377099344475,0.0521169756352475,0.000516009659754926
72,9,0.019978157728531,0.0353559000294861,0.000350058416133526
72,10,0.0224747117003237,0.0329935539386238,0.000326668850877463
73,0,0.0602700498729087,0.086620325351819,0.000857626983681376
73,1,0.0637319632862786,0.0922261291823026,0.000913129991903986
73,2,0.0566642858346044,0.100242789239342,0.000992502863755865
73,3,0.165034882550534,0.100744744093476,0.00099747271379679
73,4,0.200060752665457,0.15443766193121,0.00152908576169515
73,5,0.240221392910373,0.183884973364186,0.0018206433006355
73,6,0.109555445109221,0.0852041100689058,0.000843605050187186
73,7,0.0302332621097617,0.0475770423464828,0.000471059825212701
73,8,0.0280327111747234,0.0467557320028974,0.000462928039632648
73,9,0.0208963737118164,0.0331122886959213,0.000327844442533874
73,10,0.0252988807743229,0.0427774874514719,0.000423539479717543
74,0,0.0403184268000837,0.0657018185669134,0.000650513055117954
74,1,0.0734154416228074,0.127214689628272,0.00125955138245813
74,2,0.0560106604873249,0.0753843361305552,0.000746379565649061
74,3,0.057513563024917,0.0761006217868688,0.000753471502840285
74,4,0.192142683118006,0.130977589594352,0.00129680781776586
74,5,0.194420907624052,0.111125897768228,0.00110025641354682
74,6,0.202231142144153,0.157303000541597,0.00155745545090691
74,7,0.12017264333286,0.0881633286459009,0.000872904244018821
74,8,0.0215035053629723,0.0338219289167568,0.000334870583334226
74,9,0.0221103147985745,0.0313296760099256,0.000310194811979461
74,10,0.0201607116842491,0.0265027618261297,0.000262403582436928
75,0,0.0528664857465108,0.103910869342399,0.0010288204885386
75,1,0.061578576936532,0.130903353559972,0.00129607280752448
75,2,0.0470319973919881,0.0807752734184202,0.000799755182360596
75,3,0.0476416991892326,0.083326567024111,0.000825015515090208
75,4,0.00926261599976038,0.0150374451925684,0.000148885595966024
75,5,0.169571752598974,0.118716004628597,0.00117540598642175
75,6,0.185254035420086,0.116789349958129,0.00115633019760523
75,7,0.186478897535746,0.124014051744304,0.00122786189845846
75,8,0.166684599920901,0.126053003273055,0.00124804953735698
75,9,0.036390829675563,0.0558337639183429,0.00055280954374597
75,10,0.0372385095847065,0.0572933643670899,0.000567261033337523
76,0,0.0347566220543399,0.0673284516662355,0.000666618333329064
76,1,0.0663306978319044,0.119883657175655,0.00118696690272926
76,2,0.0626749408541493,0.0907889074482665,0.000898900073745213
76,3,0.0543661062457677,0.0788703932011974,0.000780894982190074
76,4,0.0322489722707223,0.0497798589552155,0.000492869890645698
76,5,0.034462675388715,0.0543004681826809,0.000537628397848326
76,6,0.2109401744771,0.140377438937667,0.0013898756330462
76,7,0.187635514748922,0.101308814286851,0.00100305756719654
76,8,0.177260922804145,0.100658264005621,0.000996616475303178
76,9,0.111485678973289,0.0872589106783317,0.000863949610676551
76,10,0.0278376943509455,0.0450507641202653,0.000446047169507577
77,0,0.0288825624877979,0.0817346292400727,0.000809253754852205
77,1,0.0326340251783747,0.082151590400296,0.000813382083171248
77,2,0.0197780247207269,0.0369325608966573,0.000365668919768884
77,3,0.0205479396494025,0.0366294796608712,0.00036266811545417
77,4,0.0169037506412282,0.0351448750263354,0.000347969059666687
77,5,0.0197389856530996,0.0362255410987492,0.000358668723749992
77,6,0.0207565382225343,0.0360462646620966,0.000356893709525709
77,7,0.235979945516207,0.140687459001397,0.0013929451386277
77,8,0.215439476485131,0.097402965511184,0.000964385797140436
77,9,0.198877116387372,0.0922415019040693,0.000913282197069993
77,10,0.190461635058126,0.11237484364022,0.0011126222142596
80,0,0.282744101630648,0.137445655932775,0.00136084807854233
80,1,0.262005622375966,0.108956265475211,0.00107877490569516
80,2,0.267797084556133,0.132691568161068,0.00131377790258484
80,3,0.0213706484918017,0.0318350226970246,0.000315198244524996
80,4,0.0249174603662872,0.0343617787656697,0.000340215631343264
80,5,0.0233179634522308,0.0342038721772707,0.000338652199774957
80,6,0.0278009423061525,0.0426367062383218,0.000422145606320017
80,7,0.0196800991628047,0.0317366710064708,0.000314224465410602
80,8,0.0197740689761329,0.025346098240345,0.000250951467726188
80,9,0.0224757771026656,0.0332420072124581,0.000329128784281763
80,10,0.0281162315791782,0.0515775101448202,0.000510668417275447
81,0,0.0465527883726944,0.1079338004736,0.00106865148983762
81,1,0.34212645881137,0.163502771018034,0.00161883931701024
81,2,0.309440314091482,0.128262546278657,0.00126992620077878
81,3,0.154345590236519,0.129515798292508,0.00128233463655948
81,4,0.0254035428013408,0.0464075310777592,0.000459480505720388
81,5,0.0205121804696328,0.0329308441212135,0.000326047961596173
81,6,0.0208817126265755,0.0346723473147065,0.000343290567472342
81,7,0.0262036477115731,0.0563872625343497,0.000558289728062868
81,8,0.0181555502625442,0.033810217861311,0.000334754632290208
81,9,0.01677226505417,0.0350719154462,0.000347246687586138
81,10,0.0196059495620979,0.0427222305774664,0.000422992381955113
82,0,0.069228225109342,0.116641530135453,0.00115486663500449
82,1,0.136552379413217,0.220950325082568,0.00218762698101552
82,2,0.308374777068981,0.158863348149171,0.0015729044371205
82,3,0.187734725347584,0.135762783460472,0.00134418597485616
82,4,0.176266477798702,0.145774960556215,0.00144331644115064
82,5,0.0230875919057044,0.043255676725946,0.000428274026989564
82,6,0.0209340866867485,0.0433048348578242,0.000428760741166576
82,7,0.0145113706013542,0.0273807083888491,0.000271096122661873
82,8,0.0195185352485674,0.0391717557914159,0.000387839166251642
82,9,0.0237525033961938,0.0388679574081427,0.000384831261466759
82,10,0.0200393274236049,0.0392690497192919,0.000388802472468237
83,0,0.0327963024683031,0.0629600499891976,0.000623366831576214
83,1,0.0626015550930217,0.0936832909775578,0.000927557336411463
83,2,0.0650063474249776,0.0971927633994057,0.000962304588112928
83,3,0.235873585095422,0.107115710601342,0.00106055159011229
83,4,0.300880783496745,0.185094437331905,0.001832618191405
83,5,0.200129297859943,0.130894806929333,0.00129598818741913
83,6,0.0348472233279697,0.0497491020115239,0.000492565366450732
83,7,0.029038176631758,0.0414506628472306,0.000410402602447828
83,8,0.015067203120393,0.026785544066039,0.000265203406594445
83,9,0.0154011621209273,0.0297095605614351,0.000294154064964704
83,10,0.00835836336054014,0.0145712421622243,0.000144269724378459
84,0,0.0183914720102002,0.0386137993310149,0.000382314844861533
84,1,0.0410742615504991,0.0972318506546668,0.000962691590640266
84,2,0.0450418689585745,0.0994673395217015,0.000984825143779223
84,3,0.0282548624962761,0.0581798309877034,0.000576037930571321
84,4,0.247780530605487,0.138376809117939,0.0013700674170093
84,5,0.34317297379442,0.179019509422611,0.00177247039032288
84,6,0.216383630180653,0.121130149486304,0.00119930841075548
84,7,0.016868875669817,0.0356147043929498,0.00035262083557376
84,8,0.0144504501687625,0.0355248769351371,0.000351731454803338
84,9,0.0122478534249193,0.0292808067844469,0.000289908978063831
84,10,0.0163332211403912,0.0337753839276114,0.000334409741857539
85,0,0.0277919185358803,0.0612730130471841,0.000606663495516674
85,1,0.051294041203845,0.106728410304427,0.0010567169337072
85,2,0.0584380830630137,0.130110636774284,0.00128822412647806
85,3,0.0259731733938062,0.0556552221834292,0.000551041803796329
85,4,0.0222014415865114,0.0463779222040896,0.000459187348555343
85,5,0.252382565716748,0.156869999578438,0.0015531683126578
85,6,0.245689193830875,0.127497027610071,0.00126234680802051
85,7,0.181914367860883,0.120715367120878,0.00119520165466216
85,8,0.0543477364856205,0.0952675337079065,0.000943242907999075
85,9,0.041850935690249,0.0770060780643619,0.000762436416478831
85,10,0.0381165426325675,0.0748192706407143,0.000740784857828854
86,0,0.0313457544103372,0.0749384823837593,0.000741965172116429
86,1,0.052260715588287,0.0987522870936569,0.00097774541676888
86,2,0.0434179015137252,0.0813815903593052,0.00080575832038916
86,3,0.0300423082302548,0.0503323814776559,0.00049834041066986
86,4,0.0323279947902634,0.0539992627885016,0.000534646166222788
86,5,0.053457727071505,0.0949563627734811,0.000940162007658229
86,6,0.269754304395809,0.16418033436343,0.00162554786498446
86,7,0.234152147914111,0.134771217334979,0.00133436848846514
86,8,0.192124333604455,0.110880827284978,0.00109782997311859
