"value","bin","mean","sd","sem"
86,9,0.0322406823294639,0.0601441817693595,0.000595486948211481
86,10,0.0288761301517874,0.065203968103035,0.000645583842604307
87,0,0.0341682786330774,0.0839988784943769,0.000831672064300761
87,1,0.0535153350667429,0.0906917573148957,0.000897938191236591
87,2,0.0514858361503425,0.086676206929371,0.000858180266627436
87,3,0.0342006091638079,0.0574169846564143,0.000568484996598161
87,4,0.0229590578061475,0.0451017030541211,0.000446551515387338
87,5,0.0264857157570531,0.0481996962478417,0.000477224715325165
87,6,0.0264517509977101,0.0447144587483039,0.000442717413349544
87,7,0.257973544552853,0.156422550373586,0.00154873812251075
87,8,0.270032027928399,0.200190882033492,0.00198208794092567
87,9,0.180470989486574,0.130322472390075,0.00129032150881262
87,10,0.042256854457292,0.0655247238725676,0.000648759642302649
88,0,0.0283077097190395,0.0662727181609584,0.000656165526346123
88,1,0.0496506605312457,0.115404527867026,0.00114261908779234
88,2,0.0450623070619067,0.0921942151759604,0.000912814011643172
88,3,0.0142860758380286,0.0281041357925928,0.000278258770223691
88,4,0.0140850679978058,0.0296510569952058,0.000293574821734711
88,5,0.012899858356826,0.0269504374572204,0.000266836014427925
88,6,0.0206241014983028,0.0358893294866639,0.000355339895907564
88,7,0.0233243724576236,0.0488943479869055,0.000484102455315896
88,8,0.279977525050736,0.130375489568612,0.0012908464313724
88,9,0.280901250811032,0.131949422679278,0.0013064299275176
88,10,0.230881070677453,0.109278673546439,0.00108196706481623
90,0,0.352561407539693,0.242194768295644,0.00239796800292717
90,1,0.368194381746058,0.245483430067077,0.00243052901056512
90,2,0.0247312302134319,0.0503343486058458,0.000498359887186593
90,3,0.0324252781025319,0.053369664143164,0.000528412516268951
90,4,0.0252297878013394,0.0402627922094912,0.000398641507024665
90,5,0.0283203130973697,0.0378388440680704,0.000374642020475944
90,6,0.0258069220737849,0.0393483492850854,0.000389587616684014
90,7,0.0244722717528574,0.0436005107016389,0.000431688224768702
90,8,0.0196630526788939,0.0315016178299055,0.000311897206236688
90,9,0.0791089020658218,0.203233545306964,0.00201221331987093
90,10,0.0194864529282182,0.0368922397027893,0.000365269700027617
91,0,0.00472479344844168,0.0103427252882955,0.000102403220676193
91,1,0.421884966086193,0.280255768591042,0.00277480959001031
91,2,0.280304717114845,0.160743936239267,0.00159152412118086
91,3,0.0424956857176047,0.0550765972598772,0.0005453128441572
91,4,0.0347262308403436,0.0504051247133118,0.00049906064072586
91,5,0.0349195299101227,0.0472945031513649,0.000468262407439256
91,6,0.0318876338146618,0.0513847775184384,0.000508760173449885
91,7,0.0477501042784245,0.0697366704760977,0.000690462083921759
91,8,0.0330374978239114,0.0408752694286239,0.000404705637907168
91,9,0.0407187025315655,0.0543611948039811,0.000538229651524566
91,10,0.0275501384338867,0.0364089454887535,0.000360484608799539
92,0,0.0554238297066117,0.125825524725733,0.00124579727451221
92,1,0.0759972059674921,0.144100782558225,0.00142674042136856
92,2,0.379613610468213,0.242631359288792,0.00240229068602764
92,3,0.322104554943681,0.243268313802656,0.00240859716636293
92,4,0.0347394658163238,0.0546068161247085,0.000540661545789193
92,5,0.0219047191701126,0.0313241960181373,0.000310140554635023
92,6,0.0238412165545354,0.0387771443368235,0.000383932122146768
92,7,0.0200119730291839,0.0288889627752669,0.000286029334408583
92,8,0.0192765648250777,0.0303747641860034,0.00030074023946538
92,9,0.019428999789269,0.031866259863632,0.000315507523402297
92,10,0.0276578597294996,0.0518696948854741,0.000513561335499744
93,0,0.0245992914229002,0.0768968466684639,0.000761354917509544
93,1,0.106624732583806,0.261294710215109,0.00258707633876346
93,2,0.0230451166677253,0.0730657588589464,0.000723423355039073
93,3,0.361823798178347,0.206530886507234,0.00204486026244786
93,4,0.35294488350612,0.211640319719263,0.00209544871009171
93,5,0.0352560076927149,0.0637438966779853,0.000631127689881042
93,6,0.0240685721006068,0.0460361567835162,0.000455803532510061
93,7,0.0181566678795499,0.032165025448067,0.000318465598495713
93,8,0.016344095387501,0.0306619728477703,0.000303583889581884
93,9,0.0200287095469317,0.0312282002438889,0.000309190101424643
93,10,0.0171081250337978,0.0290719991522989,0.000287841575765335
94,0,0.0883529375081479,0.165967906813626,0.00164324660211511
94,1,0.0859804303586275,0.162452364134861,0.00160843924886001
94,2,0.0315450000015911,0.0538171175449816,0.000532842747970115
94,3,0.0288478976148795,0.0530371256150507,0.000525120055594562
94,4,0.308519719015674,0.236016390675799,0.00233679594728514
94,5,0.290643404608413,0.221326269460483,0.00219134920257904
94,6,0.0289155266443984,0.0515908508254199,0.000510800503221979
94,7,0.0369804809347118,0.063844324003718,0.000632122019838792
94,8,0.0425380082273588,0.0941491153821972,0.000932169459229675
94,9,0.0351667382938417,0.0589025748358918,0.000583193810256355
94,10,0.0225098567923561,0.0395593999290708,0.000391677227020503
95,0,0.0476535423328547,0.0925149466936246,0.000915989571224006
95,1,0.041552335629537,0.0923086073162274,0.00091394660709136
95,2,0.0188278588504227,0.0386604548884208,0.000382776781073473
95,3,0.0211659178478254,0.034835543707554,0.000344906373342118
95,4,0.0164351358752104,0.0309588759480237,0.000306523524237859
95,5,0.371102206061174,0.191809455360584,0.00189910351842162
95,6,0.323687690011224,0.171332257197436,0.00169635898215283
95,7,0.0599834095778858,0.079137502684588,0.000783539630540475
95,8,0.0379781509285157,0.0543424205747535,0.000538043768066866
95,9,0.0315798787269446,0.0436049326490995,0.000431732006426728
95,10,0.0300338741584053,0.0548369662314125,0.000542940259716955
96,0,0.0245197060441593,0.0444476647116722,0.000440075888234379
96,1,0.0581186915337463,0.148130695824535,0.00146664055271817
96,2,0.0274693015037621,0.0418502186794078,0.000414358600786216
96,3,0.0291302426220648,0.0428896721715643,0.000424650219520439
96,4,0.0306949988104554,0.048222641821472,0.000477451899222496
96,5,0.0321304320618725,0.0538894828877428,0.000533559236512305
96,6,0.346435050097922,0.189350533815899,0.00187475776055345
96,7,0.368230850595449,0.208668955459939,0.0020660292619796
96,8,0.0463459984578283,0.0880030436506791,0.00087131726386811
96,9,0.0211455076978594,0.0389002906313425,0.00038515139238953
96,10,0.0157792205748806,0.0252485379757143,0.000249985524512022
97,0,0.0327717525983022,0.0939500715521914,0.000930198728239519
97,1,0.051779280287776,0.0977276576829068,0.000967600571117889
97,2,0.0259596755334039,0.0434956893959029,0.000430650390058444
97,3,0.0316749498911308,0.0554523050425752,0.000549032723193814
97,4,0.0292552260371061,0.047962063326407,0.000474871914122842
97,5,0.0360334715082967,0.0517518262560886,0.000512394319367214
97,6,0.0361752479431635,0.0500526973394273,0.000495571260786409
97,7,0.365998358022994,0.264823435448528,0.00262201421236166
97,8,0.305198440357911,0.212918760322348,0.00210810653784503
97,9,0.0456735565926372,0.0840149552158186,0.00083183123976058
97,10,0.0394800412272788,0.071860704299462,0.000711492121776851
98,0,0.0418562193805284,0.137417033907518,0.00136056469215365
98,1,0.0749779497125349,0.198607368467099,0.00196640958878316
98,2,0.00979684707303213,0.0263097484881757,0.000260492559288868
98,3,0.0130521857751667,0.0278071667039853,0.000275318482217676
98,4,0.0164670239549281,0.0328598820089261,0.000325345366425011
98,5,0.0112805283040362,0.0266557973131028,0.000263918785278245
98,6,0.0187378975667804,0.0359223482779965,0.000355666814633628
98,7,0.0174687030642387,0.0355130719068592,0.000351614573335239
98,8,0.394249062455637,0.277968521057855,0.00275216357483025
98,9,0.348060497171235,0.24092321116964,0.00238537832841228
98,10,0.0540530855418828,0.120374927266245,0.00119183096303213
99,0,0.0625112072570825,0.139588193659744,0.00138206132336381
99,1,0.0779600097242666,0.15049570093871,0.00149005644493772
99,2,0.0288057636641494,0.0373695228946426,0.00036999527618458
99,3,0.0262546106008305,0.0357415129934186,0.000353876366271472
99,4,0.0266760058350111,0.0356699761604625,0.000353168080796658
99,5,0.0230122014053481,0.0367847197876769,0.000364205146412642
99,6,0.030092009492006,0.0398211514926116,0.000394268826659521
99,7,0.0258268168969355,0.0375515977998888,0.000371797998018701
99,8,0.0280604535914794,0.0428318292756012,0.00042407751758021
99,9,0.370805025516368,0.208024260898245,0.00205964614750738
99,10,0.299995896016523,0.199440793730894,0.00197466132406826
100,0,0.837676206907689,0.283616780213387,0.00280808693280581
100,1,0.0345078448047517,0.112873973189654,0.00111756409098667
100,2,0.00969926776638449,0.0190775489565122,0.000188886623331804
100,3,0.0151080342696294,0.0272671824110204,0.00026997210307941
100,4,0.018390724520117,0.0337897097363116,0.00033455158154764
100,5,0.0150333581666076,0.0324662549650797,0.000321448068961185
100,6,0.0184270778619515,0.0433592284946527,0.000429299292026264
100,7,0.0100850900697626,0.0226906148826687,0.00022465955329375
100,8,0.0130132723143594,0.0248278507770016,0.000245820304722788
100,9,0.0149295121977946,0.0311793904595799,0.000308706836233464
100,10,0.0131296111209529,0.0270289620840997,0.000267613485981185
101,0,0.0175867675517303,0.0398329085357919,0.000394385233027642
101,1,0.71553924469018,0.382823921914451,0.00379033586053911
101,2,0.0427349578779627,0.0827670127833225,0.000819475374092302
101,3,0.044419470658593,0.0789354106244104,0.000781538719053568
101,4,0.0280453723471396,0.0597721386836218,0.000591803353303187
101,5,0.0200291937770229,0.0365352642681044,0.000361735289783212
101,6,0.0259481040164453,0.0607753375931848,0.000601736015774107
101,7,0.0184260634387526,0.0312286165804915,0.000309194223569223
101,8,0.0157216034384738,0.0303387924856468,0.000300384084016305
101,9,0.0544697683858985,0.18897141555886,0.00187100411444416
101,10,0.0170794538178016,0.0343392114720701,0.000339992192792773
102,0,0.0951556287400757,0.238662339096524,0.00236299345640123
102,1,0.074108042415801,0.137397689461595,0.00136037316298609
102,2,0.534050871575191,0.411085471687644,0.00407015318502617
102,3,0.0500570379066829,0.0617868797233419,0.000611751284389524
102,4,0.0434945163702535,0.0585996984984231,0.000580195034637853
102,5,0.0413412703504923,0.055828521312036,0.000552757636752832
102,6,0.0439460243941343,0.0586795721804432,0.000580985863172705
102,7,0.0334345923253447,0.0457001819981526,0.00045247704948666
102,8,0.0312253650632011,0.0411533948544832,0.000407459354994883
102,9,0.0287675121066961,0.0385076527693551,0.000381263888805496
102,10,0.0244191387521269,0.0365663410743931,0.000362042980934585
103,0,0.126379061381966,0.267935516740929,0.00265282689842504
103,1,0.0352440365906708,0.077292208926426,0.000765269395311149
103,2,0.0323686046498326,0.0754298779853342,0.000746830475102319
103,3,0.663004065589832,0.419690187440401,0.00415534839049902
103,4,0.0251381182936126,0.0588810359664341,0.00058298055412311
103,5,0.0255717719044572,0.0483265131306641,0.000478480328026377
103,6,0.0218510660471448,0.0307940323432286,0.000304891409338897
103,7,0.0106734052959155,0.0187357514175508,0.000185502489282681
103,8,0.0215622685227672,0.0490364626619271,0.000485509531306209
103,9,0.019608092411614,0.0297767890587534,0.000294819693651024
103,10,0.0185995093121876,0.0351443961028801,0.000347964317850298
104,0,0.0143821842823057,0.0288423391213419,0.000285567714072692
104,1,0.0119113248901204,0.0288229224087445,0.00028537546939351
104,2,0.011540833444114,0.0282458696975456,0.000279662076213323
104,3,0.0113154665879074,0.0276714440115439,0.000273974693183603
104,4,0.813423333436059,0.302335781169539,0.00299342357593603
104,5,0.0329752426761073,0.0674200453895502,0.000667525201876734
104,6,0.0283697933795098,0.0577354819156964,0.000571638434808875
104,7,0.0245891949790918,0.0506987971182815,0.000501968288299816
104,8,0.0222857834882914,0.0418068881153614,0.000413929585300608
104,9,0.0170026875086739,0.0284816889460577,0.000281996920257997
104,10,0.0122041553278192,0.0257773961573605,0.000255221744132282
105,0,0.101083247304493,0.245799242085857,0.00243365586223621
105,1,0.0484902899137481,0.0646770190974013,0.000640366525716845
105,2,0.0505186263346248,0.0624235990458455,0.00061805543609748
105,3,0.0502698244124509,0.0651235564533363,0.000644787687656795
105,4,0.0679383123807664,0.11493619436719,0.00113798212244743
105,5,0.553701668752543,0.386120180156868,0.00382297208076107
105,6,0.027690035038213,0.0491049707032523,0.000486187828745072
105,7,0.0282752628710815,0.0503147318611627,0.00049816566199171
105,8,0.0298979449998462,0.0493904042249015,0.000489013903216846
105,9,0.0225601578856732,0.0363283965620836,0.000359687094674095
105,10,0.0195746301065608,0.0286361427787735,0.000283526166126471
106,0,0.0843066227627778,0.248477761612635,0.00246017585755084
106,1,0.0333822051748971,0.0577155198376752,0.000571440790472032
106,2,0.0324201153029321,0.0574229488317738,0.000568544047839345
106,3,0.034611952931087,0.0574882149568211,0.000569190247097239
106,4,0.0317719366959176,0.0578331614354648,0.000572605558766978
106,5,0.0726625432249625,0.201370137016354,0.00199376373283519
106,6,0.633277600486138,0.421669737931285,0.00417494790030975
106,7,0.0259893445464979,0.0668564285618494,0.000661944837246034
106,8,0.0183000903965198,0.0483980511197063,0.000479188624947587
106,9,0.0179672115356233,0.0471983573841129,0.000467310469149633
106,10,0.0153103769426468,0.0391374332631765,0.000387499339239372
107,0,0.066388862444788,0.207156321663731,0.00205105268973991
107,1,0.03180142275311,0.0439067824641865,0.000434720618457292
107,2,0.0361180514176573,0.0486339331853026,0.00048152409094359
107,3,0.0340574217391159,0.0483130505367739,0.000478347035017564
107,4,0.0261693014335427,0.0386411696838347,0.000382585838453809
107,5,0.0316693992529785,0.0448500020510118,0.000444059426247642
107,6,0.0317265323403983,0.0465387849450489,0.00046078004896088
107,7,0.648048840245923,0.405132772346126,0.00401121556778343
107,8,0.0340375178397694,0.0583691950574382,0.000577912822350873
107,9,0.0325659653153029,0.0507694949658084,0.000502668266988202
107,10,0.0274166852174137,0.0444598215190058,0.000440196252663423
108,0,0.0724906323195467,0.233720863642782,0.00231406795685923
108,1,0.0400894145189502,0.0566706528714852,0.000561095572985002
108,2,0.0404322972388172,0.0581042796153059,0.000575289897181247
108,3,0.0459418445578675,0.0585993079926118,0.000580191168243681
108,4,0.0384740227547576,0.0550248399521732,0.000544800395566071
108,5,0.0359462959094502,0.0549779421150121,0.000544336060544674
108,6,0.0399701170463545,0.0565750867130848,0.000560149373396879
108,7,0.0331654790138649,0.0518690175503104,0.000513554629210994
108,8,0.562768622028655,0.439204482814985,0.00434855923579193
108,9,0.0473642882622704,0.100207075130992,0.00099214925872269
108,10,0.0433569863494661,0.0984923500284232,0.000975171782459635
109,0,0.136968665528945,0.286089819719071,0.00283257247246605
109,1,0.0771734212479388,0.132926588047538,0.00131610483215384
109,2,0.021837393499809,0.0339590704370138,0.000336228420168453
109,3,0.0235753255871704,0.0385223415515467,0.000381409322292542
109,4,0.0274870885003465,0.0392867455453542,0.000388977678666873
109,5,0.0179396888535924,0.0289302140568862,0.000286437762939468
109,6,0.0193910238784569,0.0323135062648906,0.000319935705592976
109,7,0.0261370362244071,0.0331647986012729,0.000328364342586861
109,8,0.0627107847787709,0.184930766543119,0.00183099768854573
109,9,0.510165384921418,0.424803374006606,0.00420597400006541
109,10,0.0766141869791446,0.160095036277941,0.00158509936908853
1010,0,0.0790120294532851,0.248143992643936,0.00245687121429639
1010,1,0.0132331623047941,0.0263214156821935,0.000260608076061322
1010,2,0.00778611070724525,0.0147112900161818,0.00014565633679388
1010,3,0.00909843640404716,0.013922714431671,0.000137848657739317
1010,4,0.0170974089150653,0.0336003004629837,0.00033267624220776
1010,5,0.0174322399648568,0.0347307482216008,0.000343868794273275
1010,6,0.0131004784151004,0.0152987084730455,0.000151472361119263
1010,7,0.0173519874457293,0.0262508888208519,0.000259909790305465
1010,8,0.034031730734778,0.0857346970674872,0.000848858386806804
1010,9,0.0482203173299177,0.10535439558852,0.00104311282760911
1010,10,0.743636098325181,0.349305097670892,0.00345846631357318
