"id","itemTime","trialnumber","kind","expression","access","observation","state","RT","value"
"b1b0e93080e5fa082619cf09b060cd5d24103584a6973a23a637533c9f65097a","1,48E+12",9,"c","certainly",9,9,NA,6579,99
"b1b0e93080e5fa082619cf09b060cd5d24103584a6973a23a637533c9f65097a","1,48E+12",10,"f","certainlyNot",NA,NA,1,6282,NA
"c6136e40157dd233ffba7c1749a3c9d71956890b45d10713bd6f76c4400119d3","1,48E+12",1,"c","possibly",8,4,NA,21434,84
"c6136e40157dd233ffba7c1749a3c9d71956890b45d10713bd6f76c4400119d3","1,48E+12",2,"f","probablyNot",NA,NA,3,28125,NA
"c6136e40157dd233ffba7c1749a3c9d71956890b45d10713bd6f76c4400119d3","1,48E+12",3,"c","probablyNot",9,3,NA,22096,93
"c6136e40157dd233ffba7c1749a3c9d71956890b45d10713bd6f76c4400119d3","1,48E+12",4,"f","certainlyNot",NA,NA,0,14171,NA
"c6136e40157dd233ffba7c1749a3c9d71956890b45d10713bd6f76c4400119d3","1,48E+12",5,"c","certainly",6,6,NA,14629,66
"c6136e40157dd233ffba7c1749a3c9d71956890b45d10713bd6f76c4400119d3","1,48E+12",6,"f","probably",NA,NA,6,11191,NA
"c6136e40157dd233ffba7c1749a3c9d71956890b45d10713bd6f76c4400119d3","1,48E+12",7,"c","certainlyNot",5,0,NA,21101,50
"c6136e40157dd233ffba7c1749a3c9d71956890b45d10713bd6f76c4400119d3","1,48E+12",8,"f","possibly",NA,NA,5,10928,NA
"c6136e40157dd233ffba7c1749a3c9d71956890b45d10713bd6f76c4400119d3","1,48E+12",9,"c","probably",7,4,NA,13412,74
"c6136e40157dd233ffba7c1749a3c9d71956890b45d10713bd6f76c4400119d3","1,48E+12",10,"f","certainly",NA,NA,10,6249,NA
"e3b814577c8a225b8639ae8e4977cf399f5b2ec296f5fc6ae1e3d82ece7af3d4","1,48E+12",1,"c","certainlyNot",8,6,NA,20713,86
"e3b814577c8a225b8639ae8e4977cf399f5b2ec296f5fc6ae1e3d82ece7af3d4","1,48E+12",2,"f","probablyNot",NA,NA,5,7923,NA
"e3b814577c8a225b8639ae8e4977cf399f5b2ec296f5fc6ae1e3d82ece7af3d4","1,48E+12",3,"c","possibly",4,2,NA,25133,42
"e3b814577c8a225b8639ae8e4977cf399f5b2ec296f5fc6ae1e3d82ece7af3d4","1,48E+12",4,"f","probably",NA,NA,5,11766,NA
"e3b814577c8a225b8639ae8e4977cf399f5b2ec296f5fc6ae1e3d82ece7af3d4","1,48E+12",5,"c","probablyNot",7,4,NA,12500,74
"e3b814577c8a225b8639ae8e4977cf399f5b2ec296f5fc6ae1e3d82ece7af3d4","1,48E+12",6,"f","certainly",NA,NA,4,112322,NA
"e3b814577c8a225b8639ae8e4977cf399f5b2ec296f5fc6ae1e3d82ece7af3d4","1,48E+12",7,"c","certainly",6,4,NA,24278,64
"e3b814577c8a225b8639ae8e4977cf399f5b2ec296f5fc6ae1e3d82ece7af3d4","1,48E+12",8,"f","possibly",NA,NA,5,41649,NA
"e3b814577c8a225b8639ae8e4977cf399f5b2ec296f5fc6ae1e3d82ece7af3d4","1,48E+12",9,"c","probably",7,1,NA,7489,71
"e3b814577c8a225b8639ae8e4977cf399f5b2ec296f5fc6ae1e3d82ece7af3d4","1,48E+12",10,"f","certainlyNot",NA,NA,5,6706,NA
"c269cce50a0570123c035c7c3ea999ad29b877df7b80fc213587e476d71a22f7","1,48E+12",1,"c","certainly",7,2,NA,19818,72
"c269cce50a0570123c035c7c3ea999ad29b877df7b80fc213587e476d71a22f7","1,48E+12",2,"f","certainlyNot",NA,NA,6,13367,NA
"c269cce50a0570123c035c7c3ea999ad29b877df7b80fc213587e476d71a22f7","1,48E+12",3,"c","possibly",6,3,NA,19763,63
"c269cce50a0570123c035c7c3ea999ad29b877df7b80fc213587e476d71a22f7","1,48E+12",4,"f","certainly",NA,NA,7,10141,NA
"c269cce50a0570123c035c7c3ea999ad29b877df7b80fc213587e476d71a22f7","1,48E+12",5,"c","probablyNot",5,4,NA,70459,54
"c269cce50a0570123c035c7c3ea999ad29b877df7b80fc213587e476d71a22f7","1,48E+12",6,"f","probably",NA,NA,8,7305,NA
"c269cce50a0570123c035c7c3ea999ad29b877df7b80fc213587e476d71a22f7","1,48E+12",7,"c","probably",4,3,NA,13365,43
"c269cce50a0570123c035c7c3ea999ad29b877df7b80fc213587e476d71a22f7","1,48E+12",8,"f","probablyNot",NA,NA,4,6343,NA
"c269cce50a0570123c035c7c3ea999ad29b877df7b80fc213587e476d71a22f7","1,48E+12",9,"c","certainlyNot",6,2,NA,9206,62
"c269cce50a0570123c035c7c3ea999ad29b877df7b80fc213587e476d71a22f7","1,48E+12",10,"f","possibly",NA,NA,5,9391,NA
"4db35ba07dd145bc06e581e1cf7c18088888ae640315892c3ecc037ba6dfb748","1,48E+12",1,"c","probablyNot",4,4,NA,25200,44
"4db35ba07dd145bc06e581e1cf7c18088888ae640315892c3ecc037ba6dfb748","1,48E+12",2,"f","probablyNot",NA,NA,5,19572,NA
"4db35ba07dd145bc06e581e1cf7c18088888ae640315892c3ecc037ba6dfb748","1,48E+12",3,"c","certainly",7,2,NA,18605,72
"4db35ba07dd145bc06e581e1cf7c18088888ae640315892c3ecc037ba6dfb748","1,48E+12",4,"f","probably",NA,NA,6,9231,NA
"4db35ba07dd145bc06e581e1cf7c18088888ae640315892c3ecc037ba6dfb748","1,48E+12",5,"c","possibly",4,2,NA,8261,42
"4db35ba07dd145bc06e581e1cf7c18088888ae640315892c3ecc037ba6dfb748","1,48E+12",6,"f","certainly",NA,NA,7,6159,NA
"4db35ba07dd145bc06e581e1cf7c18088888ae640315892c3ecc037ba6dfb748","1,48E+12",7,"c","certainlyNot",7,6,NA,9678,76
"4db35ba07dd145bc06e581e1cf7c18088888ae640315892c3ecc037ba6dfb748","1,48E+12",8,"f","possibly",NA,NA,6,2850,NA
"4db35ba07dd145bc06e581e1cf7c18088888ae640315892c3ecc037ba6dfb748","1,48E+12",9,"c","probably",4,0,NA,8177,40
"4db35ba07dd145bc06e581e1cf7c18088888ae640315892c3ecc037ba6dfb748","1,48E+12",10,"f","certainlyNot",NA,NA,5,3869,NA
"c2dec0bdb20c470c0b436488197c59afe8445610514023bc054de3d9f07b8c5e","1,48E+12",1,"c","probably",3,2,NA,12063,32
"c2dec0bdb20c470c0b436488197c59afe8445610514023bc054de3d9f07b8c5e","1,48E+12",2,"f","certainly",NA,NA,4,6864,NA
"c2dec0bdb20c470c0b436488197c59afe8445610514023bc054de3d9f07b8c5e","1,48E+12",3,"c","certainlyNot",6,4,NA,9637,64
"c2dec0bdb20c470c0b436488197c59afe8445610514023bc054de3d9f07b8c5e","1,48E+12",4,"f","probably",NA,NA,4,5952,NA
"c2dec0bdb20c470c0b436488197c59afe8445610514023bc054de3d9f07b8c5e","1,48E+12",5,"c","probablyNot",6,2,NA,10337,62
"c2dec0bdb20c470c0b436488197c59afe8445610514023bc054de3d9f07b8c5e","1,48E+12",6,"f","certainlyNot",NA,NA,3,3566,NA
"c2dec0bdb20c470c0b436488197c59afe8445610514023bc054de3d9f07b8c5e","1,48E+12",7,"c","possibly",7,4,NA,8164,74
"c2dec0bdb20c470c0b436488197c59afe8445610514023bc054de3d9f07b8c5e","1,48E+12",8,"f","possibly",NA,NA,5,5490,NA
"c2dec0bdb20c470c0b436488197c59afe8445610514023bc054de3d9f07b8c5e","1,48E+12",9,"c","certainly",3,1,NA,7347,31
"c2dec0bdb20c470c0b436488197c59afe8445610514023bc054de3d9f07b8c5e","1,48E+12",10,"f","probablyNot",NA,NA,4,7144,NA
"d23dda92301b83b1c13dc5da1d10eba8aaf6276018d0f23908ff6e3a879bc5e7","1,48E+12",1,"c","certainly",3,2,NA,12963,32
"d23dda92301b83b1c13dc5da1d10eba8aaf6276018d0f23908ff6e3a879bc5e7","1,48E+12",2,"f","certainlyNot",NA,NA,5,7374,NA
"d23dda92301b83b1c13dc5da1d10eba8aaf6276018d0f23908ff6e3a879bc5e7","1,48E+12",3,"c","certainlyNot",5,3,NA,10458,53
"d23dda92301b83b1c13dc5da1d10eba8aaf6276018d0f23908ff6e3a879bc5e7","1,48E+12",4,"f","possibly",NA,NA,5,5880,NA
"d23dda92301b83b1c13dc5da1d10eba8aaf6276018d0f23908ff6e3a879bc5e7","1,48E+12",5,"c","probably",4,2,NA,8378,42
"d23dda92301b83b1c13dc5da1d10eba8aaf6276018d0f23908ff6e3a879bc5e7","1,48E+12",6,"f","probablyNot",NA,NA,4,9260,NA
"d23dda92301b83b1c13dc5da1d10eba8aaf6276018d0f23908ff6e3a879bc5e7","1,48E+12",7,"c","possibly",6,4,NA,11150,64
"d23dda92301b83b1c13dc5da1d10eba8aaf6276018d0f23908ff6e3a879bc5e7","1,48E+12",8,"f","certainly",NA,NA,7,5826,NA
"d23dda92301b83b1c13dc5da1d10eba8aaf6276018d0f23908ff6e3a879bc5e7","1,48E+12",9,"c","probablyNot",3,1,NA,11495,31
"d23dda92301b83b1c13dc5da1d10eba8aaf6276018d0f23908ff6e3a879bc5e7","1,48E+12",10,"f","probably",NA,NA,4,8482,NA
"bd8aa9990d4f2909ef193934b3154885c4abd6b2059e57ca68ea0bce7e695dba","1,48E+12",1,"c","possibly",4,2,NA,11631,42
"bd8aa9990d4f2909ef193934b3154885c4abd6b2059e57ca68ea0bce7e695dba","1,48E+12",2,"f","certainly",NA,NA,10,8319,NA
"bd8aa9990d4f2909ef193934b3154885c4abd6b2059e57ca68ea0bce7e695dba","1,48E+12",3,"c","certainlyNot",10,10,NA,6113,1010
"bd8aa9990d4f2909ef193934b3154885c4abd6b2059e57ca68ea0bce7e695dba","1,48E+12",4,"f","certainlyNot",NA,NA,0,9057,NA
"bd8aa9990d4f2909ef193934b3154885c4abd6b2059e57ca68ea0bce7e695dba","1,48E+12",5,"c","probably",7,5,NA,21505,75
"bd8aa9990d4f2909ef193934b3154885c4abd6b2059e57ca68ea0bce7e695dba","1,48E+12",6,"f","possibly",NA,NA,5,8886,NA
"bd8aa9990d4f2909ef193934b3154885c4abd6b2059e57ca68ea0bce7e695dba","1,48E+12",7,"c","certainly",8,8,NA,9989,88
"bd8aa9990d4f2909ef193934b3154885c4abd6b2059e57ca68ea0bce7e695dba","1,48E+12",8,"f","probably",NA,NA,7,9028,NA
"bd8aa9990d4f2909ef193934b3154885c4abd6b2059e57ca68ea0bce7e695dba","1,48E+12",9,"c","probablyNot",7,2,NA,7549,72
"bd8aa9990d4f2909ef193934b3154885c4abd6b2059e57ca68ea0bce7e695dba","1,48E+12",10,"f","probablyNot",NA,NA,3,9113,NA
"a7dfc434988ca3c3867e76ad34c1d732a06c9a7aecf18a2b1bd8acd17727f0ab","1,48E+12",1,"c","possibly",6,3,NA,12346,63
"a7dfc434988ca3c3867e76ad34c1d732a06c9a7aecf18a2b1bd8acd17727f0ab","1,48E+12",2,"f","certainlyNot",NA,NA,2,12120,NA
"a7dfc434988ca3c3867e76ad34c1d732a06c9a7aecf18a2b1bd8acd17727f0ab","1,48E+12",3,"c","certainlyNot",6,2,NA,13626,62
"a7dfc434988ca3c3867e76ad34c1d732a06c9a7aecf18a2b1bd8acd17727f0ab","1,48E+12",4,"f","certainly",NA,NA,5,8709,NA
"a7dfc434988ca3c3867e76ad34c1d732a06c9a7aecf18a2b1bd8acd17727f0ab","1,48E+12",5,"c","certainly",5,0,NA,10092,50
"a7dfc434988ca3c3867e76ad34c1d732a06c9a7aecf18a2b1bd8acd17727f0ab","1,48E+12",6,"f","probablyNot",NA,NA,5,4547,NA
"a7dfc434988ca3c3867e76ad34c1d732a06c9a7aecf18a2b1bd8acd17727f0ab","1,48E+12",7,"c","probably",6,2,NA,10517,62
"a7dfc434988ca3c3867e76ad34c1d732a06c9a7aecf18a2b1bd8acd17727f0ab","1,48E+12",8,"f","possibly",NA,NA,5,3679,NA
"a7dfc434988ca3c3867e76ad34c1d732a06c9a7aecf18a2b1bd8acd17727f0ab","1,48E+12",9,"c","probablyNot",6,3,NA,5457,63
"a7dfc434988ca3c3867e76ad34c1d732a06c9a7aecf18a2b1bd8acd17727f0ab","1,48E+12",10,"f","probably",NA,NA,5,3956,NA
"5e3c767a6ae87a41d3b43f61c2f91a37d0345e5782c949a58f5f2d57a009b05b","1,48E+12",1,"c","probablyNot",7,2,NA,49034,72
"5e3c767a6ae87a41d3b43f61c2f91a37d0345e5782c949a58f5f2d57a009b05b","1,48E+12",2,"f","certainly",NA,NA,10,11837,NA
"5e3c767a6ae87a41d3b43f61c2f91a37d0345e5782c949a58f5f2d57a009b05b","1,48E+12",3,"c","certainly",10,10,NA,23806,1010
"5e3c767a6ae87a41d3b43f61c2f91a37d0345e5782c949a58f5f2d57a009b05b","1,48E+12",4,"f","certainlyNot",NA,NA,0,9790,NA
"5e3c767a6ae87a41d3b43f61c2f91a37d0345e5782c949a58f5f2d57a009b05b","1,48E+12",5,"c","possibly",7,4,NA,31144,74
"5e3c767a6ae87a41d3b43f61c2f91a37d0345e5782c949a58f5f2d57a009b05b","1,48E+12",6,"f","possibly",NA,NA,7,12644,NA
"5e3c767a6ae87a41d3b43f61c2f91a37d0345e5782c949a58f5f2d57a009b05b","1,48E+12",7,"c","probably",7,4,NA,14142,74
"5e3c767a6ae87a41d3b43f61c2f91a37d0345e5782c949a58f5f2d57a009b05b","1,48E+12",8,"f","probablyNot",NA,NA,3,11085,NA
"5e3c767a6ae87a41d3b43f61c2f91a37d0345e5782c949a58f5f2d57a009b05b","1,48E+12",9,"c","certainlyNot",10,0,NA,16382,100
"5e3c767a6ae87a41d3b43f61c2f91a37d0345e5782c949a58f5f2d57a009b05b","1,48E+12",10,"f","probably",NA,NA,6,8318,NA
"8d97b6a92f2549bee5fdcad9fe73747279fb60cdd467fd80a544cfd7fa287077","1,48E+12",1,"c","probablyNot",3,2,NA,73982,32
"8d97b6a92f2549bee5fdcad9fe73747279fb60cdd467fd80a544cfd7fa287077","1,48E+12",2,"f","certainly",NA,NA,7,113003,NA
"8d97b6a92f2549bee5fdcad9fe73747279fb60cdd467fd80a544cfd7fa287077","1,48E+12",3,"c","probably",6,5,NA,7226,65
"8d97b6a92f2549bee5fdcad9fe73747279fb60cdd467fd80a544cfd7fa287077","1,48E+12",4,"f","possibly",NA,NA,6,10442,NA
"8d97b6a92f2549bee5fdcad9fe73747279fb60cdd467fd80a544cfd7fa287077","1,48E+12",5,"c","certainlyNot",7,0,NA,109249,70
"8d97b6a92f2549bee5fdcad9fe73747279fb60cdd467fd80a544cfd7fa287077","1,48E+12",6,"f","probablyNot",NA,NA,4,4818,NA
"8d97b6a92f2549bee5fdcad9fe73747279fb60cdd467fd80a544cfd7fa287077","1,48E+12",7,"c","possibly",6,3,NA,100043,63
"8d97b6a92f2549bee5fdcad9fe73747279fb60cdd467fd80a544cfd7fa287077","1,48E+12",8,"f","certainlyNot",NA,NA,2,5908,NA
"8d97b6a92f2549bee5fdcad9fe73747279fb60cdd467fd80a544cfd7fa287077","1,48E+12",9,"c","certainly",6,5,NA,5964,65
"8d97b6a92f2549bee5fdcad9fe73747279fb60cdd467fd80a544cfd7fa287077","1,48E+12",10,"f","probably",NA,NA,5,6812,NA
"26c7ad93870e374c9b87e4c661477900f1c8f5c8296e07bbd4ad70adde23cdd4","1,48E+12",1,"c","probably",6,3,NA,9077,63
"26c7ad93870e374c9b87e4c661477900f1c8f5c8296e07bbd4ad70adde23cdd4","1,48E+12",2,"f","probablyNot",NA,NA,2,5912,NA
"26c7ad93870e374c9b87e4c661477900f1c8f5c8296e07bbd4ad70adde23cdd4","1,48E+12",3,"c","possibly",6,3,NA,9495,63
"26c7ad93870e374c9b87e4c661477900f1c8f5c8296e07bbd4ad70adde23cdd4","1,48E+12",4,"f","probably",NA,NA,7,7725,NA
"26c7ad93870e374c9b87e4c661477900f1c8f5c8296e07bbd4ad70adde23cdd4","1,48E+12",5,"c","certainly",8,8,NA,7157,88
"26c7ad93870e374c9b87e4c661477900f1c8f5c8296e07bbd4ad70adde23cdd4","1,48E+12",6,"f","possibly",NA,NA,4,7077,NA
"26c7ad93870e374c9b87e4c661477900f1c8f5c8296e07bbd4ad70adde23cdd4","1,48E+12",7,"c","certainlyNot",8,0,NA,5361,80
"26c7ad93870e374c9b87e4c661477900f1c8f5c8296e07bbd4ad70adde23cdd4","1,48E+12",8,"f","certainly",NA,NA,9,8471,NA
"26c7ad93870e374c9b87e4c661477900f1c8f5c8296e07bbd4ad70adde23cdd4","1,48E+12",9,"c","probablyNot",6,2,NA,7853,62
"26c7ad93870e374c9b87e4c661477900f1c8f5c8296e07bbd4ad70adde23cdd4","1,48E+12",10,"f","certainlyNot",NA,NA,1,3663,NA
"35518d8acea2dc054fbe08a7a5a370e26a45f0b308ae4c6664f26f4311b8b14a","1,48E+12",1,"c","possibly",4,3,NA,25598,43
"35518d8acea2dc054fbe08a7a5a370e26a45f0b308ae4c6664f26f4311b8b14a","1,48E+12",2,"f","possibly",NA,NA,10,6270,NA
"35518d8acea2dc054fbe08a7a5a370e26a45f0b308ae4c6664f26f4311b8b14a","1,48E+12",3,"c","probably",8,8,NA,11390,88
"35518d8acea2dc054fbe08a7a5a370e26a45f0b308ae4c6664f26f4311b8b14a","1,48E+12",4,"f","probablyNot",NA,NA,5,7975,NA
"35518d8acea2dc054fbe08a7a5a370e26a45f0b308ae4c6664f26f4311b8b14a","1,48E+12",5,"c","certainly",10,10,NA,8158,1010
"35518d8acea2dc054fbe08a7a5a370e26a45f0b308ae4c6664f26f4311b8b14a","1,48E+12",6,"f","certainly",NA,NA,10,5695,NA
"35518d8acea2dc054fbe08a7a5a370e26a45f0b308ae4c6664f26f4311b8b14a","1,48E+12",7,"c","certainlyNot",10,0,NA,6575,100
"35518d8acea2dc054fbe08a7a5a370e26a45f0b308ae4c6664f26f4311b8b14a","1,48E+12",8,"f","certainlyNot",NA,NA,0,6573,NA
"35518d8acea2dc054fbe08a7a5a370e26a45f0b308ae4c6664f26f4311b8b14a","1,48E+12",9,"c","probablyNot",8,3,NA,8116,83
"35518d8acea2dc054fbe08a7a5a370e26a45f0b308ae4c6664f26f4311b8b14a","1,48E+12",10,"f","probably",NA,NA,8,5319,NA
"76b2cdea0a4fa78d6ad3ba3399c3102fc5872a3b7901ffc55077c557bb68de4c","1,48E+12",1,"c","probablyNot",2,1,NA,15644,21
"76b2cdea0a4fa78d6ad3ba3399c3102fc5872a3b7901ffc55077c557bb68de4c","1,48E+12",2,"f","probably",NA,NA,4,10772,NA
"76b2cdea0a4fa78d6ad3ba3399c3102fc5872a3b7901ffc55077c557bb68de4c","1,48E+12",3,"c","possibly",4,4,NA,8294,44
"76b2cdea0a4fa78d6ad3ba3399c3102fc5872a3b7901ffc55077c557bb68de4c","1,48E+12",4,"f","probablyNot",NA,NA,6,4110,NA
"76b2cdea0a4fa78d6ad3ba3399c3102fc5872a3b7901ffc55077c557bb68de4c","1,48E+12",5,"c","certainlyNot",8,3,NA,5334,83
"76b2cdea0a4fa78d6ad3ba3399c3102fc5872a3b7901ffc55077c557bb68de4c","1,48E+12",6,"f","certainlyNot",NA,NA,4,4387,NA
"76b2cdea0a4fa78d6ad3ba3399c3102fc5872a3b7901ffc55077c557bb68de4c","1,48E+12",7,"c","certainly",2,0,NA,6309,20
"76b2cdea0a4fa78d6ad3ba3399c3102fc5872a3b7901ffc55077c557bb68de4c","1,48E+12",8,"f","possibly",NA,NA,3,4575,NA
"76b2cdea0a4fa78d6ad3ba3399c3102fc5872a3b7901ffc55077c557bb68de4c","1,48E+12",9,"c","probably",3,1,NA,6804,31
"76b2cdea0a4fa78d6ad3ba3399c3102fc5872a3b7901ffc55077c557bb68de4c","1,48E+12",10,"f","certainly",NA,NA,4,2479,NA
"243fb4d994b9927fa2c07b15e6dd3e0fdfda91d8d509c3f65feeb2f5af573d3e","1,48E+12",1,"c","certainly",10,10,NA,18306,1010
"243fb4d994b9927fa2c07b15e6dd3e0fdfda91d8d509c3f65feeb2f5af573d3e","1,48E+12",2,"f","probablyNot",NA,NA,3,23089,NA
"243fb4d994b9927fa2c07b15e6dd3e0fdfda91d8d509c3f65feeb2f5af573d3e","1,48E+12",3,"c","probably",8,6,NA,13755,86
"243fb4d994b9927fa2c07b15e6dd3e0fdfda91d8d509c3f65feeb2f5af573d3e","1,48E+12",4,"f","probably",NA,NA,6,16109,NA
"243fb4d994b9927fa2c07b15e6dd3e0fdfda91d8d509c3f65feeb2f5af573d3e","1,48E+12",5,"c","possibly",5,3,NA,11511,53
"243fb4d994b9927fa2c07b15e6dd3e0fdfda91d8d509c3f65feeb2f5af573d3e","1,48E+12",6,"f","certainly",NA,NA,10,6027,NA
"243fb4d994b9927fa2c07b15e6dd3e0fdfda91d8d509c3f65feeb2f5af573d3e","1,48E+12",7,"c","probablyNot",7,1,NA,11438,71
"243fb4d994b9927fa2c07b15e6dd3e0fdfda91d8d509c3f65feeb2f5af573d3e","1,48E+12",8,"f","possibly",NA,NA,4,11291,NA
"243fb4d994b9927fa2c07b15e6dd3e0fdfda91d8d509c3f65feeb2f5af573d3e","1,48E+12",9,"c","certainlyNot",10,0,NA,10270,100
"243fb4d994b9927fa2c07b15e6dd3e0fdfda91d8d509c3f65feeb2f5af573d3e","1,48E+12",10,"f","certainlyNot",NA,NA,0,6623,NA
"60d1f817d10e0e5b5757b31dcb2e8a983993cbe7f99bcbb303a959d61acc5173","1,48E+12",1,"c","certainlyNot",4,1,NA,16560,41
"60d1f817d10e0e5b5757b31dcb2e8a983993cbe7f99bcbb303a959d61acc5173","1,48E+12",2,"f","certainly",NA,NA,1,65109,NA
"60d1f817d10e0e5b5757b31dcb2e8a983993cbe7f99bcbb303a959d61acc5173","1,48E+12",3,"c","possibly",4,2,NA,12614,42
"60d1f817d10e0e5b5757b31dcb2e8a983993cbe7f99bcbb303a959d61acc5173","1,48E+12",4,"f","probablyNot",NA,NA,3,20557,NA
"60d1f817d10e0e5b5757b31dcb2e8a983993cbe7f99bcbb303a959d61acc5173","1,48E+12",5,"c","probably",5,1,NA,11844,51
"60d1f817d10e0e5b5757b31dcb2e8a983993cbe7f99bcbb303a959d61acc5173","1,48E+12",6,"f","probably",NA,NA,7,10526,NA
"60d1f817d10e0e5b5757b31dcb2e8a983993cbe7f99bcbb303a959d61acc5173","1,48E+12",7,"c","certainly",5,5,NA,15479,55
"60d1f817d10e0e5b5757b31dcb2e8a983993cbe7f99bcbb303a959d61acc5173","1,48E+12",8,"f","possibly",NA,NA,3,7668,NA
"60d1f817d10e0e5b5757b31dcb2e8a983993cbe7f99bcbb303a959d61acc5173","1,48E+12",9,"c","probablyNot",5,1,NA,10244,51
"60d1f817d10e0e5b5757b31dcb2e8a983993cbe7f99bcbb303a959d61acc5173","1,48E+12",10,"f","certainlyNot",NA,NA,0,8126,NA
"90d0ef6aabf7a3d21a563b5c8f3f08b43a56f5a02d0523bce3b699a93b3df364","1,48E+12",1,"c","certainlyNot",5,5,NA,31280,55
"90d0ef6aabf7a3d21a563b5c8f3f08b43a56f5a02d0523bce3b699a93b3df364","1,48E+12",2,"f","possibly",NA,NA,6,19276,NA
"90d0ef6aabf7a3d21a563b5c8f3f08b43a56f5a02d0523bce3b699a93b3df364","1,48E+12",3,"c","probablyNot",4,3,NA,9940,43
"90d0ef6aabf7a3d21a563b5c8f3f08b43a56f5a02d0523bce3b699a93b3df364","1,48E+12",4,"f","probably",NA,NA,7,27562,NA
"90d0ef6aabf7a3d21a563b5c8f3f08b43a56f5a02d0523bce3b699a93b3df364","1,48E+12",5,"c","certainly",3,0,NA,13756,30
"90d0ef6aabf7a3d21a563b5c8f3f08b43a56f5a02d0523bce3b699a93b3df364","1,48E+12",6,"f","certainlyNot",NA,NA,2,9573,NA
"90d0ef6aabf7a3d21a563b5c8f3f08b43a56f5a02d0523bce3b699a93b3df364","1,48E+12",7,"c","possibly",6,3,NA,14653,63
"90d0ef6aabf7a3d21a563b5c8f3f08b43a56f5a02d0523bce3b699a93b3df364","1,48E+12",8,"f","certainly",NA,NA,8,6409,NA
"90d0ef6aabf7a3d21a563b5c8f3f08b43a56f5a02d0523bce3b699a93b3df364","1,48E+12",9,"c","probably",4,1,NA,10828,41
"90d0ef6aabf7a3d21a563b5c8f3f08b43a56f5a02d0523bce3b699a93b3df364","1,48E+12",10,"f","probablyNot",NA,NA,3,6479,NA
"eaa99d6aba61a2145d5f6e38bfeb50b634f5aadff52beeb0ef93b0e0ca2d59ad","1,48E+12",1,"c","certainlyNot",10,0,NA,34064,100
"eaa99d6aba61a2145d5f6e38bfeb50b634f5aadff52beeb0ef93b0e0ca2d59ad","1,48E+12",2,"f","certainlyNot",NA,NA,0,20647,NA
"eaa99d6aba61a2145d5f6e38bfeb50b634f5aadff52beeb0ef93b0e0ca2d59ad","1,48E+12",3,"c","possibly",10,5,NA,13181,105
"eaa99d6aba61a2145d5f6e38bfeb50b634f5aadff52beeb0ef93b0e0ca2d59ad","1,48E+12",4,"f","possibly",NA,NA,5,14003,NA
"eaa99d6aba61a2145d5f6e38bfeb50b634f5aadff52beeb0ef93b0e0ca2d59ad","1,48E+12",5,"c","probablyNot",10,3,NA,14043,103
"eaa99d6aba61a2145d5f6e38bfeb50b634f5aadff52beeb0ef93b0e0ca2d59ad","1,48E+12",6,"f","probably",NA,NA,7,10217,NA
"eaa99d6aba61a2145d5f6e38bfeb50b634f5aadff52beeb0ef93b0e0ca2d59ad","1,48E+12",7,"c","certainly",10,10,NA,11593,1010
"eaa99d6aba61a2145d5f6e38bfeb50b634f5aadff52beeb0ef93b0e0ca2d59ad","1,48E+12",8,"f","certainly",NA,NA,10,9369,NA
"eaa99d6aba61a2145d5f6e38bfeb50b634f5aadff52beeb0ef93b0e0ca2d59ad","1,48E+12",9,"c","probably",10,6,NA,18741,106
"eaa99d6aba61a2145d5f6e38bfeb50b634f5aadff52beeb0ef93b0e0ca2d59ad","1,48E+12",10,"f","probablyNot",NA,NA,3,13623,NA
"c1045238d88afff2cf7675a0de4ef4e08e0df01f4888ff070d789476d9486872","1,48E+12",1,"c","probablyNot",6,2,NA,20772,62
"c1045238d88afff2cf7675a0de4ef4e08e0df01f4888ff070d789476d9486872","1,48E+12",2,"f","certainly",NA,NA,10,5798,NA
"c1045238d88afff2cf7675a0de4ef4e08e0df01f4888ff070d789476d9486872","1,48E+12",3,"c","possibly",7,4,NA,12860,74
"c1045238d88afff2cf7675a0de4ef4e08e0df01f4888ff070d789476d9486872","1,48E+12",4,"f","certainlyNot",NA,NA,0,7495,NA
"c1045238d88afff2cf7675a0de4ef4e08e0df01f4888ff070d789476d9486872","1,48E+12",5,"c","certainly",10,10,NA,7948,1010
"c1045238d88afff2cf7675a0de4ef4e08e0df01f4888ff070d789476d9486872","1,48E+12",6,"f","possibly",NA,NA,5,9672,NA
"c1045238d88afff2cf7675a0de4ef4e08e0df01f4888ff070d789476d9486872","1,48E+12",7,"c","certainlyNot",6,0,NA,16224,60
"c1045238d88afff2cf7675a0de4ef4e08e0df01f4888ff070d789476d9486872","1,48E+12",8,"f","probablyNot",NA,NA,4,7972,NA
"c1045238d88afff2cf7675a0de4ef4e08e0df01f4888ff070d789476d9486872","1,48E+12",9,"c","probably",7,5,NA,8647,75
"c1045238d88afff2cf7675a0de4ef4e08e0df01f4888ff070d789476d9486872","1,48E+12",10,"f","probably",NA,NA,7,9969,NA
"49f9c0cc0bd0a193a9929eb9d0b7f5aa8e37f3de06ec34962e59263161bd951d","1,48E+12",1,"c","certainlyNot",5,0,NA,37278,50
"49f9c0cc0bd0a193a9929eb9d0b7f5aa8e37f3de06ec34962e59263161bd951d","1,48E+12",2,"f","probably",NA,NA,6,16307,NA
