"id";"itemTime";"trialnumber";"kind";"expression";"access";"observation";"state";"RT";"language";"comments";"engagement";"difficulty"
"047b89daaf27e34cf147b26d48a91ca17e15f5838e33606081f6067841bee86d";"1,48E+12";2;"f";"cer";NA;NA;5;11462;"english";NA;4;10
"047b89daaf27e34cf147b26d48a91ca17e15f5838e33606081f6067841bee86d";"1,48E+12";3;"c";"poss";6;4;NA;24982;"english";NA;4;10
"047b89daaf27e34cf147b26d48a91ca17e15f5838e33606081f6067841bee86d";"1,48E+12";4;"f";"cerNot";NA;NA;3;14790;"english";NA;4;10
"047b89daaf27e34cf147b26d48a91ca17e15f5838e33606081f6067841bee86d";"1,48E+12";5;"c";"cerNot";7;3;NA;13837;"english";NA;4;10
"047b89daaf27e34cf147b26d48a91ca17e15f5838e33606081f6067841bee86d";"1,48E+12";6;"f";"poss";NA;NA;6;8484;"english";NA;4;10
"047b89daaf27e34cf147b26d48a91ca17e15f5838e33606081f6067841bee86d";"1,48E+12";7;"c";"cer";6;5;NA;12290;"english";NA;4;10
"047b89daaf27e34cf147b26d48a91ca17e15f5838e33606081f6067841bee86d";"1,48E+12";8;"f";"prob";NA;NA;5;8473;"english";NA;4;10
"047b89daaf27e34cf147b26d48a91ca17e15f5838e33606081f6067841bee86d";"1,48E+12";9;"c";"prob";6;2;NA;12920;"english";NA;4;10
"047b89daaf27e34cf147b26d48a91ca17e15f5838e33606081f6067841bee86d";"1,48E+12";10;"f";"probNot";NA;NA;3;9980;"english";NA;4;10
"c6b8cea8555cb47eb081480bf7595107cfead4a3915bf8b4969e23ef4468dc85";"1,48E+12";1;"c";"probNot";5;3;NA;24451;"English";NA;8;5
"c6b8cea8555cb47eb081480bf7595107cfead4a3915bf8b4969e23ef4468dc85";"1,48E+12";2;"f";"probNot";NA;NA;6;17936;"English";NA;8;5
"c6b8cea8555cb47eb081480bf7595107cfead4a3915bf8b4969e23ef4468dc85";"1,48E+12";3;"c";"poss";6;2;NA;17755;"English";NA;8;5
"c6b8cea8555cb47eb081480bf7595107cfead4a3915bf8b4969e23ef4468dc85";"1,48E+12";4;"f";"prob";NA;NA;4;8508;"English";NA;8;5
"c6b8cea8555cb47eb081480bf7595107cfead4a3915bf8b4969e23ef4468dc85";"1,48E+12";5;"c";"cerNot";3;2;NA;16898;"English";NA;8;5
"c6b8cea8555cb47eb081480bf7595107cfead4a3915bf8b4969e23ef4468dc85";"1,48E+12";6;"f";"cer";NA;NA;4;12944;"English";NA;8;5
"c6b8cea8555cb47eb081480bf7595107cfead4a3915bf8b4969e23ef4468dc85";"1,48E+12";7;"c";"prob";3;1;NA;26785;"English";NA;8;5
"c6b8cea8555cb47eb081480bf7595107cfead4a3915bf8b4969e23ef4468dc85";"1,48E+12";8;"f";"poss";NA;NA;5;12444;"English";NA;8;5
"c6b8cea8555cb47eb081480bf7595107cfead4a3915bf8b4969e23ef4468dc85";"1,48E+12";9;"c";"cer";7;3;NA;27805;"English";NA;8;5
"c6b8cea8555cb47eb081480bf7595107cfead4a3915bf8b4969e23ef4468dc85";"1,48E+12";10;"f";"cerNot";NA;NA;4;7487;"English";NA;8;5
"f570128eebdacc61e5ddb77913c362211ecf9ad58c2b3808b29ec1fbde7f90ee";"1,48E+12";1;"c";"poss";7;4;NA;15144;"English";"I think it'd be good to say in the instructions if the red/blue balls will be put back in or not and not just in the images.";7;5
