"id","itemTime","trialnumber","kind","expression","access","observation","state","RT","language","comments","engagement","difficulty"
"c973896b5c210f5a4c04591bfd773ff95a148ce607948358aa9503d040a728fc",1480202139912,2,"f","cerUnlik",NA,NA,3,22390,"english","no",10,7
"c973896b5c210f5a4c04591bfd773ff95a148ce607948358aa9503d040a728fc",1480202172225,3,"c","cerPos",5,3,NA,32310,"english","no",10,7
"c973896b5c210f5a4c04591bfd773ff95a148ce607948358aa9503d040a728fc",1480202219128,4,"f","mightLik",NA,NA,3,46902,"english","no",10,7
"c973896b5c210f5a4c04591bfd773ff95a148ce607948358aa9503d040a728fc",1480202238032,5,"c","probPos",5,2,NA,18902,"english","no",10,7
"c973896b5c210f5a4c04591bfd773ff95a148ce607948358aa9503d040a728fc",1480202253464,6,"f","probPos",NA,NA,3,15430,"english","no",10,7
"c973896b5c210f5a4c04591bfd773ff95a148ce607948358aa9503d040a728fc",1480202271080,7,"c","mightLik",5,2,NA,17614,"english","no",10,7
"c973896b5c210f5a4c04591bfd773ff95a148ce607948358aa9503d040a728fc",1480202286800,8,"f","isUnlik",NA,NA,2,15718,"english","no",10,7
"c973896b5c210f5a4c04591bfd773ff95a148ce607948358aa9503d040a728fc",1480202296368,9,"c","mightPos",4,3,NA,9566,"english","no",10,7
"c973896b5c210f5a4c04591bfd773ff95a148ce607948358aa9503d040a728fc",1480202312592,10,"f","isLik",NA,NA,4,16223,"english","no",10,7
"c973896b5c210f5a4c04591bfd773ff95a148ce607948358aa9503d040a728fc",1480202325784,11,"c","isLik",5,1,NA,13190,"english","no",10,7
"c973896b5c210f5a4c04591bfd773ff95a148ce607948358aa9503d040a728fc",1480202337112,12,"f","mightUnlik",NA,NA,2,11325,"english","no",10,7
"c973896b5c210f5a4c04591bfd773ff95a148ce607948358aa9503d040a728fc",1480202352567,13,"c","mightUnlik",4,3,NA,15454,"english","no",10,7
"c973896b5c210f5a4c04591bfd773ff95a148ce607948358aa9503d040a728fc",1480202363848,14,"f","cerPos",NA,NA,4,11278,"english","no",10,7
"c973896b5c210f5a4c04591bfd773ff95a148ce607948358aa9503d040a728fc",1480202372535,15,"c","isUnlik",4,1,NA,8686,"english","no",10,7
"c973896b5c210f5a4c04591bfd773ff95a148ce607948358aa9503d040a728fc",1480202406144,16,"f","cerLik",NA,NA,4,33606,"english","no",10,7
"c973896b5c210f5a4c04591bfd773ff95a148ce607948358aa9503d040a728fc",1480202428695,17,"c","probUnlik",4,3,NA,22550,"english","no",10,7
"c973896b5c210f5a4c04591bfd773ff95a148ce607948358aa9503d040a728fc",1480202448352,18,"f","isPos",NA,NA,2,19655,"english","no",10,7
"c973896b5c210f5a4c04591bfd773ff95a148ce607948358aa9503d040a728fc",1480202464848,19,"c","cerUnlik",4,4,NA,16493,"english","no",10,7
"c973896b5c210f5a4c04591bfd773ff95a148ce607948358aa9503d040a728fc",1480202476080,20,"f","probUnlik",NA,NA,2,11230,"english","no",10,7
"c973896b5c210f5a4c04591bfd773ff95a148ce607948358aa9503d040a728fc",1480202489008,21,"c","isPos",4,2,NA,12926,"english","no",10,7
"c973896b5c210f5a4c04591bfd773ff95a148ce607948358aa9503d040a728fc",1480202502416,22,"f","probLik",NA,NA,3,13406,"english","no",10,7
"c973896b5c210f5a4c04591bfd773ff95a148ce607948358aa9503d040a728fc",1480202516232,23,"c","cerLik",4,0,NA,13815,"english","no",10,7
"c973896b5c210f5a4c04591bfd773ff95a148ce607948358aa9503d040a728fc",1480202527280,24,"f","mightPos",NA,NA,4,11046,"english","no",10,7
"1fdf51be7b785d141e57d9571690524d444917c13827d6d03d5f038f1c8363e4",1480198609568,1,"c","cerLik",7,4,NA,2872,NA,NA,NA,NA
"1fdf51be7b785d141e57d9571690524d444917c13827d6d03d5f038f1c8363e4",1480198611653,2,"f","isPos",NA,NA,8,2078,NA,NA,NA,NA
"1fdf51be7b785d141e57d9571690524d444917c13827d6d03d5f038f1c8363e4",1480198643390,3,"c","cerUnlik",3,0,NA,31732,NA,NA,NA,NA
"1fdf51be7b785d141e57d9571690524d444917c13827d6d03d5f038f1c8363e4",1480198645307,4,"f","cerUnlik",NA,NA,3,1910,NA,NA,NA,NA
"1fdf51be7b785d141e57d9571690524d444917c13827d6d03d5f038f1c8363e4",1480198647655,5,"c","probUnlik",8,7,NA,2340,NA,NA,NA,NA
"1fdf51be7b785d141e57d9571690524d444917c13827d6d03d5f038f1c8363e4",1480199049778,6,"f","mightPos",NA,NA,7,402117,NA,NA,NA,NA
"1fdf51be7b785d141e57d9571690524d444917c13827d6d03d5f038f1c8363e4",1480199061221,7,"c","isLik",7,5,NA,11433,NA,NA,NA,NA
"1fdf51be7b785d141e57d9571690524d444917c13827d6d03d5f038f1c8363e4",1480199068504,8,"f","probUnlik",NA,NA,8,7276,NA,NA,NA,NA
"1fdf51be7b785d141e57d9571690524d444917c13827d6d03d5f038f1c8363e4",1480199073142,9,"c","mightUnlik",6,4,NA,4633,NA,NA,NA,NA
"1fdf51be7b785d141e57d9571690524d444917c13827d6d03d5f038f1c8363e4",1480199075512,10,"f","isLik",NA,NA,6,2363,NA,NA,NA,NA
