"X";"id";"itemTime";"trialnumber";"kind";"expression";"access";"observation";"state";"RT";"value"
591;"97529fac3b3211dd83e16d2625d7eec561870915a84ee2b80707a5cc5c29c6f7";1480444527110;15;"c";"is_probably likely";6;6;NA;8039;66
592;"97529fac3b3211dd83e16d2625d7eec561870915a84ee2b80707a5cc5c29c6f7";1480444530946;16;"f";"might_be possible";NA;NA;5;3835;NA
593;"97529fac3b3211dd83e16d2625d7eec561870915a84ee2b80707a5cc5c29c6f7";1480444540658;17;"c";"is_probably unlikely";6;0;NA;9710;60
594;"97529fac3b3211dd83e16d2625d7eec561870915a84ee2b80707a5cc5c29c6f7";1480444546008;18;"f";"might_be likely";NA;NA;6;5349;NA
595;"97529fac3b3211dd83e16d2625d7eec561870915a84ee2b80707a5cc5c29c6f7";1480444552040;19;"c";"is likely";8;8;NA;6030;88
596;"97529fac3b3211dd83e16d2625d7eec561870915a84ee2b80707a5cc5c29c6f7";1480444560408;20;"f";"might_be unlikely";NA;NA;1;8367;NA
597;"97529fac3b3211dd83e16d2625d7eec561870915a84ee2b80707a5cc5c29c6f7";1480444572502;21;"c";"might_be unlikely";7;1;NA;12093;71
598;"97529fac3b3211dd83e16d2625d7eec561870915a84ee2b80707a5cc5c29c6f7";1480444579171;22;"f";"is unlikely";NA;NA;1;6668;NA
599;"97529fac3b3211dd83e16d2625d7eec561870915a84ee2b80707a5cc5c29c6f7";1480444586118;23;"c";"might_be likely";8;8;NA;6945;88
600;"97529fac3b3211dd83e16d2625d7eec561870915a84ee2b80707a5cc5c29c6f7";1480444590031;24;"f";"is_probably likely";NA;NA;8;3912;NA
601;"bdd75b4c98017bd5977e83c7e5eef8427127b7c3559b6d11773749478742a02b";1480373574160;1;"c";"is_certainly possible";6;4;NA;32614;64
602;"bdd75b4c98017bd5977e83c7e5eef8427127b7c3559b6d11773749478742a02b";1480373592616;2;"f";"is unlikely";NA;NA;2;18456;NA
603;"bdd75b4c98017bd5977e83c7e5eef8427127b7c3559b6d11773749478742a02b";1480373624276;3;"c";"is_probably likely";5;3;NA;31645;53
604;"bdd75b4c98017bd5977e83c7e5eef8427127b7c3559b6d11773749478742a02b";1480373641515;4;"f";"is_probably likely";NA;NA;6;17224;NA
605;"bdd75b4c98017bd5977e83c7e5eef8427127b7c3559b6d11773749478742a02b";1480373654090;5;"c";"is_probably possible";6;4;NA;12575;64
606;"bdd75b4c98017bd5977e83c7e5eef8427127b7c3559b6d11773749478742a02b";1480373665476;6;"f";"might_be unlikely";NA;NA;2;11386;NA
607;"bdd75b4c98017bd5977e83c7e5eef8427127b7c3559b6d11773749478742a02b";1480373680508;7;"c";"might_be likely";4;2;NA;15032;42
608;"bdd75b4c98017bd5977e83c7e5eef8427127b7c3559b6d11773749478742a02b";1480373688665;8;"f";"is_certainly unlikely";NA;NA;1;8157;NA
609;"bdd75b4c98017bd5977e83c7e5eef8427127b7c3559b6d11773749478742a02b";1480373714408;9;"c";"is_certainly unlikely";5;1;NA;25743;51
610;"bdd75b4c98017bd5977e83c7e5eef8427127b7c3559b6d11773749478742a02b";1480373724548;10;"f";"is likely";NA;NA;6;10140;NA
611;"bdd75b4c98017bd5977e83c7e5eef8427127b7c3559b6d11773749478742a02b";1480373745520;11;"c";"might_be unlikely";6;2;NA;20956;62
612;"bdd75b4c98017bd5977e83c7e5eef8427127b7c3559b6d11773749478742a02b";1480373754956;12;"f";"is possible";NA;NA;5;9430;NA
613;"bdd75b4c98017bd5977e83c7e5eef8427127b7c3559b6d11773749478742a02b";1480373763836;13;"c";"is_certainly likely";5;4;NA;8865;54
614;"bdd75b4c98017bd5977e83c7e5eef8427127b7c3559b6d11773749478742a02b";1480373771769;14;"f";"might_be likely";NA;NA;6;7917;NA
615;"bdd75b4c98017bd5977e83c7e5eef8427127b7c3559b6d11773749478742a02b";1480373782651;15;"c";"is likely";5;3;NA;10882;53
616;"bdd75b4c98017bd5977e83c7e5eef8427127b7c3559b6d11773749478742a02b";1480373787632;16;"f";"is_certainly likely";NA;NA;8;4981;NA
617;"bdd75b4c98017bd5977e83c7e5eef8427127b7c3559b6d11773749478742a02b";1480373795595;17;"c";"might_be possible";6;3;NA;7947;63
618;"bdd75b4c98017bd5977e83c7e5eef8427127b7c3559b6d11773749478742a02b";1480373804715;18;"f";"is_probably unlikely";NA;NA;3;9120;NA
619;"bdd75b4c98017bd5977e83c7e5eef8427127b7c3559b6d11773749478742a02b";1480373818786;19;"c";"is unlikely";6;2;NA;14071;62
620;"bdd75b4c98017bd5977e83c7e5eef8427127b7c3559b6d11773749478742a02b";1480373823190;20;"f";"is_probably possible";NA;NA;5;4389;NA
621;"bdd75b4c98017bd5977e83c7e5eef8427127b7c3559b6d11773749478742a02b";1480373834207;21;"c";"is possible";6;3;NA;11017;63
622;"bdd75b4c98017bd5977e83c7e5eef8427127b7c3559b6d11773749478742a02b";1480373844036;22;"f";"might_be possible";NA;NA;4;9814;NA
623;"bdd75b4c98017bd5977e83c7e5eef8427127b7c3559b6d11773749478742a02b";1480373867816;23;"c";"is_probably unlikely";7;2;NA;23763;72
624;"bdd75b4c98017bd5977e83c7e5eef8427127b7c3559b6d11773749478742a02b";1480373877986;24;"f";"is_certainly possible";NA;NA;6;10170;NA
625;"0ee4e6c3a96f153c563ed57e5e83c957e36080a4882c42fce001332ffb2eede4";1480373269553;1;"c";"might_be unlikely";4;3;NA;12914;43
626;"0ee4e6c3a96f153c563ed57e5e83c957e36080a4882c42fce001332ffb2eede4";1480373282947;2;"f";"is_probably unlikely";NA;NA;4;13393;NA
627;"0ee4e6c3a96f153c563ed57e5e83c957e36080a4882c42fce001332ffb2eede4";1480373295348;3;"c";"might_be possible";4;1;NA;12400;41
628;"0ee4e6c3a96f153c563ed57e5e83c957e36080a4882c42fce001332ffb2eede4";1480373304110;4;"f";"is_certainly unlikely";NA;NA;1;8761;NA
629;"0ee4e6c3a96f153c563ed57e5e83c957e36080a4882c42fce001332ffb2eede4";1480373312054;5;"c";"is_certainly unlikely";6;0;NA;7943;60
630;"0ee4e6c3a96f153c563ed57e5e83c957e36080a4882c42fce001332ffb2eede4";1480373319415;6;"f";"is unlikely";NA;NA;1;7360;NA
631;"0ee4e6c3a96f153c563ed57e5e83c957e36080a4882c42fce001332ffb2eede4";1480373328241;7;"c";"is likely";5;1;NA;8825;51
632;"0ee4e6c3a96f153c563ed57e5e83c957e36080a4882c42fce001332ffb2eede4";1480373337882;8;"f";"is likely";NA;NA;3;9640;NA
633;"0ee4e6c3a96f153c563ed57e5e83c957e36080a4882c42fce001332ffb2eede4";1480373345806;9;"c";"is possible";5;4;NA;7923;54
634;"0ee4e6c3a96f153c563ed57e5e83c957e36080a4882c42fce001332ffb2eede4";1480373357251;10;"f";"might_be likely";NA;NA;6;11444;NA
635;"0ee4e6c3a96f153c563ed57e5e83c957e36080a4882c42fce001332ffb2eede4";1480373368980;11;"c";"is unlikely";4;1;NA;11728;41
636;"0ee4e6c3a96f153c563ed57e5e83c957e36080a4882c42fce001332ffb2eede4";1480373374317;12;"f";"might_be possible";NA;NA;3;5336;NA
637;"0ee4e6c3a96f153c563ed57e5e83c957e36080a4882c42fce001332ffb2eede4";1480373385830;13;"c";"is_probably unlikely";3;1;NA;11512;31
638;"0ee4e6c3a96f153c563ed57e5e83c957e36080a4882c42fce001332ffb2eede4";1480373390983;14;"f";"is_probably possible";NA;NA;6;5152;NA
639;"0ee4e6c3a96f153c563ed57e5e83c957e36080a4882c42fce001332ffb2eede4";1480373398200;15;"c";"is_probably possible";6;3;NA;7216;63
640;"0ee4e6c3a96f153c563ed57e5e83c957e36080a4882c42fce001332ffb2eede4";1480373401897;16;"f";"is possible";NA;NA;8;3696;NA
641;"0ee4e6c3a96f153c563ed57e5e83c957e36080a4882c42fce001332ffb2eede4";1480373408657;17;"c";"is_probably likely";6;4;NA;6759;64
642;"0ee4e6c3a96f153c563ed57e5e83c957e36080a4882c42fce001332ffb2eede4";1480373417650;18;"f";"is_certainly likely";NA;NA;8;8992;NA
643;"0ee4e6c3a96f153c563ed57e5e83c957e36080a4882c42fce001332ffb2eede4";1480373424795;19;"c";"is_certainly likely";7;6;NA;7144;76
644;"0ee4e6c3a96f153c563ed57e5e83c957e36080a4882c42fce001332ffb2eede4";1480373432020;20;"f";"is_probably likely";NA;NA;9;7224;NA
645;"0ee4e6c3a96f153c563ed57e5e83c957e36080a4882c42fce001332ffb2eede4";1480373437141;21;"c";"might_be likely";7;4;NA;5120;74
646;"0ee4e6c3a96f153c563ed57e5e83c957e36080a4882c42fce001332ffb2eede4";1480373447782;22;"f";"might_be unlikely";NA;NA;1;10640;NA
647;"0ee4e6c3a96f153c563ed57e5e83c957e36080a4882c42fce001332ffb2eede4";1480373452398;23;"c";"is_certainly possible";5;1;NA;4615;51
648;"0ee4e6c3a96f153c563ed57e5e83c957e36080a4882c42fce001332ffb2eede4";1480373456991;24;"f";"is_certainly possible";NA;NA;4;4592;NA
649;"3f4af74ec36af2bf15dab21c2beb2d862c0af04a3177c52315967870a583c1c0";1480375673050;1;"c";"is unlikely";5;5;NA;22144;55
650;"3f4af74ec36af2bf15dab21c2beb2d862c0af04a3177c52315967870a583c1c0";1480375680912;2;"f";"is_probably possible";NA;NA;2;7858;NA
651;"3f4af74ec36af2bf15dab21c2beb2d862c0af04a3177c52315967870a583c1c0";1480375698039;3;"c";"is_certainly likely";8;2;NA;17127;82
652;"3f4af74ec36af2bf15dab21c2beb2d862c0af04a3177c52315967870a583c1c0";1480375719350;4;"f";"is_probably unlikely";NA;NA;6;21307;NA
653;"3f4af74ec36af2bf15dab21c2beb2d862c0af04a3177c52315967870a583c1c0";1480375740468;5;"c";"is_certainly unlikely";5;5;NA;21118;55
654;"3f4af74ec36af2bf15dab21c2beb2d862c0af04a3177c52315967870a583c1c0";1480375751505;6;"f";"is unlikely";NA;NA;9;11037;NA
655;"3f4af74ec36af2bf15dab21c2beb2d862c0af04a3177c52315967870a583c1c0";1480375841291;7;"c";"is_probably possible";3;3;NA;89786;33
656;"3f4af74ec36af2bf15dab21c2beb2d862c0af04a3177c52315967870a583c1c0";1480375847978;8;"f";"is_certainly possible";NA;NA;5;6684;NA
657;"3f4af74ec36af2bf15dab21c2beb2d862c0af04a3177c52315967870a583c1c0";1480375859445;9;"c";"is_certainly possible";7;3;NA;11463;73
658;"3f4af74ec36af2bf15dab21c2beb2d862c0af04a3177c52315967870a583c1c0";1480375877032;10;"f";"is_certainly likely";NA;NA;6;17587;NA
659;"3f4af74ec36af2bf15dab21c2beb2d862c0af04a3177c52315967870a583c1c0";1480375893235;11;"c";"might_be likely";5;4;NA;16199;54
660;"3f4af74ec36af2bf15dab21c2beb2d862c0af04a3177c52315967870a583c1c0";1480375897339;12;"f";"is_certainly unlikely";NA;NA;7;4100;NA
661;"3f4af74ec36af2bf15dab21c2beb2d862c0af04a3177c52315967870a583c1c0";1480375925892;13;"c";"is_probably likely";8;5;NA;28552;85
662;"3f4af74ec36af2bf15dab21c2beb2d862c0af04a3177c52315967870a583c1c0";1480375931578;14;"f";"is possible";NA;NA;5;5674;NA
663;"3f4af74ec36af2bf15dab21c2beb2d862c0af04a3177c52315967870a583c1c0";1480375951260;15;"c";"might_be possible";8;3;NA;19679;83
664;"3f4af74ec36af2bf15dab21c2beb2d862c0af04a3177c52315967870a583c1c0";1480375961399;16;"f";"is_probably likely";NA;NA;5;10133;NA
665;"3f4af74ec36af2bf15dab21c2beb2d862c0af04a3177c52315967870a583c1c0";1480376377230;17;"c";"is likely";7;5;NA;415831;75
666;"3f4af74ec36af2bf15dab21c2beb2d862c0af04a3177c52315967870a583c1c0";1480376386237;18;"f";"might_be likely";NA;NA;6;8999;NA
667;"3f4af74ec36af2bf15dab21c2beb2d862c0af04a3177c52315967870a583c1c0";1480376398838;19;"c";"is_probably unlikely";8;7;NA;12600;87
668;"3f4af74ec36af2bf15dab21c2beb2d862c0af04a3177c52315967870a583c1c0";1480376402570;20;"f";"might_be unlikely";NA;NA;7;3729;NA
669;"3f4af74ec36af2bf15dab21c2beb2d862c0af04a3177c52315967870a583c1c0";1480376417724;21;"c";"is possible";3;3;NA;15154;33
670;"3f4af74ec36af2bf15dab21c2beb2d862c0af04a3177c52315967870a583c1c0";1480376421430;22;"f";"might_be possible";NA;NA;5;3703;NA
671;"3f4af74ec36af2bf15dab21c2beb2d862c0af04a3177c52315967870a583c1c0";1480376468047;23;"c";"might_be unlikely";7;6;NA;46617;76
672;"3f4af74ec36af2bf15dab21c2beb2d862c0af04a3177c52315967870a583c1c0";1480376470649;24;"f";"is likely";NA;NA;6;2602;NA
673;"1c1f9ad657573c01857b1dd5c6c35109ad72e05ae249ed1f97ca9d573c582ee5";1480370878569;1;"c";"is likely";7;6;NA;6526;76
674;"1c1f9ad657573c01857b1dd5c6c35109ad72e05ae249ed1f97ca9d573c582ee5";1480370891879;2;"f";"is_certainly likely";NA;NA;6;13305;NA
675;"1c1f9ad657573c01857b1dd5c6c35109ad72e05ae249ed1f97ca9d573c582ee5";1480370896956;3;"c";"might_be likely";5;3;NA;5074;53
676;"1c1f9ad657573c01857b1dd5c6c35109ad72e05ae249ed1f97ca9d573c582ee5";1480370906348;4;"f";"might_be likely";NA;NA;4;9389;NA
677;"1c1f9ad657573c01857b1dd5c6c35109ad72e05ae249ed1f97ca9d573c582ee5";1480370911672;5;"c";"is_probably unlikely";1;1;NA;5321;11
678;"1c1f9ad657573c01857b1dd5c6c35109ad72e05ae249ed1f97ca9d573c582ee5";1480370922365;6;"f";"might_be possible";NA;NA;6;10689;NA
679;"1c1f9ad657573c01857b1dd5c6c35109ad72e05ae249ed1f97ca9d573c582ee5";1480370928364;7;"c";"is possible";7;6;NA;5997;76
680;"1c1f9ad657573c01857b1dd5c6c35109ad72e05ae249ed1f97ca9d573c582ee5";1480370932667;8;"f";"is_probably possible";NA;NA;7;4299;NA
681;"1c1f9ad657573c01857b1dd5c6c35109ad72e05ae249ed1f97ca9d573c582ee5";1480370936837;9;"c";"is_probably possible";7;7;NA;4167;77
682;"1c1f9ad657573c01857b1dd5c6c35109ad72e05ae249ed1f97ca9d573c582ee5";1480370949870;10;"f";"is_certainly unlikely";NA;NA;1;13029;NA
683;"1c1f9ad657573c01857b1dd5c6c35109ad72e05ae249ed1f97ca9d573c582ee5";1480370956317;11;"c";"is unlikely";1;1;NA;6442;11
684;"1c1f9ad657573c01857b1dd5c6c35109ad72e05ae249ed1f97ca9d573c582ee5";1480370959740;12;"f";"might_be unlikely";NA;NA;3;3420;NA
685;"1c1f9ad657573c01857b1dd5c6c35109ad72e05ae249ed1f97ca9d573c582ee5";1480370965975;13;"c";"might_be unlikely";2;2;NA;6231;22
686;"1c1f9ad657573c01857b1dd5c6c35109ad72e05ae249ed1f97ca9d573c582ee5";1480370970026;14;"f";"is_probably likely";NA;NA;6;4047;NA
687;"1c1f9ad657573c01857b1dd5c6c35109ad72e05ae249ed1f97ca9d573c582ee5";1480370974259;15;"c";"might_be possible";6;6;NA;4230;66
688;"1c1f9ad657573c01857b1dd5c6c35109ad72e05ae249ed1f97ca9d573c582ee5";1480370983122;16;"f";"is unlikely";NA;NA;2;8861;NA
689;"1c1f9ad657573c01857b1dd5c6c35109ad72e05ae249ed1f97ca9d573c582ee5";1480370989890;17;"c";"is_certainly possible";6;5;NA;6765;65
690;"1c1f9ad657573c01857b1dd5c6c35109ad72e05ae249ed1f97ca9d573c582ee5";1480370993618;18;"f";"is possible";NA;NA;6;3725;NA
691;"1c1f9ad657573c01857b1dd5c6c35109ad72e05ae249ed1f97ca9d573c582ee5";1480370998505;19;"c";"is_certainly likely";6;6;NA;4884;66
692;"1c1f9ad657573c01857b1dd5c6c35109ad72e05ae249ed1f97ca9d573c582ee5";1480371002222;20;"f";"is_certainly possible";NA;NA;7;3715;NA
693;"1c1f9ad657573c01857b1dd5c6c35109ad72e05ae249ed1f97ca9d573c582ee5";1480371006726;21;"c";"is_certainly unlikely";6;6;NA;4501;66
694;"1c1f9ad657573c01857b1dd5c6c35109ad72e05ae249ed1f97ca9d573c582ee5";1480371010136;22;"f";"is likely";NA;NA;8;3407;NA
695;"1c1f9ad657573c01857b1dd5c6c35109ad72e05ae249ed1f97ca9d573c582ee5";1480371013800;23;"c";"is_probably likely";8;8;NA;3658;88
696;"1c1f9ad657573c01857b1dd5c6c35109ad72e05ae249ed1f97ca9d573c582ee5";1480371016913;24;"f";"is_probably unlikely";NA;NA;2;3111;NA
697;"72b32c6bfe40740f5365f17ea1c5c5ae2dc1937a0cb3320fceb62b226b84e368";1480370777663;1;"c";"might_be likely";5;3;NA;14363;53
698;"72b32c6bfe40740f5365f17ea1c5c5ae2dc1937a0cb3320fceb62b226b84e368";1480370786729;2;"f";"is_probably possible";NA;NA;7;9060;NA
699;"72b32c6bfe40740f5365f17ea1c5c5ae2dc1937a0cb3320fceb62b226b84e368";1480370793976;3;"c";"is unlikely";8;1;NA;7246;81
700;"72b32c6bfe40740f5365f17ea1c5c5ae2dc1937a0cb3320fceb62b226b84e368";1480370800165;4;"f";"is_certainly unlikely";NA;NA;2;6187;NA
701;"72b32c6bfe40740f5365f17ea1c5c5ae2dc1937a0cb3320fceb62b226b84e368";1480370815895;5;"c";"is_probably possible";8;6;NA;15728;86
702;"72b32c6bfe40740f5365f17ea1c5c5ae2dc1937a0cb3320fceb62b226b84e368";1480370819888;6;"f";"is_probably unlikely";NA;NA;7;3991;NA
703;"72b32c6bfe40740f5365f17ea1c5c5ae2dc1937a0cb3320fceb62b226b84e368";1480370827295;7;"c";"is_probably likely";8;6;NA;7404;86
704;"72b32c6bfe40740f5365f17ea1c5c5ae2dc1937a0cb3320fceb62b226b84e368";1480370829464;8;"f";"is_probably likely";NA;NA;7;2168;NA
705;"72b32c6bfe40740f5365f17ea1c5c5ae2dc1937a0cb3320fceb62b226b84e368";1480370837728;9;"c";"is possible";4;2;NA;8262;42
706;"72b32c6bfe40740f5365f17ea1c5c5ae2dc1937a0cb3320fceb62b226b84e368";1480370840065;10;"f";"is_certainly possible";NA;NA;5;2336;NA
707;"72b32c6bfe40740f5365f17ea1c5c5ae2dc1937a0cb3320fceb62b226b84e368";1480370848574;11;"c";"is_probably unlikely";8;2;NA;8507;82
708;"72b32c6bfe40740f5365f17ea1c5c5ae2dc1937a0cb3320fceb62b226b84e368";1480370851030;12;"f";"might_be likely";NA;NA;3;2455;NA
709;"72b32c6bfe40740f5365f17ea1c5c5ae2dc1937a0cb3320fceb62b226b84e368";1480370863330;13;"c";"might_be possible";4;2;NA;12298;42
710;"72b32c6bfe40740f5365f17ea1c5c5ae2dc1937a0cb3320fceb62b226b84e368";1480370864952;14;"f";"is possible";NA;NA;5;1620;NA
711;"72b32c6bfe40740f5365f17ea1c5c5ae2dc1937a0cb3320fceb62b226b84e368";1480370875342;15;"c";"is likely";8;7;NA;10388;87
712;"72b32c6bfe40740f5365f17ea1c5c5ae2dc1937a0cb3320fceb62b226b84e368";1480370877455;16;"f";"is unlikely";NA;NA;8;2111;NA
713;"72b32c6bfe40740f5365f17ea1c5c5ae2dc1937a0cb3320fceb62b226b84e368";1480370886336;17;"c";"is_certainly likely";9;8;NA;8879;98
714;"72b32c6bfe40740f5365f17ea1c5c5ae2dc1937a0cb3320fceb62b226b84e368";1480370888444;18;"f";"is_certainly likely";NA;NA;9;2107;NA
715;"72b32c6bfe40740f5365f17ea1c5c5ae2dc1937a0cb3320fceb62b226b84e368";1480370897585;19;"c";"might_be unlikely";6;1;NA;9140;61
716;"72b32c6bfe40740f5365f17ea1c5c5ae2dc1937a0cb3320fceb62b226b84e368";1480370900040;20;"f";"is likely";NA;NA;2;2453;NA
717;"72b32c6bfe40740f5365f17ea1c5c5ae2dc1937a0cb3320fceb62b226b84e368";1480370905066;21;"c";"is_certainly unlikely";10;0;NA;5024;100
718;"72b32c6bfe40740f5365f17ea1c5c5ae2dc1937a0cb3320fceb62b226b84e368";1480370907152;22;"f";"might_be possible";NA;NA;0;2085;NA
719;"72b32c6bfe40740f5365f17ea1c5c5ae2dc1937a0cb3320fceb62b226b84e368";1480370913605;23;"c";"is_certainly possible";10;9;NA;6451;109
720;"72b32c6bfe40740f5365f17ea1c5c5ae2dc1937a0cb3320fceb62b226b84e368";1480370916988;24;"f";"might_be unlikely";NA;NA;9;3382;NA
721;"11511dd464da6d42c43134ff876105549cd88a771bb25aa1fa2531ac590da9af";1480371374962;1;"c";"is_probably possible";4;2;NA;23244;42
722;"11511dd464da6d42c43134ff876105549cd88a771bb25aa1fa2531ac590da9af";1480371388757;2;"f";"might_be possible";NA;NA;6;13783;NA
723;"11511dd464da6d42c43134ff876105549cd88a771bb25aa1fa2531ac590da9af";1480371402125;3;"c";"is_probably likely";5;4;NA;13360;54
724;"11511dd464da6d42c43134ff876105549cd88a771bb25aa1fa2531ac590da9af";1480371414271;4;"f";"is likely";NA;NA;8;12143;NA
725;"11511dd464da6d42c43134ff876105549cd88a771bb25aa1fa2531ac590da9af";1480371434737;5;"c";"is_probably unlikely";7;2;NA;20462;72
726;"11511dd464da6d42c43134ff876105549cd88a771bb25aa1fa2531ac590da9af";1480371443735;6;"f";"is_probably possible";NA;NA;6;8986;NA
727;"11511dd464da6d42c43134ff876105549cd88a771bb25aa1fa2531ac590da9af";1480371455023;7;"c";"is_certainly likely";5;5;NA;11279;55
728;"11511dd464da6d42c43134ff876105549cd88a771bb25aa1fa2531ac590da9af";1480371464260;8;"f";"is_certainly unlikely";NA;NA;1;9229;NA
729;"11511dd464da6d42c43134ff876105549cd88a771bb25aa1fa2531ac590da9af";1480371473516;9;"c";"is_certainly possible";4;2;NA;9250;42
730;"11511dd464da6d42c43134ff876105549cd88a771bb25aa1fa2531ac590da9af";1480371480600;10;"f";"might_be likely";NA;NA;5;7079;NA
731;"11511dd464da6d42c43134ff876105549cd88a771bb25aa1fa2531ac590da9af";1480371489576;11;"c";"is likely";5;5;NA;8965;55
732;"11511dd464da6d42c43134ff876105549cd88a771bb25aa1fa2531ac590da9af";1480371494549;12;"f";"is_certainly possible";NA;NA;5;4964;NA
733;"11511dd464da6d42c43134ff876105549cd88a771bb25aa1fa2531ac590da9af";1480371502172;13;"c";"might_be possible";4;2;NA;7620;42
734;"11511dd464da6d42c43134ff876105549cd88a771bb25aa1fa2531ac590da9af";1480371505899;14;"f";"might_be unlikely";NA;NA;4;3724;NA
735;"11511dd464da6d42c43134ff876105549cd88a771bb25aa1fa2531ac590da9af";1480371519184;15;"c";"is_certainly unlikely";7;2;NA;13280;72
736;"11511dd464da6d42c43134ff876105549cd88a771bb25aa1fa2531ac590da9af";1480371523353;16;"f";"is possible";NA;NA;5;4159;NA
737;"11511dd464da6d42c43134ff876105549cd88a771bb25aa1fa2531ac590da9af";1480371534440;17;"c";"is unlikely";5;1;NA;11079;51
738;"11511dd464da6d42c43134ff876105549cd88a771bb25aa1fa2531ac590da9af";1480371545666;18;"f";"is_probably unlikely";NA;NA;3;11220;NA
739;"11511dd464da6d42c43134ff876105549cd88a771bb25aa1fa2531ac590da9af";1480371554329;19;"c";"might_be unlikely";6;2;NA;8658;62
740;"11511dd464da6d42c43134ff876105549cd88a771bb25aa1fa2531ac590da9af";1480371560051;20;"f";"is_probably likely";NA;NA;7;5719;NA
741;"11511dd464da6d42c43134ff876105549cd88a771bb25aa1fa2531ac590da9af";1480371568960;21;"c";"is possible";6;3;NA;8905;63
742;"11511dd464da6d42c43134ff876105549cd88a771bb25aa1fa2531ac590da9af";1480371576030;22;"f";"is unlikely";NA;NA;2;7064;NA
743;"11511dd464da6d42c43134ff876105549cd88a771bb25aa1fa2531ac590da9af";1480371582089;23;"c";"might_be likely";4;2;NA;6054;42
744;"11511dd464da6d42c43134ff876105549cd88a771bb25aa1fa2531ac590da9af";1480371587388;24;"f";"is_certainly likely";NA;NA;9;5296;NA
745;"bac02ace6e988b4da9f7f6cf3ad31ec171b8c7ee60abd698d3ab76928359e7f7";1480453431778;1;"c";"is_probably possible";5;3;NA;15748;53
746;"bac02ace6e988b4da9f7f6cf3ad31ec171b8c7ee60abd698d3ab76928359e7f7";1480453437759;2;"f";"is_probably possible";NA;NA;7;5980;NA
747;"bac02ace6e988b4da9f7f6cf3ad31ec171b8c7ee60abd698d3ab76928359e7f7";1480453447483;3;"c";"is possible";2;1;NA;9723;21
748;"bac02ace6e988b4da9f7f6cf3ad31ec171b8c7ee60abd698d3ab76928359e7f7";1480453453650;4;"f";"is_certainly unlikely";NA;NA;0;6166;NA
749;"bac02ace6e988b4da9f7f6cf3ad31ec171b8c7ee60abd698d3ab76928359e7f7";1480453469773;5;"c";"might_be likely";5;2;NA;16122;52
750;"bac02ace6e988b4da9f7f6cf3ad31ec171b8c7ee60abd698d3ab76928359e7f7";1480453475288;6;"f";"is_certainly likely";NA;NA;2;5514;NA
751;"bac02ace6e988b4da9f7f6cf3ad31ec171b8c7ee60abd698d3ab76928359e7f7";1480453483669;7;"c";"is likely";10;10;NA;8380;1010
752;"bac02ace6e988b4da9f7f6cf3ad31ec171b8c7ee60abd698d3ab76928359e7f7";1480453485858;8;"f";"is_probably unlikely";NA;NA;10;2188;NA
753;"bac02ace6e988b4da9f7f6cf3ad31ec171b8c7ee60abd698d3ab76928359e7f7";1480453491890;9;"c";"is_certainly possible";6;3;NA;6031;63
754;"bac02ace6e988b4da9f7f6cf3ad31ec171b8c7ee60abd698d3ab76928359e7f7";1480453499261;10;"f";"might_be unlikely";NA;NA;5;7370;NA
755;"bac02ace6e988b4da9f7f6cf3ad31ec171b8c7ee60abd698d3ab76928359e7f7";1480453506836;11;"c";"might_be unlikely";2;0;NA;7574;20
756;"bac02ace6e988b4da9f7f6cf3ad31ec171b8c7ee60abd698d3ab76928359e7f7";1480453509243;12;"f";"might_be likely";NA;NA;0;2406;NA
757;"bac02ace6e988b4da9f7f6cf3ad31ec171b8c7ee60abd698d3ab76928359e7f7";1480453515066;13;"c";"is_certainly unlikely";10;0;NA;5822;100
758;"bac02ace6e988b4da9f7f6cf3ad31ec171b8c7ee60abd698d3ab76928359e7f7";1480453517905;14;"f";"might_be possible";NA;NA;0;2838;NA
759;"bac02ace6e988b4da9f7f6cf3ad31ec171b8c7ee60abd698d3ab76928359e7f7";1480453527359;15;"c";"is_probably likely";8;6;NA;9453;86
760;"bac02ace6e988b4da9f7f6cf3ad31ec171b8c7ee60abd698d3ab76928359e7f7";1480453536082;16;"f";"is possible";NA;NA;8;8722;NA
761;"bac02ace6e988b4da9f7f6cf3ad31ec171b8c7ee60abd698d3ab76928359e7f7";1480453547201;17;"c";"is unlikely";9;1;NA;11119;91
762;"bac02ace6e988b4da9f7f6cf3ad31ec171b8c7ee60abd698d3ab76928359e7f7";1480453556121;18;"f";"is_certainly possible";NA;NA;8;8919;NA
763;"bac02ace6e988b4da9f7f6cf3ad31ec171b8c7ee60abd698d3ab76928359e7f7";1480453564554;19;"c";"is_certainly likely";10;9;NA;8432;109
764;"bac02ace6e988b4da9f7f6cf3ad31ec171b8c7ee60abd698d3ab76928359e7f7";1480453568918;20;"f";"is likely";NA;NA;8;4363;NA
765;"bac02ace6e988b4da9f7f6cf3ad31ec171b8c7ee60abd698d3ab76928359e7f7";1480453576776;21;"c";"might_be possible";6;2;NA;7857;62
766;"bac02ace6e988b4da9f7f6cf3ad31ec171b8c7ee60abd698d3ab76928359e7f7";1480453580792;22;"f";"is_probably likely";NA;NA;6;4015;NA
767;"bac02ace6e988b4da9f7f6cf3ad31ec171b8c7ee60abd698d3ab76928359e7f7";1480453586602;23;"c";"is_probably unlikely";2;0;NA;5810;20
768;"bac02ace6e988b4da9f7f6cf3ad31ec171b8c7ee60abd698d3ab76928359e7f7";1480453591060;24;"f";"is unlikely";NA;NA;1;4457;NA
